TIME	CPU	WCPU	IO	MEM
20181103-150034	  1	  0	         5	56.53
20181103-150039	  1	  0	        11	56.56
20181103-150044	  1	  0	         9	56.56
20181103-150049	  0	  0	         8	56.56
20181103-150054	  2	  0	        11	56.57
20181103-150059	  1	  0	         5	56.57
20181103-150104	  1	  0	         5	56.57
20181103-150109	  1	  0	        13	56.57
20181103-150114	  1	  0	        17	56.56
20181103-150119	  1	  0	         9	56.56
20181103-150124	  1	  0	        12	56.56
20181103-150129	  1	  0	         6	56.57
20181103-150134	  1	  0	         5	56.56
20181103-150139	  1	  0	         5	56.57
20181103-150144	  1	  0	         8	56.56
20181103-150149	  1	  0	         7	56.56
20181103-150154	  2	  0	         9	56.57
20181103-150159	  1	  0	         5	56.57
20181103-150204	  1	  0	         7	56.56
20181103-150209	  1	  0	        13	56.57
20181103-150214	  0	  0	        14	56.56
20181103-150219	  1	  0	         9	56.56
20181103-150224	  1	  0	        11	56.56
20181103-150229	  1	  0	         5	56.56
20181103-150234	  1	  0	         5	56.57
20181103-150239	  1	  0	         7	56.56
20181103-150244	  1	  0	         8	56.56
20181103-150249	  1	  0	         9	56.56
20181103-150254	  2	  0	        13	56.57
20181103-150259	  1	  0	         5	56.57
20181103-150304	  1	  0	         5	56.56
20181103-150309	  1	  0	        11	56.56
20181103-150314	  1	  0	        16	56.57
20181103-150319	  1	  0	        11	56.57
20181103-150324	  1	  0	        11	56.57
20181103-150329	  1	  0	         5	56.57
20181103-150334	  1	  0	         5	56.57
20181103-150339	  1	  0	         5	56.57
20181103-150344	  1	  0	        11	56.57
20181103-150349	  1	  0	         9	56.56
20181103-150354	  1	  0	        15	56.57
20181103-150359	  1	  0	         5	56.57
20181103-150404	  1	  0	         5	56.56
20181103-150409	  1	  0	        13	56.57
20181103-150414	  1	  0	        14	56.57
20181103-150419	  1	  0	        14	56.56
20181103-150424	  1	  0	        13	56.56
20181103-150429	  1	  0	         5	56.56
20181103-150434	  1	  0	         5	56.56
20181103-150439	  0	  0	         5	56.56
20181103-150444	  1	  0	        12	56.56
20181103-150449	  1	  0	         7	56.56
20181103-150454	  2	  0	        11	56.56
20181103-150459	  1	  0	         5	56.57
20181103-150504	  0	  0	         5	56.56
20181103-150509	  1	  0	        11	56.57
20181103-150514	  1	  0	        14	56.57
20181103-150519	  0	  0	        12	56.57
20181103-150524	  1	  0	        10	56.56
20181103-150529	  1	  0	         6	56.57
20181103-150534	  1	  0	         5	56.57
20181103-150539	  1	  0	         5	56.57
20181103-150544	  1	  0	        12	56.56
20181103-150549	  1	  0	         7	56.56
20181103-150554	  2	  0	        15	56.56
20181103-150559	  1	  0	         5	56.57
20181103-150604	  1	  0	         7	56.56
20181103-150609	  1	  0	        13	56.56
20181103-150614	  1	  0	        18	56.56
20181103-150619	  1	  0	         9	56.57
20181103-150624	  1	  0	         6	56.57
20181103-150629	  1	  0	         5	56.56
20181103-150634	  1	  0	         5	56.56
20181103-150639	  1	  0	         7	56.57
20181103-150644	  1	  0	        10	56.56
20181103-150649	  1	  0	         7	56.56
20181103-150654	  2	  0	        13	56.56
20181103-150659	  1	  0	         5	56.56
20181103-150704	  0	  0	         5	56.56
20181103-150709	  1	  0	        13	56.56
20181103-150714	  1	  0	        19	56.56
20181103-150719	  1	  0	         9	56.56
20181103-150724	  1	  0	        10	56.57
20181103-150729	  0	  0	         5	56.56
20181103-150734	  1	  0	         5	56.56
20181103-150739	  1	  0	         5	56.56
20181103-150744	  1	  0	        14	56.56
20181103-150749	  1	  0	         7	56.78
20181103-150754	  2	  0	        15	56.56
20181103-150759	  0	  0	         5	56.56
20181103-150804	  1	  0	         5	56.56
20181103-150809	  1	  0	        11	56.56
20181103-150814	  1	  0	        16	56.56
20181103-150819	  1	  0	        12	56.56
20181103-150824	  1	  0	         6	56.55
20181103-150829	  1	  0	         5	56.55
20181103-150834	  1	  0	         5	56.56
20181103-150839	  1	  0	         5	56.56
20181103-150844	  1	  0	         9	56.55
20181103-150849	  1	  0	         9	56.56
20181103-150854	  1	  0	        13	56.55
20181103-150859	  1	  0	         5	56.56
20181103-150904	  1	  0	         5	56.56
20181103-150909	  1	  0	        15	56.56
20181103-150914	  1	  0	        13	56.56
20181103-150919	  1	  0	        11	56.55
20181103-150924	  1	  0	         5	56.55
20181103-150929	  1	  0	         7	56.55
20181103-150934	  1	  0	         5	56.56
20181103-150939	  0	  0	         7	56.56
20181103-150944	  1	  0	         8	56.56
20181103-150949	  1	  0	        10	56.56
20181103-150954	  1	  0	         6	56.56
20181103-150959	  2	  0	         5	56.56
20181103-151004	  1	  0	         7	56.56
20181103-151009	  1	  0	        12	56.56
20181103-151014	  1	  0	        14	56.56
20181103-151019	  0	  0	        23	56.56
20181103-151024	  1	  0	        10	56.56
20181103-151029	  1	  0	         5	56.56
20181103-151034	  1	  0	         5	56.56
20181103-151039	  1	  0	        10	56.56
20181103-151044	  1	  0	         6	56.56
20181103-151049	  1	  0	         9	56.56
20181103-151054	  1	  0	         8	56.55
20181103-151059	  2	  0	         5	56.56
20181103-151104	  1	  0	         7	56.55
20181103-151109	  1	  0	        13	56.55
20181103-151114	  1	  0	        14	56.55
20181103-151119	  1	  0	        12	56.56
20181103-151124	  1	  0	         5	56.55
20181103-151129	  1	  0	         5	56.56
20181103-151134	  1	  0	         5	56.55
20181103-151139	  1	  0	         8	56.56
20181103-151144	  1	  0	         9	56.55
20181103-151149	  1	  0	        10	56.56
20181103-151154	  1	  0	         6	56.55
20181103-151159	  2	  0	         5	56.55
20181103-151204	  0	  0	         8	56.56
20181103-151209	  1	  0	        11	56.55
20181103-151214	  1	  0	        14	56.55
20181103-151219	  0	  0	        15	56.55
20181103-151224	  1	  0	        10	56.55
20181103-151229	  1	  0	         5	56.56
20181103-151234	  0	  0	         7	56.56
20181103-151239	  1	  0	         5	56.72
20181103-151244	  2	  0	         6	56.63
20181103-151249	  1	  0	        13	56.62
20181103-151254	  1	  0	        11	56.61
20181103-151259	  2	  0	         5	56.56
20181103-151304	  6	  0	         6	56.56
20181103-151309	  4	  0	        13	56.56
20181103-151314	  1	  0	        12	56.55
20181103-151319	  1	  0	        11	56.55
20181103-151324	  1	  0	         5	56.56
20181103-151329	  1	  0	         8	56.57
20181103-151334	  0	  0	         6	56.56
20181103-151339	  0	  0	         5	56.56
20181103-151344	  1	  0	         6	56.56
20181103-151349	  0	  0	         9	56.56
20181103-151354	  1	  0	         6	56.56
20181103-151359	  2	  0	         8	56.56
20181103-151404	  1	  0	         6	56.56
20181103-151409	  1	  0	        11	56.57
20181103-151414	  1	  0	        13	56.55
20181103-151419	  1	  0	        11	56.56
20181103-151424	  1	  0	        10	56.55
20181103-151429	  1	  0	         5	56.56
20181103-151434	  0	  0	         7	56.55
20181103-151439	  0	  0	         7	56.55
20181103-151444	  1	  0	         6	56.56
20181103-151449	  0	  0	         9	56.55
20181103-151454	  1	  0	         8	56.56
20181103-151459	  2	  0	         7	56.56
20181103-151504	  1	  0	         5	56.56
20181103-151509	  1	  0	        13	56.56
20181103-151514	  1	  0	        14	56.56
20181103-151519	  0	  0	        11	56.56
20181103-151524	  1	  0	         5	56.56
20181103-151529	  1	  0	         7	56.56
20181103-151534	  0	  0	         5	56.56
20181103-151539	  0	  0	         5	56.56
20181103-151544	  1	  0	         9	56.56
20181103-151549	  1	  0	         9	56.56
20181103-151554	  0	  0	         6	56.55
20181103-151559	  2	  0	         7	56.55
20181103-151604	  1	  0	        12	56.55
20181103-151609	  1	  0	        11	56.56
20181103-151614	  1	  0	        10	56.56
20181103-151619	  1	  0	        10	56.55
20181103-151624	  1	  0	        12	56.56
20181103-151629	  0	  0	         7	56.56
20181103-151634	  1	  0	         5	56.56
20181103-151639	  0	  0	         7	56.56
20181103-151644	  1	  0	         6	56.56
20181103-151649	  0	  0	        13	56.56
20181103-151654	  0	  0	        13	56.56
20181103-151659	  1	  0	         6	56.56
20181103-151704	  0	  0	         5	56.56
20181103-151709	  1	  0	        15	56.56
20181103-151714	  0	  0	         7	56.56
20181103-151719	  1	  0	         9	56.56
20181103-151724	  1	  0	        19	56.56
20181103-151729	  0	  0	         5	56.56
20181103-151734	  1	  0	         5	56.56
20181103-151739	  1	  0	         7	56.56
20181103-151744	  1	  0	         6	56.56
20181103-151749	  0	  0	        18	56.56
20181103-151754	  1	  0	        11	56.55
20181103-151759	  2	  0	         6	56.56
20181103-151804	  1	  0	         5	56.55
20181103-151809	  1	  0	        12	56.55
20181103-151814	  1	  0	         8	56.56
20181103-151819	  1	  0	         9	56.56
20181103-151824	  1	  0	        23	56.56
20181103-151829	  1	  0	         6	56.55
20181103-151834	  1	  0	         5	56.56
20181103-151839	  0	  0	         7	56.56
20181103-151844	  1	  0	         6	56.56
20181103-151849	  1	  0	        14	56.57
20181103-151854	  0	  0	        14	56.56
20181103-151859	  2	  0	         6	56.56
20181103-151904	  1	  0	         5	56.56
20181103-151909	  1	  0	        13	56.56
20181103-151914	  1	  0	         7	56.56
20181103-151919	  0	  0	         8	56.56
20181103-151924	  1	  0	        12	56.56
20181103-151929	  1	  0	         5	56.56
20181103-151934	  1	  0	         6	56.56
20181103-151939	  1	  0	         5	56.56
20181103-151944	  1	  0	        15	56.55
20181103-151949	  1	  0	         9	56.55
20181103-151954	  1	  0	        19	56.55
20181103-151959	  1	  0	         6	56.55
20181103-152004	  1	  0	         5	56.55
20181103-152009	  1	  0	        13	56.55
20181103-152014	  0	  0	         9	56.56
20181103-152019	  1	  0	         8	56.55
20181103-152024	  1	  0	        16	56.55
20181103-152029	  1	  0	         5	56.56
20181103-152034	  1	  0	         6	56.56
20181103-152039	  1	  0	         5	56.55
20181103-152044	  1	  0	        14	56.55
20181103-152049	  0	  0	         8	56.56
20181103-152054	  1	  0	        21	56.56
20181103-152059	  2	  0	         5	56.56
20181103-152104	  0	  0	         6	56.56
20181103-152109	  1	  0	        11	56.56
20181103-152114	  1	  0	         9	56.55
20181103-152119	  0	  0	         8	56.55
20181103-152124	  1	  0	        13	56.55
20181103-152129	  1	  0	         5	56.56
20181103-152134	  0	  0	         6	56.56
20181103-152139	  0	  0	         5	56.56
20181103-152144	  1	  0	        15	56.56
20181103-152149	  0	  0	         6	56.55
20181103-152154	  0	  0	        14	56.54
20181103-152159	  2	  0	         5	56.58
20181103-152204	  1	  0	         6	56.57
20181103-152209	  1	  0	        13	56.58
20181103-152214	  1	  0	        10	56.58
20181103-152219	  1	  0	         8	56.58
20181103-152224	  1	  0	        20	56.58
20181103-152229	  1	  0	         5	56.57
20181103-152234	  1	  0	         6	56.57
20181103-152239	  1	  0	         5	56.58
20181103-152244	  1	  0	        15	56.58
20181103-152249	  0	  0	         7	56.58
20181103-152254	  1	  0	         8	56.58
20181103-152259	  2	  0	         5	56.58
20181103-152304	  1	  0	         6	56.57
20181103-152309	  1	  0	        11	56.58
20181103-152314	  1	  0	        12	56.58
20181103-152319	  1	  0	         7	56.58
20181103-152324	  1	  0	        15	56.58
20181103-152329	  1	  0	         5	56.59
20181103-152334	  2	  0	         6	56.64
20181103-152339	  2	  0	         5	56.63
20181103-152344	  1	  0	        17	56.65
20181103-152349	 15	  0	        10	56.64
20181103-152354	  5	  0	        15	56.62
20181103-152359	  2	  0	         6	56.63
20181103-152404	  1	  0	         6	56.63
20181103-152409	  1	  0	        11	56.63
20181103-152414	  1	  0	        11	56.57
20181103-152419	  1	  0	        12	56.57
20181103-152424	  1	  0	        20	56.57
20181103-152429	  1	  0	         6	56.57
20181103-152434	  1	  0	         6	56.57
20181103-152439	  1	  0	         6	56.57
20181103-152444	  1	  0	        13	56.57
20181103-152449	  1	  0	         8	56.57
20181103-152454	  1	  0	        15	56.56
20181103-152459	  2	  0	         6	56.57
20181103-152504	  1	  0	         5	56.57
20181103-152509	  1	  0	        13	56.57
20181103-152514	  1	  0	         9	56.57
20181103-152519	  0	  0	         6	56.91
20181103-152524	 58	  0	        21	56.97
20181103-152529	 89	  0	         5	56.99
20181103-152534	 61	  0	         5	56.97
20181103-152539	 49	  0	         7	56.89
20181103-152544	 47	  0	         7	56.86
20181103-152549	 50	  0	        14	56.85
20181103-152554	 50	  0	        11	58.03
20181103-152559	 56	  0	         6	57.86
20181103-152604	 45	  0	         6	57.47
20181103-152609	 46	  0	        14	57.44
20181103-152614	 35	  0	         8	57.34
20181103-152619	 35	  0	         6	58.02
20181103-152624	 34	  0	        26	57.27
20181103-152629	 43	  0	         5	57.50
20181103-152634	 46	  0	         8	57.69
20181103-152639	 46	  0	         6	57.43
20181103-152644	 48	  0	         7	57.38
20181103-152649	 45	  0	         6	57.32
20181103-152654	 35	  0	         8	57.22
20181103-152659	 51	  0	         5	57.18
20181103-152704	 56	  0	         8	57.12
20181103-152709	 66	  0	        11	57.04
20181103-152714	 49	  0	        12	56.92
20181103-152719	 48	  0	         8	56.92
20181103-152724	 46	  0	        11	57.46
20181103-152729	 47	  0	         5	57.35
20181103-152734	  9	  0	         7	57.22
20181103-152739	  1	  0	         5	57.08
20181103-152744	  1	  0	         7	56.91
20181103-152749	  1	  0	         8	56.81
20181103-152754	  1	  0	        10	56.68
20181103-152759	  2	  0	         7	56.57
20181103-152804	  1	  0	         5	56.56
20181103-152809	  1	  0	        11	56.56
20181103-152814	  1	  0	        14	56.56
20181103-152819	  1	  0	         6	56.56
20181103-152824	  1	  0	        18	56.56
20181103-152829	  1	  0	         5	56.56
20181103-152834	  1	  0	         7	56.55
20181103-152839	  1	  0	         5	56.55
20181103-152844	  1	  0	         7	56.55
20181103-152849	  1	  0	         6	56.60
20181103-152854	  4	  0	        13	56.63
20181103-152859	  4	  0	         6	56.58
20181103-152904	  1	  0	         5	56.57
20181103-152909	  1	  0	        11	56.56
20181103-152914	  1	  0	        12	56.56
20181103-152919	  1	  0	         6	56.52
20181103-152924	  6	  0	        12	56.53
20181103-152929	  1	  0	         8	56.52
20181103-152934	  1	  0	         5	56.51
20181103-152939	  1	  0	         5	56.52
20181103-152944	  1	  0	         8	56.52
20181103-152949	  1	  0	         6	57.16
20181103-152954	 48	  0	         9	57.18
20181103-152959	 51	  0	         8	56.99
20181103-153004	 53	  0	         6	56.93
20181103-153009	 53	  0	        11	56.85
20181103-153014	 55	  0	        14	56.90
20181103-153019	 57	  0	         6	56.93
20181103-153024	 65	  0	        20	56.88
20181103-153029	 65	  0	         8	56.76
20181103-153034	 67	  0	         5	56.83
20181103-153039	 67	  0	         6	56.85
20181103-153044	 70	  0	         7	56.84
20181103-153049	 69	  0	         6	56.86
20181103-153054	 69	  0	        23	56.93
20181103-153059	 70	  0	         5	56.91
20181103-153104	 69	  0	         5	56.83
20181103-153109	 69	  0	        13	56.78
20181103-153114	 70	  0	        15	56.79
20181103-153119	 69	  0	         6	56.85
20181103-153124	 69	  0	        10	56.79
20181103-153129	 70	  0	         8	56.58
20181103-153134	  6	  0	         5	56.52
20181103-153139	  1	  0	         5	56.47
20181103-153144	  1	  0	         9	56.43
20181103-153149	  1	  0	         8	56.37
20181103-153154	  1	  0	        22	56.32
20181103-153159	  2	  0	         5	56.28
20181103-153204	  1	  0	         5	56.28
20181103-153209	  1	  0	        11	56.29
20181103-153214	  1	  0	        14	56.28
20181103-153219	  1	  0	        10	56.27
20181103-153224	  1	  0	        12	56.28
20181103-153229	  1	  0	        14	56.28
20181103-153234	  1	  0	         5	56.31
20181103-153239	  2	  0	         5	56.31
20181103-153244	  1	  0	        15	56.30
20181103-153249	  2	  0	         7	56.49
20181103-153254	  9	  0	         9	56.47
20181103-153259	  2	  0	        10	56.48
20181103-153304	  1	  0	         5	56.47
20181103-153309	  1	  0	        11	56.79
20181103-153314	 16	  0	        10	64.76
20181103-153319	 80	  0	        11	74.79
20181103-153324	 68	  0	        10	85.44
20181103-153329	 59	  0	       520	74.32
20181103-153334	 41	  0	         5	82.02
20181103-153339	 68	  0	         5	87.61
20181103-153344	 54	  0	         7	74.50
20181103-153349	 55	  0	        11	83.10
20181103-153354	 68	  0	        11	84.82
20181103-153359	 38	  0	        15	76.61
20181103-153404	 65	  0	         5	82.18
20181103-153409	 67	  0	        11	77.93
20181103-153414	 32	  0	        15	80.95
20181103-153419	 73	  0	        11	86.37
20181103-153424	 55	  0	         9	73.87
20181103-153429	 46	  0	        16	81.00
20181103-153434	 69	  0	         5	86.85
20181103-153439	 43	  0	         5	76.51
20181103-153444	 61	  0	         7	82.17
20181103-153449	 68	  0	        11	74.91
20181103-153454	 32	  0	         8	80.26
20181103-153459	 73	  0	        10	87.73
20181103-153504	 55	  0	         7	73.52
20181103-153509	 45	  0	        11	82.36
20181103-153514	 69	  0	        14	87.98
20181103-153519	 45	  0	         9	79.70
20181103-153524	 61	  0	        13	69.05
20181103-153529	 39	  0	        10	66.72
20181103-153534	  1	  0	         5	62.81
20181103-153539	  1	  0	         7	59.92
20181103-153544	  1	  0	         9	58.49
20181103-153549	  1	  0	         7	57.17
20181103-153554	  1	  0	         8	56.79
20181103-153559	  2	  0	        16	56.71
20181103-153604	  1	  0	         5	56.68
20181103-153609	  1	  0	        11	56.68
20181103-153614	  1	  0	        15	56.67
20181103-153619	  1	  0	        11	56.68
20181103-153624	  1	  0	        11	56.68
20181103-153629	  0	  0	        13	56.83
20181103-153634	  3	  0	         5	56.71
20181103-153639	  0	  0	         5	56.70
20181103-153644	  1	  0	        11	56.70
20181103-153649	  0	  0	         7	56.71
20181103-153654	  0	  0	         9	56.81
20181103-153659	  7	  0	        10	56.71
20181103-153704	  5	  0	         5	56.70
20181103-153709	  1	  0	        11	56.70
20181103-153714	  0	  0	        16	56.69
20181103-153719	  0	  0	         8	56.72
20181103-153724	  1	  0	        11	56.71
20181103-153729	  0	  0	         8	56.72
20181103-153734	  1	  0	         5	56.71
20181103-153739	  1	  0	         5	56.71
20181103-153744	  1	  0	        11	56.71
20181103-153749	  0	  0	         8	56.72
20181103-153754	  0	  0	         9	56.72
20181103-153759	  1	  0	        17	56.71
20181103-153804	  1	  0	         5	56.72
20181103-153809	  1	  0	        11	56.72
20181103-153814	  1	  0	        16	56.76
20181103-153819	  2	  1	       151	56.76
20181103-153824	  1	  0	        16	56.76
20181103-153829	  1	  0	        14	56.76
20181103-153834	  0	  0	         7	56.75
20181103-153839	  1	  0	         5	56.76
20181103-153844	  1	  0	        14	56.77
20181103-153849	  8	  0	         7	56.73
20181103-153854	 53	  0	        39	56.75
20181103-153859	 53	  0	         9	56.76
20181103-153904	 55	  0	         6	56.77
20181103-153909	 55	  0	        12	56.79
20181103-153914	 53	  0	        11	56.79
20181103-153919	 52	  0	         8	56.78
20181103-153924	 54	  0	        16	55.92
20181103-153929	 50	  0	        32	55.27
20181103-153934	  1	  0	        24	55.26
20181103-153939	  1	  0	         7	56.10
20181103-153944	 30	 11	      3404	56.26
20181103-153949	 13	  2	      1285	56.22
20181103-153954	  1	  0	       168	56.20
20181103-153959	  1	  0	        70	56.19
20181103-154004	  1	  0	         5	56.16
20181103-154009	  1	  0	        11	56.16
20181103-154014	  1	  0	        12	56.16
20181103-154019	  1	  0	        10	56.16
20181103-154024	  1	  0	        16	56.15
20181103-154029	  1	  0	         7	56.16
20181103-154034	  0	  0	         6	56.16
20181103-154039	  1	  0	         5	56.16
20181103-154044	  1	  0	         7	56.16
20181103-154049	  2	  0	        10	56.16
20181103-154054	  0	  0	        10	56.16
20181103-154059	  1	  0	        17	56.17
20181103-154104	  0	  0	         5	56.16
20181103-154109	  1	  0	        11	56.16
20181103-154114	  1	  0	        13	56.16
20181103-154119	  1	  0	         6	56.16
20181103-154124	  1	  0	        15	56.15
20181103-154129	  1	  0	        14	56.15
20181103-154134	  0	  0	         5	56.13
20181103-154139	  1	  0	         5	56.13
20181103-154144	  1	  0	         7	56.11
20181103-154149	  2	  0	        11	56.14
20181103-154154	  1	  0	         8	56.15
20181103-154159	  1	  0	        22	56.15
20181103-154204	  0	  0	         5	56.14
20181103-154209	  1	  0	        14	56.15
20181103-154214	  0	  0	        11	56.14
20181103-154219	  1	  0	        11	56.14
20181103-154224	  1	  0	        15	56.14
20181103-154229	  1	  0	        14	56.15
20181103-154234	  1	  0	         6	56.26
20181103-154239	  2	  0	         5	56.21
20181103-154244	  1	  0	         7	56.20
20181103-154249	  1	  0	         9	56.20
20181103-154254	  1	  0	        11	56.19
20181103-154259	  2	  0	        10	56.17
20181103-154304	  4	  0	         5	56.18
20181103-154309	  1	  0	        14	56.18
20181103-154314	  1	  0	        12	56.18
20181103-154319	  1	  0	        10	56.17
20181103-154324	  1	  0	         9	56.18
20181103-154329	  1	  0	        12	56.18
20181103-154334	  1	  0	         5	56.18
20181103-154339	  1	  0	         5	56.18
20181103-154344	  1	  0	        11	56.17
20181103-154349	  2	  0	        10	56.18
20181103-154354	  1	  0	         8	56.17
20181103-154359	  1	  0	        17	56.18
20181103-154404	  1	  0	         5	56.18
20181103-154409	  1	  0	        11	56.18
20181103-154414	  1	  0	        15	56.17
20181103-154419	  1	  0	        10	56.18
20181103-154424	  1	  0	        14	56.26
20181103-154429	  2	  0	        15	56.29
20181103-154434	  1	  0	         5	56.31
20181103-154439	  1	  0	         8	56.32
20181103-154444	  1	  0	         9	56.31
20181103-154449	  2	  0	         6	56.32
20181103-154454	  1	  0	        11	56.32
20181103-154459	  1	  0	        21	56.32
20181103-154504	  1	  0	         5	56.37
20181103-154509	  1	  0	        11	56.36
20181103-154514	  1	  0	        15	56.36
20181103-154519	  1	  0	         6	56.36
20181103-154524	  1	  0	        14	56.36
20181103-154529	  1	  0	        11	56.37
20181103-154534	  1	  0	         7	56.37
20181103-154539	  1	  0	         5	56.37
20181103-154544	  1	  0	         8	56.38
20181103-154549	  2	  0	         6	56.37
20181103-154554	  0	  0	        11	56.37
20181103-154559	  1	  0	        17	56.37
20181103-154604	  1	  0	         7	56.33
20181103-154609	  1	  0	        11	56.32
20181103-154614	  1	  0	        13	56.32
20181103-154619	  1	  0	         6	56.32
20181103-154624	  1	  0	        13	56.32
20181103-154629	  1	  0	         7	56.37
20181103-154634	  1	  0	         5	56.37
20181103-154639	  1	  0	        10	56.37
20181103-154644	  1	  0	         6	56.36
20181103-154649	  2	  0	         6	56.36
20181103-154654	  0	  0	        11	56.37
20181103-154659	  0	  0	        13	56.37
20181103-154704	  1	  0	         5	56.36
20181103-154709	  1	  0	        14	56.36
20181103-154714	  1	  0	        11	56.36
20181103-154719	  1	  0	         6	56.36
20181103-154724	  1	  0	        16	56.36
20181103-154729	  1	  0	         5	56.36
20181103-154734	  1	  0	         5	56.37
20181103-154739	  0	  0	         8	56.38
20181103-154744	  1	  0	         7	56.36
20181103-154749	  2	  0	         6	56.37
20181103-154754	  1	  0	         8	56.37
20181103-154759	  0	  0	         8	56.40
20181103-154804	  1	  0	         8	56.41
20181103-154809	  1	  0	        13	56.41
20181103-154814	  1	  0	        16	56.46
20181103-154819	 12	  0	       167	56.47
20181103-154824	  1	  0	        26	56.47
20181103-154829	  1	  0	        21	56.47
20181103-154834	  1	  0	         5	56.47
20181103-154839	  1	  0	         8	56.47
20181103-154844	  1	  0	         5	56.46
20181103-154849	  2	  0	         5	56.47
20181103-154854	  0	  0	        53	56.47
20181103-154859	  1	  0	        23	56.47
20181103-154904	  1	  0	         5	56.48
20181103-154909	  1	  0	        11	56.48
20181103-154914	  1	  0	        12	56.47
20181103-154919	  1	  0	         5	56.47
20181103-154924	  1	  0	        11	56.52
20181103-154929	  1	  0	        22	56.53
20181103-154934	  1	  0	         5	56.53
20181103-154939	  1	  0	         5	56.53
20181103-154944	  1	  0	         7	56.52
20181103-154949	  2	  0	         5	56.52
20181103-154954	  1	  0	        11	56.53
20181103-154959	  1	  0	        15	56.52
20181103-155004	  1	  0	         6	56.53
20181103-155009	  1	  0	        11	56.52
20181103-155014	  1	  0	        11	56.53
20181103-155019	  1	  0	         5	56.52
20181103-155024	  1	  0	        14	56.52
20181103-155029	  1	  0	        14	56.52
20181103-155034	  1	  0	         7	56.53
20181103-155039	  1	  0	         6	56.53
20181103-155044	  1	  0	         5	56.51
20181103-155049	  2	  0	         8	56.52
20181103-155054	  1	  0	         7	56.52
20181103-155059	  1	  0	        19	56.52
20181103-155104	  1	  0	         6	56.52
20181103-155109	  1	  0	        12	56.52
20181103-155114	  1	  0	        15	56.52
20181103-155119	  1	  0	         8	56.52
20181103-155124	  1	  0	         6	56.52
20181103-155129	  1	  0	        18	56.52
20181103-155134	  1	  0	        10	56.52
20181103-155139	  1	  0	         5	56.52
20181103-155144	  1	  0	        11	56.51
20181103-155149	  2	  0	         6	56.52
20181103-155154	  1	  0	         5	56.52
20181103-155159	  1	  0	        18	56.52
20181103-155204	  1	  0	         7	56.77
20181103-155209	  2	  0	        11	56.77
20181103-155214	  1	  0	         7	56.77
20181103-155219	  1	  0	        10	56.77
20181103-155224	  1	  0	         5	56.77
20181103-155229	  1	  0	        11	56.77
20181103-155234	  1	  0	         8	56.77
20181103-155239	  1	  0	         5	56.78
20181103-155244	  1	  0	         9	56.77
20181103-155249	  2	  0	         5	56.78
20181103-155254	  1	  0	         6	56.78
20181103-155259	  1	  0	        21	56.78
20181103-155304	  1	  0	         6	56.78
20181103-155309	  1	  0	        11	56.78
20181103-155314	  1	  0	        13	56.77
20181103-155319	  1	  0	         8	56.77
20181103-155324	  1	  0	         5	56.78
20181103-155329	  1	  0	        23	56.78
20181103-155334	  1	  0	         8	56.78
20181103-155339	  1	  0	         5	56.78
20181103-155344	  1	  0	         7	56.77
20181103-155349	  2	  0	         5	56.78
20181103-155354	  1	  0	         5	56.78
20181103-155359	  1	  0	        18	56.78
20181103-155404	  1	  0	         9	56.78
20181103-155409	  1	  0	        11	56.78
20181103-155414	  1	  0	        14	56.77
20181103-155419	  1	  0	         5	56.77
20181103-155424	  1	  0	         5	56.77
20181103-155429	  1	  0	        11	56.77
20181103-155434	  1	  0	         8	56.78
20181103-155439	  1	  0	         8	56.78
20181103-155444	  1	  0	         7	56.77
20181103-155449	  2	  0	         5	56.77
20181103-155454	  1	  0	         5	56.78
20181103-155459	  1	  0	        21	56.95
20181103-155504	  1	  0	         6	56.96
20181103-155509	  1	  0	        12	56.96
20181103-155514	  1	  0	        16	56.96
20181103-155519	  1	  0	         5	56.96
20181103-155524	  1	  0	         5	56.96
20181103-155529	  1	  0	        19	56.96
20181103-155534	  1	  0	         8	56.96
20181103-155539	  1	  0	         5	56.97
20181103-155544	  1	  0	        10	56.95
20181103-155549	  2	  0	         5	56.96
20181103-155554	  1	  0	         5	57.00
20181103-155559	  1	  0	        15	57.01
20181103-155604	  1	  0	        10	57.01
20181103-155609	  1	  0	        11	57.01
20181103-155614	  1	  0	        14	57.00
20181103-155619	  1	  0	         7	57.00
20181103-155624	  1	  0	         5	57.00
20181103-155629	  1	  0	        11	57.01
20181103-155634	  1	  0	         7	57.01
20181103-155639	  1	  0	         5	57.01
20181103-155644	  1	  0	         8	57.00
20181103-155649	  2	  0	         5	57.00
20181103-155654	  1	  0	         7	57.01
20181103-155659	  1	  0	        21	57.01
20181103-155704	  1	  0	         9	57.01
20181103-155709	  1	  0	        13	57.01
20181103-155714	  1	  0	        11	57.01
20181103-155719	  1	  0	         5	57.01
20181103-155724	  1	  0	         5	57.02
20181103-155729	  1	  0	        14	57.02
20181103-155734	  1	  0	         6	57.02
20181103-155739	  1	  0	         7	57.02
20181103-155744	  1	  0	         5	57.00
20181103-155749	  2	  0	         5	57.06
20181103-155754	  1	  0	         6	57.07
20181103-155759	  1	  0	        15	57.06
20181103-155804	  1	  0	        12	57.06
20181103-155809	  1	  0	        12	57.06
20181103-155814	  1	  0	        10	57.07
20181103-155819	  1	  0	         5	57.06
20181103-155824	  1	  0	         5	57.07
20181103-155829	  1	  0	        15	57.09
20181103-155834	  1	  0	         7	57.09
20181103-155839	  1	  0	         9	57.09
