TIME	CPU	WCPU	IO	MEM
20181103-140634	  0	  0	         6	56.41
20181103-140639	  0	  0	         7	56.41
20181103-140644	  1	  0	        16	56.41
20181103-140649	  2	  0	         8	56.42
20181103-140654	  0	  0	         6	56.42
20181103-140659	  1	  0	         7	56.42
20181103-140704	  1	  0	         6	56.42
20181103-140709	  1	  0	        15	56.42
20181103-140714	  1	  0	        14	56.41
20181103-140719	  1	  0	         7	56.41
20181103-140724	  0	  0	         5	56.41
20181103-140729	  1	  0	        11	56.42
20181103-140734	  0	  0	         6	56.41
20181103-140739	  1	  0	         7	56.42
20181103-140744	  1	  0	        13	56.41
20181103-140749	  2	  0	         5	56.42
20181103-140754	  0	  0	         5	56.43
20181103-140759	  1	  0	         7	56.43
20181103-140804	  0	  0	         9	56.43
20181103-140809	  1	  0	        15	56.42
20181103-140814	  1	  0	        23	56.43
20181103-140819	  1	  0	         5	56.43
20181103-140824	  1	  0	         5	56.42
20181103-140829	  1	  0	         7	56.42
20181103-140834	  1	  0	         6	56.43
20181103-140839	  1	  0	        11	56.43
20181103-140844	  1	  0	         8	56.42
20181103-140849	  2	  0	         5	56.42
20181103-140854	  1	  0	         5	56.42
20181103-140859	  1	  0	         7	56.42
20181103-140904	  0	  0	         6	56.43
20181103-140909	  1	  0	        15	56.43
20181103-140914	  1	  0	        22	56.43
20181103-140919	  1	  0	         5	56.42
20181103-140924	  0	  0	         5	56.42
20181103-140929	  0	  0	         8	56.42
20181103-140934	  0	  0	         7	56.42
20181103-140939	  1	  0	         8	56.42
20181103-140944	  1	  0	        18	56.42
20181103-140949	  2	  0	         5	56.42
20181103-140954	  0	  0	         5	56.43
20181103-140959	  1	  0	         7	56.42
20181103-141004	  0	  0	         7	56.43
20181103-141009	  1	  0	        22	56.43
20181103-141014	  0	  0	        24	56.43
20181103-141019	  1	  0	         6	56.43
20181103-141024	  0	  0	         5	56.42
20181103-141029	  0	  0	         7	56.42
20181103-141034	  0	  0	         6	56.43
20181103-141039	  0	  0	        12	56.42
20181103-141044	  1	  0	        10	56.41
20181103-141049	  2	  0	         5	56.42
20181103-141054	  0	  0	         7	56.42
20181103-141059	  0	  0	         7	56.42
20181103-141104	  0	  0	         6	56.42
20181103-141109	  1	  0	        17	56.43
20181103-141114	  1	  0	        21	56.42
20181103-141119	  1	  0	         5	56.42
20181103-141124	  0	  0	         5	56.42
20181103-141129	  1	  0	        11	56.42
20181103-141134	  0	  0	         6	56.42
20181103-141139	  1	  0	         8	56.43
20181103-141144	  1	  0	         8	56.42
20181103-141149	  1	  0	         5	56.43
20181103-141154	  1	  0	         5	56.43
20181103-141159	  1	  0	         7	56.43
20181103-141204	  0	  0	        10	56.43
20181103-141209	  1	  0	        17	56.43
20181103-141214	  1	  0	        24	56.42
20181103-141219	  1	  0	         5	56.43
20181103-141224	  1	  0	         5	56.43
20181103-141229	  1	  0	         7	56.43
20181103-141234	  1	  0	         7	56.43
20181103-141239	  1	  0	        12	56.43
20181103-141244	  1	  0	        16	56.42
20181103-141249	  2	  0	         5	56.43
20181103-141254	  1	  0	         5	56.43
20181103-141259	  0	  0	         7	56.43
20181103-141304	  0	  0	         7	56.42
20181103-141309	  1	  0	        14	56.42
20181103-141314	  1	  0	        19	56.42
20181103-141319	  1	  0	         5	56.42
20181103-141324	  1	  0	         5	56.43
20181103-141329	  1	  0	         9	56.43
20181103-141334	  0	  0	         8	56.43
20181103-141339	  1	  0	         9	56.43
20181103-141344	  1	  0	        10	56.42
20181103-141349	  1	  0	         5	56.42
20181103-141354	  0	  0	         5	56.43
20181103-141359	  0	  0	         7	56.42
20181103-141404	  0	  0	        10	56.42
20181103-141409	  1	  0	        13	56.43
20181103-141414	  0	  0	        25	56.42
20181103-141419	  1	  0	         6	56.43
20181103-141424	  0	  0	         5	56.42
20181103-141429	  1	  0	         7	56.43
20181103-141434	  0	  0	        10	56.43
20181103-141439	  1	  0	         5	56.43
20181103-141444	  1	  0	        12	56.42
20181103-141449	  1	  0	         5	56.43
20181103-141454	  1	  0	         7	56.42
20181103-141459	  1	  0	         7	56.43
20181103-141504	  0	  0	         8	56.43
20181103-141509	  1	  0	        11	56.43
20181103-141514	  0	  0	        18	56.42
20181103-141519	  1	  0	         5	56.42
20181103-141524	  0	  0	         5	56.43
20181103-141529	  0	  0	        11	56.43
20181103-141534	  1	  0	         9	56.43
20181103-141539	  0	  0	         5	56.43
20181103-141544	  1	  0	        12	56.42
20181103-141549	  1	  0	         5	56.43
20181103-141554	  0	  0	         5	56.43
20181103-141559	  0	  0	        10	56.43
20181103-141604	  0	  0	         7	56.42
20181103-141609	  1	  0	        11	56.42
20181103-141614	  0	  0	        25	56.42
20181103-141619	  1	  0	         5	56.42
20181103-141624	  0	  0	         5	56.43
20181103-141629	  0	  0	         7	56.42
20181103-141634	  0	  0	        11	56.42
20181103-141639	  0	  0	         6	56.43
20181103-141644	  1	  0	        14	56.42
20181103-141649	  1	  0	         5	56.42
20181103-141654	  0	  0	         5	56.42
20181103-141659	  0	  0	        10	56.42
20181103-141704	  0	  0	         7	56.43
20181103-141709	  1	  0	        11	56.43
20181103-141714	  0	  0	        16	56.42
20181103-141719	  0	  0	         5	56.42
20181103-141724	  0	  0	         5	56.42
20181103-141729	  0	  0	        11	56.43
20181103-141734	  1	  0	         7	56.42
20181103-141739	  0	  0	         5	56.46
20181103-141744	  1	  0	        11	56.44
20181103-141749	  1	  0	         5	56.44
20181103-141754	  1	  0	         5	56.44
20181103-141759	  0	  0	         9	56.45
20181103-141804	  0	  0	         7	56.45
20181103-141809	  1	  0	        11	56.45
20181103-141814	  0	  0	        24	56.45
20181103-141819	  1	  0	         8	56.44
20181103-141824	  0	  0	         5	56.44
20181103-141829	  0	  0	         8	56.44
20181103-141834	  0	  0	         6	56.43
20181103-141839	  1	  0	         5	56.44
20181103-141844	  1	  0	        12	56.44
20181103-141849	  1	  0	         5	56.44
20181103-141854	  1	  0	         8	56.44
20181103-141859	  0	  0	         5	56.44
20181103-141904	  1	  0	         8	56.44
20181103-141909	  1	  0	        11	56.44
20181103-141914	  0	  0	        19	56.45
20181103-141919	  1	  0	         5	56.44
20181103-141924	  0	  0	         5	56.44
20181103-141929	  1	  0	        10	56.44
20181103-141934	  0	  0	         8	56.44
20181103-141939	  0	  0	         5	56.44
20181103-141944	  1	  0	        11	56.42
20181103-141949	  1	  0	         5	56.43
20181103-141954	  0	  0	         7	56.42
20181103-141959	  0	  0	         5	56.42
20181103-142004	  0	  0	        10	56.42
20181103-142009	  1	  0	        11	56.43
20181103-142014	  0	  0	        25	56.42
20181103-142019	  1	  0	         5	56.42
20181103-142024	  0	  0	         8	56.42
20181103-142029	  0	  0	         5	56.43
20181103-142034	  0	  0	         8	56.43
20181103-142039	  0	  0	         7	56.43
20181103-142044	  1	  0	        16	56.42
20181103-142049	  2	  0	         5	56.42
20181103-142054	  0	  0	         7	56.43
20181103-142059	  0	  0	         5	56.43
20181103-142104	  1	  0	         8	56.43
20181103-142109	  1	  0	        11	56.43
20181103-142114	  1	  0	        17	56.44
20181103-142119	  1	  0	         5	56.43
20181103-142124	  0	  0	         7	56.43
20181103-142129	  0	  0	         5	56.44
20181103-142134	  0	  0	         8	56.43
20181103-142139	  1	  0	         5	56.42
20181103-142144	  1	  0	        14	56.42
20181103-142149	  1	  0	         6	56.42
20181103-142154	  1	  0	         5	56.42
20181103-142159	  1	  0	         5	56.42
20181103-142204	  1	  0	         8	56.42
20181103-142209	  1	  0	        11	56.43
20181103-142214	  1	  0	        25	56.43
20181103-142219	  1	  0	         9	56.42
20181103-142224	  0	  0	         5	56.43
20181103-142229	  1	  0	         5	56.43
20181103-142234	  0	  0	         5	56.43
20181103-142239	  0	  0	         8	56.43
20181103-142244	  1	  0	        13	56.43
20181103-142249	  2	  0	         8	56.43
20181103-142254	  0	  0	         6	56.43
20181103-142259	  0	  0	         5	56.43
20181103-142304	  0	  0	         5	56.43
20181103-142309	  1	  0	        15	56.43
20181103-142314	  0	  0	        19	56.44
20181103-142319	  1	  0	         8	56.43
20181103-142324	  0	  0	         5	56.43
20181103-142329	  0	  0	         6	56.42
20181103-142334	  0	  0	         5	56.42
20181103-142339	  0	  0	         8	56.43
20181103-142344	  1	  0	        13	56.43
20181103-142349	  2	  0	         5	56.43
20181103-142354	  1	  0	         5	56.42
20181103-142359	  1	  0	         5	56.43
20181103-142404	  1	  0	         7	56.43
20181103-142409	  1	  0	        14	56.43
20181103-142414	  1	  0	        25	56.43
20181103-142419	  1	  0	         7	56.42
20181103-142424	  0	  0	         5	56.42
20181103-142429	  1	  0	         5	56.42
20181103-142434	  0	  0	         5	56.42
20181103-142439	  1	  0	        10	56.43
20181103-142444	  1	  0	        14	56.41
20181103-142449	  1	  0	         5	56.43
20181103-142454	  0	  0	         5	56.43
20181103-142459	  0	  0	         5	56.43
20181103-142504	  0	  0	         5	56.43
20181103-142509	  1	  0	        15	56.42
20181103-142514	  1	  0	        18	56.42
20181103-142519	  1	  0	         5	56.43
20181103-142524	  0	  0	         5	56.42
20181103-142529	  1	  0	         5	56.43
20181103-142534	  0	  0	         5	56.42
20181103-142539	  1	  0	         8	56.43
20181103-142544	  1	  0	        14	56.42
20181103-142549	  2	  0	         5	56.43
20181103-142554	  1	  0	         5	56.44
20181103-142559	  1	  0	         5	56.43
20181103-142604	  0	  0	         5	56.42
20181103-142609	  1	  0	        14	56.43
20181103-142614	  1	  0	        31	56.43
20181103-142619	  1	  0	         5	56.43
20181103-142624	  0	  0	         5	56.42
20181103-142629	  0	  0	         5	56.42
20181103-142634	  1	  0	         5	56.43
20181103-142639	  0	  0	         9	56.43
20181103-142644	  1	  0	        23	56.42
20181103-142649	  2	  0	         5	56.42
20181103-142654	  0	  0	         6	56.42
20181103-142659	  0	  0	         5	56.42
20181103-142704	  0	  0	         5	56.42
20181103-142709	  1	  0	        14	56.42
20181103-142714	  1	  0	        17	56.42
20181103-142719	  1	  0	         5	56.42
20181103-142724	  1	  0	         5	56.42
20181103-142729	  1	  0	         6	56.42
20181103-142734	  0	  0	         5	56.43
20181103-142739	  1	  0	         8	56.43
20181103-142744	  1	  0	        15	56.42
20181103-142749	  1	  0	         5	56.43
20181103-142754	  1	  0	         5	56.44
20181103-142759	  1	  0	         5	56.43
20181103-142804	  0	  0	         8	56.43
20181103-142809	  1	  0	        16	56.43
20181103-142814	  1	  0	        20	56.42
20181103-142819	  5	  0	         5	56.42
20181103-142824	  1	  0	         5	56.42
20181103-142829	  1	  0	         5	56.44
20181103-142834	  1	  0	        11	56.45
20181103-142839	  1	  0	       147	56.46
20181103-142844	  1	  0	        18	56.46
20181103-142849	  2	  0	        10	56.45
20181103-142854	  1	  0	         5	56.45
20181103-142859	  3	  0	         7	56.47
20181103-142904	  0	  0	        10	56.47
20181103-142909	  1	  0	        14	56.47
20181103-142914	  1	  0	        45	56.48
20181103-142919	  1	  0	        18	56.47
20181103-142924	  1	  0	         6	56.48
20181103-142929	  1	  0	         5	56.48
20181103-142934	  1	  0	         5	56.48
20181103-142939	  1	  0	        10	56.48
20181103-142944	  1	  0	        13	56.48
20181103-142949	  1	  0	        11	56.49
20181103-142954	  1	  0	         6	56.49
20181103-142959	  1	  0	         5	56.48
20181103-143004	  0	  0	         5	56.49
20181103-143009	  1	  0	        14	56.49
20181103-143014	  1	  0	        19	56.49
20181103-143019	  1	  0	        10	56.48
20181103-143024	  0	  0	        10	56.47
20181103-143029	  1	  0	         5	56.48
20181103-143034	  0	  0	         5	56.49
20181103-143039	  1	  0	         9	56.48
20181103-143044	  1	  0	         9	56.47
20181103-143049	  1	  0	        10	56.48
20181103-143054	  1	  0	         5	56.47
20181103-143059	  1	  0	         6	56.47
20181103-143104	  1	  0	         5	56.47
20181103-143109	  1	  0	        14	56.47
20181103-143114	  1	  0	        14	56.47
20181103-143119	  1	  0	         9	56.47
20181103-143124	  1	  0	         7	56.47
20181103-143129	  1	  0	         5	56.47
20181103-143134	  1	  0	         7	56.46
20181103-143139	  1	  0	         8	56.48
20181103-143144	  1	  0	         8	56.46
20181103-143149	  1	  0	         9	56.47
20181103-143154	  1	  0	         5	56.48
20181103-143159	  1	  0	         5	56.47
20181103-143204	  1	  0	         5	56.47
20181103-143209	  1	  0	        17	56.47
20181103-143214	  1	  0	        15	56.47
20181103-143219	  1	  0	        11	56.47
20181103-143224	  1	  0	         5	56.47
20181103-143229	  1	  0	         5	56.47
20181103-143234	  1	  0	         5	56.50
20181103-143239	  1	  0	         9	56.50
20181103-143244	  1	  0	        12	56.50
20181103-143249	  2	  0	         9	56.50
20181103-143254	  1	  0	         5	56.50
20181103-143259	  1	  0	         5	56.51
20181103-143304	  0	  0	         7	56.50
20181103-143309	  1	  0	        16	56.50
20181103-143314	  0	  0	         9	56.50
20181103-143319	  1	  0	        13	56.50
20181103-143324	  1	  0	         5	56.50
20181103-143329	  1	  0	         5	56.49
20181103-143334	  0	  0	         5	56.50
20181103-143339	  1	  0	         9	56.50
20181103-143344	  1	  0	        17	56.50
20181103-143349	  2	  0	        15	56.50
20181103-143354	  1	  0	         6	56.51
20181103-143359	  1	  0	         5	56.50
20181103-143404	  1	  0	         5	56.50
20181103-143409	  1	  0	        15	56.51
20181103-143414	  1	  0	        17	56.51
20181103-143419	  1	  0	         7	56.50
20181103-143424	  0	  0	         5	56.50
20181103-143429	  1	  0	         6	56.50
20181103-143434	  1	  0	         5	56.50
20181103-143439	  1	  0	         9	56.49
20181103-143444	  1	  0	        12	56.49
20181103-143449	  1	  0	        13	56.49
20181103-143454	  1	  0	         5	56.50
20181103-143459	  0	  0	         5	56.50
20181103-143504	  0	  0	         7	56.50
20181103-143509	  1	  0	        14	56.50
20181103-143514	  1	  0	        15	56.50
20181103-143519	  0	  0	         5	56.50
20181103-143524	  0	  0	         5	56.51
20181103-143529	  0	  0	         5	56.50
20181103-143534	  0	  0	         5	56.50
20181103-143539	  1	  0	        10	56.51
20181103-143544	  1	  0	        12	56.49
20181103-143549	  2	  0	        17	56.50
20181103-143554	  1	  0	         5	56.50
20181103-143559	  1	  0	         5	56.50
20181103-143604	  1	  0	         5	56.49
20181103-143609	  1	  0	        14	56.50
20181103-143614	  1	  0	        20	56.50
20181103-143619	  1	  0	        15	56.50
20181103-143624	  1	  0	         5	56.50
20181103-143629	  1	  0	         5	56.50
20181103-143634	  1	  0	         5	56.50
20181103-143639	  1	  0	         9	56.51
20181103-143644	  1	  0	        12	56.76
20181103-143649	  2	  0	         8	56.49
20181103-143654	  1	  0	         5	56.51
20181103-143659	  0	  0	         5	56.50
20181103-143704	  1	  0	         5	56.50
20181103-143709	  1	  0	        18	56.50
20181103-143714	  1	  0	        15	56.50
20181103-143719	  0	  0	         7	56.50
20181103-143724	  1	  0	         5	56.50
20181103-143729	  1	  0	         5	56.50
20181103-143734	  1	  0	         5	56.50
20181103-143739	  1	  0	         8	56.50
20181103-143744	  1	  0	        12	56.50
20181103-143749	  1	  0	        15	56.49
20181103-143754	  1	  0	         6	56.50
20181103-143759	  1	  0	         5	56.50
20181103-143804	  1	  0	         5	56.49
20181103-143809	  1	  0	        17	56.50
20181103-143814	  0	  0	        15	56.50
20181103-143819	  1	  0	         6	56.50
20181103-143824	  1	  0	         5	56.50
20181103-143829	  1	  0	         7	56.50
20181103-143834	  1	  0	         5	56.50
20181103-143839	  1	  0	        11	56.50
20181103-143844	  1	  0	        12	56.52
20181103-143849	 12	  0	         8	56.54
20181103-143854	 35	  0	         5	56.54
20181103-143859	 33	  0	         5	56.54
20181103-143904	 35	  0	         7	56.54
20181103-143909	 36	  0	        15	56.55
20181103-143914	 42	  0	        14	56.55
20181103-143919	 42	  0	         5	56.55
20181103-143924	 41	  0	         5	56.57
20181103-143929	 45	  0	         5	56.56
20181103-143934	 43	  0	         5	56.56
20181103-143939	 43	  0	        15	56.55
20181103-143944	 39	  0	        11	56.57
20181103-143949	 40	  0	         6	56.55
20181103-143954	 42	  0	         5	56.56
20181103-143959	 36	  0	         5	56.55
20181103-144004	 38	  0	         8	56.55
20181103-144009	 41	  0	        16	56.56
20181103-144014	 36	  0	        19	56.55
20181103-144019	 40	  0	        10	56.55
20181103-144024	 41	  0	         5	56.55
20181103-144029	 24	  0	         5	56.54
20181103-144034	  1	  0	         8	56.53
20181103-144039	  1	  0	         8	56.54
20181103-144044	  1	  0	        11	56.53
20181103-144049	  1	  0	         7	56.53
20181103-144054	  2	  0	         5	56.53
20181103-144059	  1	  0	         5	56.53
20181103-144104	  1	  0	         7	56.53
20181103-144109	  1	  0	        15	56.53
20181103-144114	  1	  0	        14	56.53
20181103-144119	  1	  0	        11	56.52
20181103-144124	  1	  0	         5	56.53
20181103-144129	  1	  0	         5	56.53
20181103-144134	  1	  0	         7	56.53
20181103-144139	  1	  0	         8	56.53
20181103-144144	  1	  0	         9	56.53
20181103-144149	  1	  0	         7	56.52
20181103-144154	  2	  0	         8	56.52
20181103-144159	  1	  0	         6	56.52
20181103-144204	  1	  0	         5	56.52
20181103-144209	  1	  0	        14	56.53
20181103-144214	  1	  0	        15	56.53
20181103-144219	  1	  0	        10	56.52
20181103-144224	  1	  0	         5	56.52
20181103-144229	  1	  0	         8	56.53
20181103-144234	  1	  0	         6	56.53
20181103-144239	  1	  0	         8	56.53
20181103-144244	  1	  0	         8	56.53
20181103-144249	  1	  0	         8	56.51
20181103-144254	  2	  0	         5	56.52
20181103-144259	  1	  0	         8	56.52
20181103-144304	  1	  0	         7	56.52
20181103-144309	  1	  0	        14	56.53
20181103-144314	  1	  0	        14	56.52
20181103-144319	  1	  0	         5	56.53
20181103-144324	  1	  0	         5	56.53
20181103-144329	  1	  0	         7	56.52
20181103-144334	  1	  0	         5	56.53
20181103-144339	  1	  0	        10	56.53
20181103-144344	  1	  0	         9	56.53
20181103-144349	  1	  0	         6	56.52
20181103-144354	  2	  0	         5	56.53
20181103-144359	  1	  0	         7	56.52
20181103-144404	  1	  0	         5	56.52
20181103-144409	  1	  0	        15	56.52
20181103-144414	  1	  0	        17	56.51
20181103-144419	  1	  0	        10	56.52
20181103-144424	  1	  0	         5	56.52
20181103-144429	  1	  0	         7	56.52
20181103-144434	  1	  0	         5	56.51
20181103-144439	  1	  0	         9	56.51
20181103-144444	  1	  0	         7	56.52
20181103-144449	  1	  0	        14	56.51
20181103-144454	  2	  0	         7	56.51
20181103-144459	  1	  0	         5	56.51
20181103-144504	  1	  0	         5	56.51
20181103-144509	  1	  0	        16	56.51
20181103-144514	  1	  0	        10	56.51
20181103-144519	  1	  0	        11	56.52
20181103-144524	  1	  0	         7	56.52
20181103-144529	  1	  0	         7	56.51
20181103-144534	  1	  0	         5	56.52
20181103-144539	  1	  0	         9	56.51
20181103-144544	  1	  0	         6	56.51
20181103-144549	  1	  0	         8	56.52
20181103-144554	  2	  0	         9	56.51
20181103-144559	  1	  0	         5	56.51
20181103-144604	  1	  0	         5	56.52
20181103-144609	  1	  0	        14	56.52
20181103-144614	  1	  0	        10	56.51
20181103-144619	  1	  0	        16	56.51
20181103-144624	  1	  0	         8	56.51
20181103-144629	  1	  0	         6	56.51
20181103-144634	  1	  0	         5	56.50
20181103-144639	  1	  0	         8	56.52
20181103-144644	  1	  0	         7	56.52
20181103-144649	  1	  0	        11	56.60
20181103-144654	  4	  0	        12	56.53
20181103-144659	  1	  0	         5	56.53
20181103-144704	  1	  0	         7	56.53
20181103-144709	  1	  0	        15	56.53
20181103-144714	  1	  0	        11	56.53
20181103-144719	  1	  0	        19	56.54
20181103-144724	  1	  0	         8	56.52
20181103-144729	  1	  0	         6	56.52
20181103-144734	  1	  0	         5	56.52
20181103-144739	  1	  0	        10	56.52
20181103-144744	  1	  0	         6	56.52
20181103-144749	  1	  0	        13	56.51
20181103-144754	  2	  0	         5	56.52
20181103-144759	  1	  0	         6	56.52
20181103-144804	  1	  0	         5	56.52
20181103-144809	  1	  0	        15	56.52
20181103-144814	  1	  0	        13	56.52
20181103-144819	  1	  0	        16	56.52
20181103-144824	  1	  0	         5	56.51
20181103-144829	  1	  0	         5	56.51
20181103-144834	  1	  0	         5	56.54
20181103-144839	  1	  0	         8	56.55
20181103-144844	  2	  0	        13	56.54
20181103-144849	  1	  0	        23	57.21
20181103-144854	  7	  0	         5	56.55
20181103-144859	  3	  0	         8	56.56
20181103-144904	  1	  0	         5	56.56
20181103-144909	  1	  0	        15	56.55
20181103-144914	  3	  0	        11	56.56
20181103-144919	  1	  0	        43	56.55
20181103-144924	  1	  0	         8	56.52
20181103-144929	  1	  0	         7	56.51
20181103-144934	  1	  0	         6	56.52
20181103-144939	  1	  0	         8	56.79
20181103-144944	 25	  0	         7	57.00
20181103-144949	 48	  0	        18	57.08
20181103-144954	 51	  0	         8	57.14
20181103-144959	 50	  0	        10	57.21
20181103-145004	 51	  0	         5	57.14
20181103-145009	 51	  0	        15	57.10
20181103-145014	 51	  0	         7	57.20
20181103-145019	 52	  0	        23	57.26
20181103-145024	 51	  0	         8	57.18
20181103-145029	 50	  0	         5	57.25
20181103-145034	 50	  0	         6	57.49
20181103-145039	 50	  0	         9	57.35
20181103-145044	 48	  0	         6	57.30
20181103-145049	 49	  0	        15	57.19
20181103-145054	 45	  0	         5	57.16
20181103-145059	 49	  0	         5	57.17
20181103-145104	 45	  0	         7	57.12
20181103-145109	 44	  0	        15	57.11
20181103-145114	 47	  0	        10	57.10
20181103-145119	 48	  0	        20	57.15
20181103-145124	 29	  0	         5	57.07
20181103-145129	  1	  0	         5	56.95
20181103-145134	  1	  0	         5	56.83
20181103-145139	  1	  0	        11	56.71
20181103-145144	  1	  0	         6	56.64
20181103-145149	  1	  0	        13	56.61
20181103-145154	  2	  0	         5	56.60
20181103-145159	  1	  0	         5	56.61
20181103-145204	  1	  0	         6	56.61
20181103-145209	  1	  0	        14	56.60
20181103-145214	  1	  0	        13	56.59
20181103-145219	  1	  0	        10	56.59
20181103-145224	  1	  0	         5	56.60
20181103-145229	  1	  0	         6	56.59
20181103-145234	  1	  0	         5	56.59
20181103-145239	  0	  0	        10	56.59
20181103-145244	  1	  0	        11	56.58
20181103-145249	  1	  0	        25	56.57
20181103-145254	  2	  0	         5	56.57
20181103-145259	  1	  0	         5	56.57
20181103-145304	  1	  0	         5	56.57
20181103-145309	  1	  0	        15	56.57
20181103-145314	  1	  0	        10	56.57
20181103-145319	  1	  0	        14	56.56
20181103-145324	  1	  0	         6	56.57
20181103-145329	  1	  0	         5	56.56
20181103-145334	  1	  0	         5	56.56
20181103-145339	  1	  0	         9	56.56
20181103-145344	  1	  0	         8	56.57
20181103-145349	  1	  0	        16	56.56
20181103-145354	  2	  0	         5	56.55
20181103-145359	  1	  0	         7	56.57
20181103-145404	  1	  0	         5	56.56
20181103-145409	  1	  0	        15	56.56
20181103-145414	  0	  0	        11	56.57
20181103-145419	  1	  0	        11	56.56
20181103-145424	  1	  0	         5	56.56
20181103-145429	  1	  0	         5	56.57
20181103-145434	  1	  0	         7	56.56
20181103-145439	  0	  0	         9	56.57
20181103-145444	  1	  0	         9	56.57
20181103-145449	  0	  0	        18	56.55
20181103-145454	  2	  0	         5	56.57
20181103-145459	  1	  0	         5	56.57
20181103-145504	  0	  0	         5	56.56
20181103-145509	  1	  0	        18	56.56
20181103-145514	  1	  0	        11	56.57
20181103-145519	  1	  0	        14	56.56
20181103-145524	  1	  0	         5	56.57
20181103-145529	  1	  0	         5	56.56
20181103-145534	  0	  0	         5	56.56
20181103-145539	  1	  0	         8	56.56
20181103-145544	  1	  0	        11	56.56
20181103-145549	  1	  0	        17	56.56
20181103-145554	  2	  0	         5	56.56
20181103-145559	  1	  0	         5	56.57
20181103-145604	  1	  0	         5	56.57
20181103-145609	  1	  0	        15	56.57
20181103-145614	  1	  0	        12	56.55
20181103-145619	  8	  0	        17	56.55
20181103-145624	  1	  0	         5	56.55
20181103-145629	  1	  0	         5	56.55
20181103-145634	  1	  0	         5	56.54
20181103-145639	  1	  0	         9	56.55
20181103-145644	  1	  0	        10	56.54
20181103-145649	  1	  0	        20	56.53
20181103-145654	  2	  0	         5	56.54
20181103-145659	  0	  0	         7	56.55
20181103-145704	  1	  0	         5	56.55
20181103-145709	  1	  0	        17	56.55
20181103-145714	  1	  0	         5	56.55
20181103-145719	  1	  0	        21	56.54
20181103-145724	  1	  0	         5	56.54
20181103-145729	  1	  0	         5	56.55
20181103-145734	  1	  0	         7	56.54
20181103-145739	  1	  0	        11	56.55
20181103-145744	  1	  0	         6	56.55
20181103-145749	  1	  0	        11	56.54
20181103-145754	  2	  0	         5	56.53
20181103-145759	  1	  0	         5	56.53
20181103-145804	  1	  0	         8	56.54
20181103-145809	  1	  0	        16	56.55
20181103-145814	  1	  0	        10	56.54
20181103-145819	  1	  0	         9	56.54
20181103-145824	  1	  0	         5	56.55
20181103-145829	  1	  0	         5	56.55
20181103-145834	  1	  0	         5	56.55
20181103-145839	  0	  0	        12	56.55
20181103-145844	  1	  0	         6	56.55
20181103-145849	  1	  0	         9	56.54
20181103-145854	  1	  0	         5	56.54
20181103-145859	  0	  0	         5	56.54
20181103-145904	  1	  0	         8	56.54
20181103-145909	  1	  0	        14	56.54
20181103-145914	  0	  0	        12	56.55
20181103-145919	  1	  0	        14	56.54
20181103-145924	  1	  0	         5	56.54
20181103-145929	  1	  0	         5	56.54
20181103-145934	  0	  0	         5	56.54
20181103-145939	  1	  0	        12	56.55
20181103-145944	  2	  0	        11	56.54
20181103-145949	  0	  0	         9	56.53
20181103-145954	  1	  0	         5	56.53
20181103-145959	  0	  0	         7	56.53
20181103-150004	  1	  0	         5	56.53
20181103-150009	  1	  0	        15	56.54
20181103-150014	  1	  0	        18	56.54
20181103-150019	  0	  0	        15	56.54
20181103-150024	  1	  0	        10	56.54
20181103-150029	  1	  0	         7	56.53
