TIME	CPU	WCPU	IO	MEM
20181103-150014	  0	  0	        13	11.61
20181103-150019	  0	  0	         9	11.60
20181103-150024	  0	  0	         0	11.61
20181103-150029	  0	  0	         8	11.61
20181103-150034	  0	  0	         2	11.61
20181103-150039	  0	  0	        10	11.61
20181103-150044	  0	  0	        11	11.62
20181103-150049	  0	  0	        13	11.62
20181103-150054	  0	  0	         2	11.62
20181103-150059	  0	  0	        11	11.61
20181103-150104	  0	  0	         2	11.61
20181103-150109	  1	  0	        10	11.62
20181103-150114	  0	  0	        13	11.62
20181103-150119	  0	  0	        11	11.61
20181103-150124	  0	  0	         2	11.62
20181103-150129	  0	  0	        10	11.62
20181103-150134	  0	  0	         2	11.61
20181103-150139	  0	  0	         9	11.61
20181103-150144	  0	  0	         3	11.62
20181103-150149	  0	  0	         9	11.61
20181103-150154	  0	  0	         0	11.61
20181103-150159	  0	  0	         8	11.61
20181103-150204	  0	  0	         0	11.62
20181103-150209	  0	  0	        10	11.62
20181103-150214	  0	  0	        12	11.62
20181103-150219	  0	  0	         8	11.62
20181103-150224	  0	  0	         0	11.62
20181103-150229	  0	  0	         8	11.61
20181103-150234	  0	  0	         0	11.61
20181103-150239	  0	  0	        10	11.61
20181103-150244	  0	  0	         4	11.61
20181103-150249	  0	  0	         9	11.62
20181103-150254	  0	  0	         0	11.61
20181103-150259	  0	  0	         8	11.61
20181103-150304	  0	  0	         0	11.61
20181103-150309	  0	  0	        10	11.61
20181103-150314	  0	  0	         9	11.61
20181103-150319	  0	  0	         8	11.61
20181103-150324	  0	  0	         0	11.61
20181103-150329	  0	  0	         8	11.62
20181103-150334	  0	  0	         0	11.62
20181103-150339	  0	  0	        10	11.62
20181103-150344	  0	  0	         5	11.61
20181103-150349	  0	  0	         8	11.62
20181103-150354	  0	  0	         0	11.62
20181103-150359	  0	  0	         9	11.62
20181103-150404	  0	  0	         0	11.62
20181103-150409	  0	  0	        10	11.62
20181103-150414	  0	  0	         7	11.62
20181103-150419	  0	  0	         8	11.62
20181103-150424	  0	  0	         0	11.62
20181103-150429	  0	  0	         8	11.61
20181103-150434	  0	  0	         0	11.61
20181103-150439	  0	  0	        10	11.64
20181103-150444	  0	  0	         4	11.64
20181103-150449	  0	  0	         8	11.64
20181103-150454	  0	  0	         0	11.64
20181103-150459	  0	  0	         8	11.64
20181103-150504	  0	  0	         0	11.64
20181103-150509	  0	  0	        12	11.64
20181103-150514	  0	  0	         7	11.64
20181103-150519	  0	  0	         8	11.64
20181103-150524	  0	  0	         0	11.64
20181103-150529	  0	  0	         8	11.64
20181103-150534	  0	  0	         0	11.63
20181103-150539	  0	  0	        12	11.63
20181103-150544	  0	  0	         5	11.64
20181103-150549	  0	  0	         8	11.63
20181103-150554	  0	  0	         0	11.64
20181103-150559	  0	  0	         8	11.64
20181103-150604	  0	  0	         0	11.64
20181103-150609	  0	  0	        11	11.64
20181103-150614	  0	  0	         7	11.64
20181103-150619	  0	  0	         8	11.65
20181103-150624	  0	  0	         0	11.64
20181103-150629	  0	  0	         8	11.64
20181103-150634	  0	  0	         0	11.64
20181103-150639	  0	  0	        11	11.64
20181103-150644	  0	  0	         7	11.64
20181103-150649	  0	  0	         8	11.64
20181103-150654	  0	  0	         0	11.63
20181103-150659	  0	  0	         8	11.64
20181103-150704	  0	  0	         0	11.64
20181103-150709	  0	  0	        10	11.64
20181103-150714	  0	  0	        11	11.64
20181103-150719	  0	  0	         8	11.65
20181103-150724	  0	  0	         0	11.64
20181103-150729	  0	  0	         8	11.64
20181103-150734	  0	  0	         0	11.63
20181103-150739	  0	  0	        10	11.64
20181103-150744	  0	  0	        11	11.63
20181103-150749	  0	  0	         8	11.64
20181103-150754	  0	  0	         0	11.64
20181103-150759	  0	  0	         8	11.64
20181103-150804	  0	  0	         0	11.64
20181103-150809	  0	  0	        10	11.65
20181103-150814	  0	  0	         7	11.65
20181103-150819	  0	  0	         8	11.64
20181103-150824	  0	  0	         0	11.64
20181103-150829	  0	  0	         9	11.64
20181103-150834	  0	  0	         0	11.64
20181103-150839	  0	  0	        10	11.64
20181103-150844	  0	  0	         7	11.64
20181103-150849	  0	  0	         8	11.65
20181103-150854	  0	  0	         0	11.64
20181103-150859	  0	  0	        10	11.64
20181103-150904	  0	  0	         0	11.64
20181103-150909	  0	  0	        13	11.64
20181103-150914	  0	  0	         9	11.65
20181103-150919	  0	  0	         9	11.64
20181103-150924	  0	  0	         0	11.64
20181103-150929	  0	  0	         8	11.64
20181103-150934	  0	  0	         0	11.63
20181103-150939	  0	  0	        10	11.63
20181103-150944	  0	  0	         7	11.64
20181103-150949	  0	  0	         8	11.64
20181103-150954	  0	  0	         0	11.64
20181103-150959	  0	  0	         9	11.64
20181103-151004	  0	  0	         0	11.65
20181103-151009	  0	  0	        10	11.64
20181103-151014	  0	  0	         7	11.65
20181103-151019	  0	  0	         9	11.64
20181103-151024	  0	  0	         0	11.64
20181103-151029	  0	  0	         9	11.64
20181103-151034	  0	  0	         0	11.64
20181103-151039	  0	  0	        10	11.64
20181103-151044	  0	  0	         8	11.64
20181103-151049	  0	  0	         9	11.65
20181103-151054	  0	  0	         0	11.64
20181103-151059	  0	  0	         8	11.64
20181103-151104	  0	  0	         0	11.64
20181103-151109	  0	  0	        12	11.64
20181103-151114	  0	  0	        12	11.64
20181103-151119	  0	  0	        11	11.64
20181103-151124	  0	  0	         2	11.65
20181103-151129	  0	  0	        10	11.65
20181103-151134	  0	  0	         2	11.63
20181103-151139	  0	  0	        10	11.64
20181103-151144	  0	  0	        10	11.64
20181103-151149	  0	  0	        11	11.65
20181103-151154	  0	  0	         2	11.64
20181103-151159	  0	  0	        10	11.64
20181103-151204	  0	  0	         2	11.65
20181103-151209	  0	  0	        10	11.64
20181103-151214	  0	  0	        10	11.64
20181103-151219	  0	  0	         8	11.64
20181103-151224	  0	  0	         0	11.64
20181103-151229	  0	  0	         8	11.64
20181103-151234	  0	  0	         0	11.64
20181103-151239	  0	  0	        10	11.64
20181103-151244	  0	  0	         9	11.65
20181103-151249	  0	  0	         8	11.64
20181103-151254	  0	  0	         0	11.64
20181103-151259	  0	  0	         9	11.64
20181103-151304	  0	  0	         0	11.64
20181103-151309	  0	  0	        10	11.64
20181103-151314	  0	  0	         8	11.64
20181103-151319	  0	  0	         8	11.64
20181103-151324	  0	  0	         0	11.64
20181103-151329	  0	  0	         8	11.64
20181103-151334	  0	  0	         0	11.64
20181103-151339	  0	  0	        11	11.64
20181103-151344	  0	  0	         8	11.65
20181103-151349	  0	  0	         8	11.64
20181103-151354	  0	  0	         0	11.64
20181103-151359	  0	  0	         8	11.64
20181103-151404	  0	  0	         0	11.64
20181103-151409	  0	  0	        12	11.64
20181103-151414	  0	  0	         6	11.64
20181103-151419	  0	  0	         8	11.64
20181103-151424	  0	  0	         0	11.64
20181103-151429	  0	  0	         8	11.64
20181103-151434	  0	  0	         0	11.64
20181103-151439	  0	  0	        10	11.64
20181103-151444	  0	  0	         7	11.63
20181103-151449	  0	  0	         9	11.64
20181103-151454	  0	  0	         0	11.64
20181103-151459	  0	  0	         8	11.64
20181103-151504	  0	  0	         0	11.65
20181103-151509	  0	  0	        10	11.64
20181103-151514	  0	  0	         8	11.65
20181103-151519	  0	  0	        10	11.64
20181103-151524	  0	  0	         0	11.65
20181103-151529	  0	  0	         8	11.64
20181103-151534	  0	  0	         0	11.64
20181103-151539	  0	  0	        10	11.64
20181103-151544	  0	  0	        10	11.65
20181103-151549	  0	  0	        10	11.64
20181103-151554	  0	  0	         0	11.65
20181103-151559	  0	  0	         8	11.63
20181103-151604	  0	  0	         0	11.64
20181103-151609	  0	  0	        10	11.65
20181103-151614	  0	  0	         8	11.64
20181103-151619	  0	  0	        14	11.63
20181103-151624	  0	  0	         3	11.57
20181103-151629	  0	  0	        14	11.57
20181103-151634	  0	  0	         2	11.57
20181103-151639	  0	  0	        10	11.57
20181103-151644	  0	  0	         7	11.57
20181103-151649	  0	  0	        12	11.56
20181103-151654	  0	  0	         3	11.57
20181103-151659	  0	  0	        10	11.57
20181103-151704	  0	  0	         2	11.56
20181103-151709	  0	  0	        10	11.57
20181103-151714	  0	  0	        13	11.75
20181103-151719	  1	  0	        23	11.70
20181103-151724	  0	  0	         3	11.70
20181103-151729	  0	  0	        14	11.69
20181103-151734	  0	  0	         2	11.69
20181103-151739	  0	  0	        11	11.60
20181103-151744	  0	  0	        13	11.60
20181103-151749	  0	  0	        13	11.60
20181103-151754	  0	  0	         3	11.59
20181103-151759	  0	  0	        10	11.60
20181103-151804	  0	  0	         2	11.60
20181103-151809	  0	  0	        10	11.60
20181103-151814	  0	  0	        10	11.60
20181103-151819	  0	  0	        15	11.60
20181103-151824	  0	  0	         3	11.60
20181103-151829	  0	  0	        12	11.60
20181103-151834	  0	  0	         2	11.60
20181103-151839	  0	  0	        10	11.60
20181103-151844	  0	  0	         8	11.60
20181103-151849	  0	  0	        14	11.60
20181103-151854	  0	  0	         3	11.60
20181103-151859	  0	  0	        10	11.60
20181103-151904	  0	  0	         2	11.60
20181103-151909	  0	  0	        10	11.60
20181103-151914	  0	  0	         8	11.60
20181103-151919	  0	  0	        14	11.60
20181103-151924	  0	  0	         3	11.60
20181103-151929	  0	  0	        11	11.59
20181103-151934	  0	  0	         2	11.60
20181103-151939	  0	  0	        10	11.59
20181103-151944	  0	  0	         8	11.60
20181103-151949	  0	  0	        12	11.60
20181103-151954	  0	  0	         3	11.60
20181103-151959	  0	  0	        10	11.60
20181103-152004	  0	  0	         2	11.60
20181103-152009	  0	  0	        10	11.60
20181103-152014	  0	  0	         9	11.60
20181103-152019	  0	  0	        14	11.60
20181103-152024	  0	  0	         3	11.61
20181103-152029	  0	  0	        10	11.60
20181103-152034	  0	  0	         4	11.60
20181103-152039	  0	  0	        10	11.60
20181103-152044	  0	  0	        10	11.60
20181103-152049	  0	  0	        11	11.60
20181103-152054	  0	  0	         3	11.61
20181103-152059	  0	  0	        10	11.60
20181103-152104	  0	  0	         2	11.61
20181103-152109	  0	  0	        10	11.60
20181103-152114	  0	  0	         9	11.62
20181103-152119	  0	  0	        11	11.62
20181103-152124	  0	  0	         0	11.62
20181103-152129	  0	  0	         8	11.60
20181103-152134	  0	  0	         0	11.59
20181103-152139	  0	  0	        10	11.59
20181103-152144	  0	  0	         5	11.59
20181103-152149	  0	  0	        11	11.60
20181103-152154	  0	  0	         0	11.60
20181103-152159	  0	  0	         8	11.60
20181103-152204	  0	  0	         0	11.60
20181103-152209	  0	  0	         9	11.60
20181103-152214	  0	  0	         9	11.60
20181103-152219	  0	  0	        18	11.59
20181103-152224	  0	  0	         0	11.59
20181103-152229	  0	  0	         8	11.59
20181103-152234	  0	  0	         0	11.60
20181103-152239	  0	  0	         8	11.59
20181103-152244	  0	  0	         8	11.59
20181103-152249	  0	  0	        12	11.59
20181103-152254	  0	  0	         0	11.59
20181103-152259	  0	  0	         8	11.60
20181103-152304	  0	  0	         0	11.59
20181103-152309	  0	  0	         8	11.59
20181103-152314	  0	  0	         7	11.59
20181103-152319	  0	  0	         9	11.60
20181103-152324	  0	  0	         4	11.60
20181103-152329	  0	  0	         8	11.59
20181103-152334	  0	  0	         0	11.59
20181103-152339	  0	  0	         8	11.60
20181103-152344	  0	  0	         1	11.59
20181103-152349	  0	  0	        17	11.59
20181103-152354	  0	  0	         3	11.60
20181103-152359	  0	  0	         8	11.59
20181103-152404	  0	  0	         0	11.60
20181103-152409	  0	  0	         8	11.60
20181103-152414	  0	  0	         6	11.59
20181103-152419	  0	  0	        11	11.59
20181103-152424	  0	  0	         3	11.71
20181103-152429	  2	  0	        14	11.71
20181103-152434	  0	  0	        14	11.71
20181103-152439	  0	  0	         0	11.71
20181103-152444	  0	  0	        10	11.71
20181103-152449	  0	  0	        11	11.71
20181103-152454	  0	  0	        11	11.71
20181103-152459	  0	  0	         0	11.72
20181103-152504	  0	  0	         8	11.71
20181103-152509	  0	  0	         0	11.71
20181103-152514	  0	  0	        13	11.71
20181103-152519	  0	  0	        50	15.85
20181103-152524	 18	  0	        12	15.84
20181103-152529	 10	  0	        18	19.76
20181103-152534	  9	  0	        15	20.25
20181103-152539	  9	  0	         6	23.94
20181103-152544	 11	  0	        10	24.01
20181103-152549	 10	  0	        30	28.49
20181103-152554	 11	  0	        11	28.68
20181103-152559	 10	  0	         0	28.68
20181103-152604	  9	  0	         0	30.09
20181103-152609	  6	  0	         6	34.21
20181103-152614	  7	  0	         6	34.21
20181103-152619	  7	  0	        41	34.22
20181103-152624	  6	  0	        10	34.22
20181103-152629	  9	  0	         2	37.39
20181103-152634	  9	  0	         0	41.47
20181103-152639	 10	  0	         6	41.47
20181103-152644	  8	  0	         2	41.47
20181103-152649	  7	  0	        17	41.47
20181103-152654	  6	  0	         3	41.48
20181103-152659	  9	  0	         9	44.66
20181103-152704	 10	  0	         0	44.75
20181103-152709	 11	  0	         6	44.74
20181103-152714	 10	  0	         6	44.75
20181103-152719	  8	  0	         8	44.75
20181103-152724	  8	  0	         0	44.75
20181103-152729	  8	  0	         0	11.80
20181103-152734	  1	  0	         9	11.80
20181103-152739	  0	  0	         2	11.80
20181103-152744	  0	  0	         1	11.81
20181103-152749	  0	  0	         9	11.80
20181103-152754	  0	  0	         1	11.78
20181103-152759	  0	  0	         0	11.78
20181103-152804	  0	  0	         2	11.78
20181103-152809	  0	  0	        14	11.78
20181103-152814	  0	  0	         6	11.81
20181103-152819	  0	  0	         2	11.81
20181103-152824	  0	  0	         4	11.81
20181103-152829	  0	  0	         0	11.81
20181103-152834	  0	  0	         0	11.80
20181103-152839	  0	  0	         3	11.80
20181103-152844	  0	  0	         9	11.81
20181103-152849	  0	  0	        12	11.81
20181103-152854	  0	  0	         0	11.81
20181103-152859	  0	  0	         0	11.81
20181103-152904	  0	  0	         0	11.80
20181103-152909	  0	  0	         2	11.80
20181103-152914	  0	  0	         6	11.80
20181103-152919	  0	  0	        11	11.80
20181103-152924	  0	  0	         0	11.80
20181103-152929	  0	  0	         0	11.80
20181103-152934	  0	  0	         0	11.81
20181103-152939	  0	  0	         2	11.81
20181103-152944	  0	  0	         1	11.81
20181103-152949	  0	  0	         8	15.71
20181103-152954	 16	  0	         8	15.65
20181103-152959	  7	  0	         0	15.65
20181103-153004	  6	  0	         0	15.66
20181103-153009	  5	  0	         4	16.61
20181103-153014	  4	  0	         5	20.74
20181103-153019	  5	  0	         1	21.86
20181103-153024	  4	  0	        12	21.86
20181103-153029	  4	  0	         8	23.91
20181103-153034	  4	  0	         0	26.19
20181103-153039	  4	  0	         2	26.19
20181103-153044	  4	  0	         1	26.20
20181103-153049	  4	  0	         6	26.83
20181103-153054	  4	  0	         5	30.78
20181103-153059	  4	  0	         0	31.04
20181103-153104	  4	  0	         9	31.04
20181103-153109	  4	  0	         0	31.04
20181103-153114	  4	  0	        10	31.04
20181103-153119	  4	  0	         3	32.88
20181103-153124	  4	  0	         3	36.82
20181103-153129	  4	  0	         0	36.94
20181103-153134	  2	  0	         0	36.92
20181103-153139	  0	  0	         8	11.80
20181103-153144	  1	  0	         5	11.80
20181103-153149	  0	  0	         7	11.81
20181103-153154	  0	  0	         4	11.81
20181103-153159	  0	  0	         4	11.81
20181103-153204	  0	  0	         5	11.80
20181103-153209	  0	  0	         0	11.81
20181103-153214	  0	  0	        14	11.80
20181103-153219	  0	  0	         1	11.80
20181103-153224	  0	  0	         4	11.80
20181103-153229	  0	  0	         0	11.80
20181103-153234	  0	  0	         4	11.80
20181103-153239	  0	  0	         0	11.81
20181103-153244	  0	  0	         1	11.80
20181103-153249	  0	  0	        20	11.81
20181103-153254	  0	  0	         0	11.81
20181103-153259	  0	  0	         2	11.80
20181103-153304	  0	  0	         2	11.81
20181103-153309	  0	  0	         0	16.40
20181103-153314	 14	  0	         6	16.57
20181103-153319	 15	  0	         6	16.73
20181103-153324	 16	  0	         9	22.07
20181103-153329	 12	  0	         0	22.08
20181103-153334	  4	  0	         2	23.51
20181103-153339	 11	  0	         0	25.08
20181103-153344	  9	  0	         2	25.07
20181103-153349	  8	  0	        19	31.52
20181103-153354	 12	  0	         3	31.53
20181103-153359	  7	  0	         9	31.53
20181103-153404	  9	  0	         4	32.23
20181103-153409	 12	  0	         0	34.70
20181103-153414	  3	  0	         6	38.65
20181103-153419	 15	  0	         6	38.65
20181103-153424	 12	  0	         2	38.66
20181103-153429	  7	  0	         2	38.66
20181103-153434	 10	  0	        15	41.98
20181103-153439	  7	  0	         0	45.16
20181103-153444	 11	  0	         1	45.16
20181103-153449	 12	  0	         9	45.16
20181103-153454	  3	  0	         0	45.16
20181103-153459	 12	  0	         0	45.16
20181103-153504	  9	  0	         2	45.17
20181103-153509	  6	  0	         8	45.40
20181103-153514	 13	  0	         1	45.40
20181103-153519	  8	  0	        11	45.41
20181103-153524	  9	  0	         0	44.54
20181103-153529	  4	  0	         6	11.80
20181103-153534	  1	  0	         0	11.80
20181103-153539	  0	  0	         5	11.81
20181103-153544	  0	  0	        11	11.81
20181103-153549	  0	  0	         3	11.81
20181103-153554	  0	  0	         0	11.81
20181103-153559	  0	  0	         2	11.81
20181103-153604	  0	  0	         0	11.80
20181103-153609	  0	  0	         1	11.80
20181103-153614	  0	  0	         1	11.81
20181103-153619	  0	  0	        12	11.81
20181103-153624	  0	  0	         4	11.80
20181103-153629	  0	  0	         4	11.80
20181103-153634	  0	  0	         0	11.80
20181103-153639	  0	  0	         4	11.81
20181103-153644	  0	  0	         1	11.81
20181103-153649	  0	  0	         3	11.81
20181103-153654	  0	  0	         8	11.80
20181103-153659	  0	  0	         2	11.81
20181103-153704	  0	  0	         0	11.80
20181103-153709	  0	  0	         0	11.79
20181103-153714	  0	  0	         1	11.79
20181103-153719	  0	  0	         1	11.78
20181103-153724	  0	  0	         0	11.79
20181103-153729	  0	  0	        12	11.78
20181103-153734	  0	  0	         0	11.78
20181103-153739	  0	  0	         6	11.78
20181103-153744	  0	  0	         1	11.79
20181103-153749	  0	  0	         2	11.78
20181103-153754	  0	  0	         0	11.79
20181103-153759	  0	  0	         2	11.78
20181103-153804	  0	  0	         9	11.78
20181103-153809	  0	  0	         0	11.78
20181103-153814	  0	  0	         2	11.78
20181103-153819	  0	  0	         7	11.78
20181103-153824	  0	  0	         0	11.78
20181103-153829	  0	  0	         3	11.79
20181103-153834	  0	  0	         0	11.79
20181103-153839	  0	  0	        13	11.79
20181103-153844	  0	  0	         1	15.74
20181103-153849	  7	  0	         1	16.08
20181103-153854	 10	  0	         0	16.08
20181103-153859	  6	  0	         2	16.08
20181103-153904	  6	  0	         0	16.21
20181103-153909	  6	  0	         0	20.20
20181103-153914	  6	  0	        10	20.62
20181103-153919	  6	  0	        13	21.26
20181103-153924	  5	  0	         9	24.39
20181103-153929	  6	  0	         3	24.39
20181103-153934	  5	  0	         0	24.38
20181103-153939	  5	  0	         5	26.34
20181103-153944	  5	  0	         1	29.82
20181103-153949	  5	  0	         3	29.82
20181103-153954	  5	  0	        13	29.82
20181103-153959	  5	  0	         3	29.83
20181103-154004	  5	  0	         1	29.95
20181103-154009	  5	  0	         0	33.90
20181103-154014	  5	  0	         2	35.69
20181103-154019	  5	  0	         1	35.69
20181103-154024	  5	  0	         3	35.69
20181103-154029	  6	  0	        12	35.33
20181103-154034	  0	  0	        10	11.91
20181103-154039	  1	  0	         5	11.75
20181103-154044	  0	  0	         1	11.75
20181103-154049	  0	  0	         1	11.74
20181103-154054	  0	  0	         0	11.75
20181103-154059	  0	  0	         2	11.75
20181103-154104	  0	  0	         0	11.75
20181103-154109	  0	  0	         8	11.75
20181103-154114	  0	  0	         2	11.74
20181103-154119	  0	  0	         5	11.74
20181103-154124	  0	  0	         4	11.75
20181103-154129	  0	  0	         2	11.75
20181103-154134	  0	  0	         0	11.75
20181103-154139	  0	  0	         4	11.74
20181103-154144	  0	  0	         9	11.75
20181103-154149	  0	  0	         3	11.74
20181103-154154	  0	  0	         0	11.75
20181103-154159	  0	  0	         4	11.75
20181103-154204	  0	  0	         0	11.75
20181103-154209	  0	  0	         0	11.75
20181103-154214	  0	  0	         2	11.75
20181103-154219	  0	  0	         9	11.75
20181103-154224	  0	  0	         0	11.74
20181103-154229	  0	  0	        14	11.75
20181103-154234	  0	  0	         0	11.75
20181103-154239	  0	  0	        14	11.75
20181103-154244	  0	  0	         1	11.75
20181103-154249	  0	  0	        10	11.74
20181103-154254	  0	  0	         0	11.74
20181103-154259	  0	  0	        10	11.75
20181103-154304	  0	  0	         0	11.74
20181103-154309	  0	  0	         8	11.75
20181103-154314	  0	  0	         1	11.74
20181103-154319	  0	  0	        17	11.75
20181103-154324	  0	  0	         0	11.75
20181103-154329	  0	  0	        10	16.00
20181103-154334	 14	  0	         0	15.94
20181103-154339	  6	  0	        14	15.90
20181103-154344	  5	  0	        11	16.03
20181103-154349	  5	  0	         1	18.61
20181103-154354	  5	  0	         0	20.58
20181103-154359	  5	  0	         2	20.59
20181103-154404	  5	  0	         6	23.40
20181103-154409	  5	  0	         0	24.48
20181103-154414	  5	  0	         3	24.48
20181103-154419	  5	  0	        12	24.31
20181103-154424	  7	  0	         3	24.15
20181103-154429	  1	  0	         2	24.13
20181103-154434	  0	  0	         3	24.13
20181103-154439	  0	  0	         5	24.13
20181103-154444	  0	  0	         2	24.13
20181103-154449	  0	  0	         4	24.13
20181103-154454	  0	  0	        11	24.13
20181103-154459	  0	  0	         2	24.13
20181103-154504	  0	  0	         1	24.13
20181103-154509	  0	  0	         0	24.13
20181103-154514	  0	  0	         1	24.13
20181103-154519	  0	  0	         1	24.13
20181103-154524	  0	  0	         0	24.13
20181103-154529	  0	  0	        11	24.13
20181103-154534	  0	  0	         2	24.13
20181103-154539	  0	  0	         5	24.13
20181103-154544	  0	  0	         1	24.13
20181103-154549	  0	  0	         1	24.13
20181103-154554	  0	  0	         0	24.13
20181103-154559	  0	  0	         3	11.74
20181103-154604	  1	  0	        10	11.75
20181103-154609	  0	  0	         0	11.75
20181103-154614	  0	  0	         1	11.75
20181103-154619	  0	  0	         1	11.75
20181103-154624	  0	  0	         0	11.75
20181103-154629	  0	  0	         3	11.75
20181103-154634	  0	  0	         1	11.75
20181103-154639	  0	  0	        14	11.75
20181103-154644	  0	  0	         1	11.74
20181103-154649	  0	  0	         1	11.75
20181103-154654	  0	  0	         1	11.76
20181103-154659	  0	  0	         7	11.76
20181103-154704	  0	  0	         0	11.76
20181103-154709	  0	  0	         0	11.76
20181103-154714	  0	  0	        12	11.77
20181103-154719	  0	  0	         3	11.76
20181103-154724	  0	  0	         2	11.76
20181103-154729	  0	  0	         3	11.76
20181103-154734	  0	  0	         0	11.76
20181103-154739	  0	  0	         4	11.76
20181103-154744	  0	  0	         1	11.76
20181103-154749	  0	  0	         9	11.76
20181103-154754	  0	  0	         2	11.76
20181103-154759	  0	  0	         3	11.76
20181103-154804	  0	  0	         0	11.76
20181103-154809	  1	  0	         0	11.76
20181103-154814	  0	  0	         1	11.76
20181103-154819	  0	  0	         1	11.75
20181103-154824	  0	  0	        12	11.76
20181103-154829	  0	  0	         3	11.75
20181103-154834	  0	  0	         0	11.76
20181103-154839	  0	  0	         5	11.76
20181103-154844	  0	  0	         1	11.76
20181103-154849	  0	  0	         1	11.76
20181103-154854	  0	  0	         1	11.76
20181103-154859	  0	  0	        11	11.76
20181103-154904	  0	  0	         0	11.76
20181103-154909	  1	  0	         0	11.86
20181103-154914	  6	  0	         2	11.86
20181103-154919	  0	  0	         0	11.86
20181103-154924	  0	  0	         1	11.86
20181103-154929	  0	  0	         4	11.86
20181103-154934	  0	  0	         9	11.85
20181103-154939	  0	  0	         5	11.85
20181103-154944	  0	  0	         1	11.86
20181103-154949	  0	  0	         1	11.85
20181103-154954	  0	  0	         1	11.87
20181103-154959	  0	  0	         3	11.87
20181103-155004	  0	  0	         0	11.90
20181103-155009	  0	  0	         8	11.90
20181103-155014	  0	  0	         1	11.89
20181103-155019	  0	  0	         1	11.90
20181103-155024	  0	  0	         1	11.92
20181103-155029	  0	  0	         3	11.92
20181103-155034	  0	  0	         0	11.91
20181103-155039	  0	  0	         5	11.91
20181103-155044	  0	  0	         9	11.92
20181103-155049	  0	  0	         2	11.92
20181103-155054	  0	  0	         1	11.92
20181103-155059	  0	  0	         3	11.92
20181103-155104	  0	  0	         0	11.92
20181103-155109	  0	  0	         0	11.91
20181103-155114	  0	  0	         2	11.92
20181103-155119	  0	  0	        12	11.92
20181103-155124	  0	  0	         1	11.92
20181103-155129	  0	  0	         4	11.92
20181103-155134	  0	  0	         0	11.91
20181103-155139	  0	  0	         5	11.91
20181103-155144	  0	  0	         1	11.92
20181103-155149	  0	  0	         2	11.91
20181103-155154	  0	  0	        13	11.92
20181103-155159	  0	  0	         3	11.92
20181103-155204	  0	  0	         0	11.92
20181103-155209	  0	  0	         0	11.92
20181103-155214	  0	  0	         1	11.92
20181103-155219	  0	  0	         1	11.92
20181103-155224	  0	  0	         3	11.92
20181103-155229	  0	  0	        11	11.91
20181103-155234	  0	  0	         0	11.91
20181103-155239	  0	  0	         4	11.92
20181103-155244	  0	  0	         1	11.92
20181103-155249	  0	  0	         1	11.92
20181103-155254	  0	  0	         1	11.92
20181103-155259	  0	  0	         3	11.92
20181103-155304	  0	  0	         8	11.92
20181103-155309	  0	  0	         0	11.92
20181103-155314	  0	  0	         1	11.92
20181103-155319	  0	  0	         0	11.92
20181103-155324	  0	  0	         3	11.92
20181103-155329	  0	  0	         4	11.92
20181103-155334	  0	  0	         0	11.92
20181103-155339	  0	  0	        14	11.92
20181103-155344	  0	  0	         2	11.92
20181103-155349	  0	  0	         0	11.92
20181103-155354	  0	  0	         1	11.92
20181103-155359	  0	  0	         3	11.92
20181103-155404	  0	  0	         0	11.91
20181103-155409	  0	  0	         0	11.92
20181103-155414	  0	  0	        10	11.92
20181103-155419	  0	  0	         0	11.92
20181103-155424	  0	  0	         1	11.92
20181103-155429	  0	  0	         3	11.92
20181103-155434	  0	  0	         0	11.91
20181103-155439	  0	  0	         5	11.92
20181103-155444	  0	  0	         1	11.92
20181103-155449	  0	  0	         8	11.92
20181103-155454	  0	  0	         1	11.92
20181103-155459	  0	  0	         3	11.92
20181103-155504	  0	  0	         0	11.92
20181103-155509	  0	  0	         0	11.92
20181103-155514	  0	  0	         1	11.92
20181103-155519	  0	  0	         0	11.92
20181103-155524	  0	  0	        10	11.92
20181103-155529	  0	  0	         3	11.92
20181103-155534	  0	  0	         0	11.92
20181103-155539	  0	  0	         5	11.93
20181103-155544	  0	  0	         2	11.92
20181103-155549	  0	  0	         0	11.92
20181103-155554	  0	  0	         4	11.92
20181103-155559	  0	  0	         9	11.92
20181103-155604	  0	  0	         2	11.91
20181103-155609	  0	  0	         0	11.92
20181103-155614	  0	  0	         1	11.92
20181103-155619	  0	  0	         0	11.92
20181103-155624	  0	  0	         1	11.92
20181103-155629	  0	  0	         0	11.92
20181103-155634	  0	  0	        13	11.92
20181103-155639	  0	  0	         5	11.92
20181103-155644	  0	  0	         1	11.92
20181103-155649	  0	  0	         0	11.92
20181103-155654	  0	  0	         3	11.92
20181103-155659	  0	  0	         0	11.92
20181103-155704	  0	  0	         2	11.93
20181103-155709	  0	  0	         8	11.92
20181103-155714	  0	  0	         1	11.92
20181103-155719	  0	  0	         0	11.91
20181103-155724	  0	  0	         4	11.92
20181103-155729	  0	  0	         0	11.92
20181103-155734	  0	  0	         3	11.92
20181103-155739	  0	  0	         5	11.92
20181103-155744	  0	  0	        10	11.92
20181103-155749	  0	  0	         0	11.91
20181103-155754	  0	  0	         1	11.92
20181103-155759	  0	  0	         0	11.92
20181103-155804	  0	  0	         2	11.92
20181103-155809	  0	  0	         0	11.92
20181103-155814	  0	  0	         1	11.92
20181103-155819	  0	  0	        10	11.92
20181103-155824	  0	  0	         3	11.92
