TIME	LG1	AP2	MB1	MB2	MB3
20181103-144519	11.57	9.18	56.52	59.15	56.34
20181103-144524	11.57	9.18	56.52	59.15	56.34
20181103-144529	11.56	9.17	56.51	59.15	56.34
20181103-144534	11.55	9.17	56.52	59.16	56.34
20181103-144539	11.57	9.18	56.51	59.15	56.34
20181103-144544	11.57	9.17	56.51	59.15	56.33
20181103-144549	11.57	9.17	56.52	59.15	56.33
20181103-144554	11.57	9.18	56.51	59.14	56.34
20181103-144559	11.56	9.18	56.51	59.14	56.33
20181103-144604	11.57	9.16	56.52	59.14	56.34
20181103-144609	11.58	9.17	56.52	59.14	56.34
20181103-144614	11.57	9.17	56.51	59.14	56.34
20181103-144619	11.57	9.17	56.51	59.14	56.33
20181103-144624	11.57	9.16	56.51	59.14	56.33
20181103-144629	11.57	10.89	56.51	59.14	56.33
20181103-144634	11.57	9.16	56.50	59.14	56.34
20181103-144639	11.57	9.16	56.52	59.17	56.34
20181103-144644	11.57	9.17	56.52	59.18	56.34
20181103-144649	11.56	9.16	56.60	59.74	56.33
20181103-144654	11.56	9.16	56.53	57.92	56.41
20181103-144659	11.57	10.87	56.53	57.92	56.37
20181103-144704	11.56	13.44	56.53	57.92	56.37
20181103-144709	11.57	13.40	56.53	57.92	56.38
20181103-144714	11.57	9.16	56.53	57.92	56.38
20181103-144719	11.57	12.20	56.54	57.93	56.37
20181103-144724	11.57	13.20	56.52	57.92	56.37
20181103-144729	11.57	9.15	56.52	57.92	56.37
20181103-144734	11.56	9.15	56.52	57.92	56.37
20181103-144739	11.56	9.16	56.52	57.92	56.36
20181103-144744	11.56	9.15	56.52	57.92	56.36
20181103-144749	11.57	11.33	56.51	57.93	56.37
20181103-144754	11.57	13.23	56.52	57.92	56.37
20181103-144759	11.57	13.28	56.52	57.92	56.36
20181103-144804	11.56	13.27	56.52	57.92	56.36
20181103-144809	11.57	13.27	56.52	57.92	56.36
20181103-144814	11.57	13.27	56.52	57.92	56.36
20181103-144819	11.57	13.28	56.52	57.92	56.35
20181103-144824	11.57	13.28	56.51	57.92	56.38
20181103-144829	11.56	13.28	56.51	57.91	56.38
20181103-144834	11.57	13.28	56.54	57.92	56.38
20181103-144839	11.57	13.29	56.55	57.92	56.38
20181103-144844	11.57	13.59	56.54	57.93	56.38
20181103-144849	11.57	13.59	57.21	57.93	56.37
20181103-144854	11.57	13.59	56.55	57.92	56.38
20181103-144859	11.57	13.60	56.56	57.92	56.38
20181103-144904	11.57	13.61	56.56	57.92	56.38
20181103-144909	11.57	13.61	56.55	57.92	56.38
20181103-144914	11.57	13.61	56.56	57.92	56.38
20181103-144919	11.57	13.61	56.55	57.92	56.38
20181103-144924	11.57	13.61	56.52	57.91	56.38
20181103-144929	11.57	13.61	56.51	57.91	56.38
20181103-144934	11.56	13.61	56.52	57.92	56.39
20181103-144939	15.75	13.61	56.79	57.93	56.38
20181103-144944	15.68	13.61	57.00	57.92	56.38
20181103-144949	18.37	13.61	57.08	57.92	56.38
20181103-144954	19.82	13.60	57.14	57.93	56.38
20181103-144959	23.96	13.61	57.21	57.92	56.38
20181103-145004	24.91	13.61	57.14	57.92	56.38
20181103-145009	28.65	13.61	57.10	57.92	56.38
20181103-145014	28.65	13.62	57.20	57.92	56.38
20181103-145019	33.26	13.62	57.26	57.92	56.39
20181103-145024	34.13	13.62	57.18	57.92	56.38
20181103-145029	34.13	13.61	57.25	57.93	56.38
20181103-145034	36.16	13.61	57.49	57.92	56.38
20181103-145039	39.87	13.61	57.35	57.93	56.38
20181103-145044	39.87	13.61	57.30	57.93	56.38
20181103-145049	39.87	13.61	57.19	57.93	56.38
20181103-145054	41.10	13.61	57.16	57.92	56.38
20181103-145059	44.51	13.61	57.17	57.92	56.38
20181103-145104	44.51	13.61	57.12	57.92	56.38
20181103-145109	44.51	13.62	57.11	57.93	56.38
20181103-145114	44.51	13.63	57.10	57.93	56.38
20181103-145119	44.25	13.62	57.15	57.92	56.39
20181103-145124	44.24	13.62	57.07	57.93	56.38
20181103-145129	11.55	13.62	56.95	57.92	56.39
20181103-145134	11.55	13.62	56.83	57.92	56.38
20181103-145139	11.56	13.63	56.71	57.92	56.38
20181103-145144	11.55	13.62	56.64	57.92	56.39
20181103-145149	11.56	9.16	56.61	57.92	56.39
20181103-145154	11.55	9.17	56.60	57.92	56.39
20181103-145159	11.55	9.16	56.61	57.92	56.40
20181103-145204	11.56	9.16	56.61	57.92	56.39
20181103-145209	11.56	9.17	56.60	57.92	56.38
20181103-145214	11.56	9.17	56.59	57.93	56.38
20181103-145219	11.56	9.17	56.59	57.93	56.38
20181103-145224	11.61	9.15	56.60	57.92	56.38
20181103-145229	11.62	9.16	56.59	57.92	56.38
20181103-145234	11.62	9.16	56.59	57.92	56.38
20181103-145239	11.61	9.16	56.59	57.92	56.39
20181103-145244	11.61	9.16	56.58	57.92	56.38
20181103-145249	11.61	9.16	56.57	57.92	56.39
20181103-145254	11.62	9.16	56.57	57.92	56.38
20181103-145259	11.62	9.16	56.57	57.92	56.38
20181103-145304	11.62	9.16	56.57	57.93	56.38
20181103-145309	11.62	9.16	56.57	57.92	56.38
20181103-145314	11.62	9.16	56.57	57.92	56.38
20181103-145319	11.62	9.16	56.56	57.92	56.38
20181103-145324	11.62	9.15	56.57	57.92	56.38
20181103-145329	11.61	9.16	56.56	57.92	56.38
20181103-145334	11.61	9.16	56.56	57.92	56.38
20181103-145339	11.61	9.16	56.56	57.93	56.38
20181103-145344	11.62	9.17	56.57	57.92	56.37
20181103-145349	11.62	9.17	56.56	57.92	56.37
20181103-145354	11.62	9.16	56.55	57.93	56.37
20181103-145359	11.61	9.16	56.57	57.93	56.38
20181103-145404	11.61	9.16	56.56	57.93	56.38
20181103-145409	11.61	9.16	56.56	57.93	56.37
20181103-145414	11.62	9.16	56.57	57.93	56.38
20181103-145419	11.62	9.17	56.56	57.92	56.38
20181103-145424	11.62	9.16	56.56	57.93	56.38
20181103-145429	11.62	9.16	56.57	57.92	56.38
20181103-145434	11.62	9.16	56.56	57.92	56.37
20181103-145439	11.62	9.17	56.57	57.92	56.38
20181103-145444	11.61	9.17	56.57	57.92	56.38
20181103-145449	11.62	9.17	56.55	57.92	56.38
20181103-145454	11.62	9.17	56.57	57.93	56.38
20181103-145459	11.62	9.17	56.57	57.92	56.38
20181103-145504	11.61	9.16	56.56	57.92	56.38
20181103-145509	11.62	9.17	56.56	57.93	56.38
20181103-145514	11.61	9.17	56.57	57.93	56.38
20181103-145519	11.62	9.17	56.56	57.92	56.38
20181103-145524	11.61	9.15	56.57	57.92	56.38
20181103-145529	11.61	9.16	56.56	57.92	56.38
20181103-145534	11.61	9.16	56.56	57.92	56.38
20181103-145539	11.61	9.17	56.56	57.92	56.38
20181103-145544	11.61	9.17	56.56	57.92	56.36
20181103-145549	11.61	9.17	56.56	57.92	56.36
20181103-145554	11.62	9.17	56.56	57.92	56.37
20181103-145559	11.61	9.17	56.57	57.90	56.37
20181103-145604	11.62	9.16	56.57	57.90	56.37
20181103-145609	11.62	9.17	56.57	58.56	56.37
20181103-145614	11.61	9.17	56.55	59.00	56.37
20181103-145619	11.61	9.17	56.55	58.92	56.35
20181103-145624	11.61	9.16	56.55	58.88	56.33
20181103-145629	11.61	9.16	56.55	58.85	56.32
20181103-145634	11.61	9.17	56.54	58.83	56.33
20181103-145639	11.62	9.17	56.55	58.83	56.32
20181103-145644	11.61	9.16	56.54	58.82	56.32
20181103-145649	11.61	9.16	56.53	58.82	56.33
20181103-145654	11.61	9.16	56.54	58.83	56.33
20181103-145659	11.61	9.16	56.55	58.83	56.33
20181103-145704	11.62	9.16	56.55	58.83	56.33
20181103-145709	11.62	9.16	56.55	58.83	56.33
20181103-145714	11.61	9.16	56.55	58.82	56.33
20181103-145719	11.62	9.16	56.54	58.82	56.32
20181103-145724	11.62	9.16	56.54	58.83	56.33
20181103-145729	11.62	9.17	56.55	58.83	56.33
20181103-145734	11.62	9.17	56.54	58.83	56.33
20181103-145739	11.62	9.17	56.55	58.83	56.33
20181103-145744	11.62	9.16	56.55	58.83	56.32
20181103-145749	11.62	9.17	56.54	58.83	56.32
20181103-145754	11.62	9.16	56.53	58.82	56.33
20181103-145759	11.62	9.17	56.53	58.83	56.32
20181103-145804	11.62	9.17	56.54	58.82	56.32
20181103-145809	11.62	9.17	56.55	58.82	56.33
20181103-145814	11.62	9.16	56.54	58.82	56.36
20181103-145819	11.62	9.17	56.54	58.83	56.37
20181103-145824	11.62	9.16	56.55	58.82	56.36
20181103-145829	11.62	9.17	56.55	58.82	56.35
20181103-145834	11.61	9.17	56.55	58.84	56.36
20181103-145839	11.61	9.16	56.55	58.83	56.36
20181103-145844	11.61	9.16	56.55	58.83	56.35
20181103-145849	11.62	9.16	56.54	58.83	56.34
20181103-145854	11.62	9.16	56.54	58.83	56.35
20181103-145859	11.62	9.16	56.54	58.84	56.35
20181103-145904	11.62	9.17	56.54	58.84	56.35
20181103-145909	11.62	9.16	56.54	58.83	56.35
20181103-145914	11.62	9.16	56.55	58.82	56.35
20181103-145919	11.61	9.16	56.54	58.82	56.35
20181103-145924	11.62	9.16	56.54	58.83	56.35
20181103-145929	11.61	9.17	56.54	58.83	56.35
20181103-145934	11.61	9.17	56.54	58.83	56.35
20181103-145939	11.62	9.16	56.55	59.46	56.34
20181103-145944	11.62	9.16	56.54	58.84	56.36
20181103-145949	11.62	9.16	56.53	58.84	56.36
20181103-145954	11.62	9.16	56.53	58.83	56.35
20181103-145959	11.61	9.16	56.53	58.84	56.35
20181103-150004	11.61	9.16	56.53	58.83	56.36
20181103-150009	11.61	9.16	56.54	58.83	56.35
20181103-150014	11.61	9.16	56.54	58.82	56.35
20181103-150019	11.60	9.16	56.54	58.82	56.36
20181103-150024	11.61	9.15	56.54	58.83	56.35
20181103-150029	11.61	9.15	56.53	58.83	56.36
20181103-150034	11.61	9.16	56.53	58.83	56.35
20181103-150039	11.61	9.16	56.56	58.83	56.35
20181103-150044	11.62	9.16	56.56	58.83	56.35
20181103-150049	11.62	9.16	56.56	58.84	56.36
20181103-150054	11.62	9.15	56.57	58.83	56.36
20181103-150059	11.61	9.16	56.57	58.84	56.35
20181103-150104	11.61	9.17	56.57	58.84	56.36
20181103-150109	11.62	9.17	56.57	58.84	56.35
20181103-150114	11.62	9.17	56.56	58.83	56.35
20181103-150119	11.61	9.16	56.56	58.84	56.36
20181103-150124	11.62	9.16	56.56	58.83	56.36
20181103-150129	11.62	9.15	56.57	58.83	56.35
20181103-150134	11.61	9.17	56.56	58.84	56.36
20181103-150139	11.61	9.16	56.57	58.84	56.35
20181103-150144	11.62	9.16	56.56	58.83	56.36
20181103-150149	11.61	9.16	56.56	58.84	56.36
20181103-150154	11.61	9.16	56.57	58.84	56.36
20181103-150159	11.61	9.16	56.57	58.84	56.36
20181103-150204	11.62	9.17	56.56	58.84	56.36
20181103-150209	11.62	9.16	56.57	58.84	56.36
20181103-150214	11.62	9.16	56.56	58.83	56.36
20181103-150219	11.62	9.16	56.56	58.82	56.36
20181103-150224	11.62	9.16	56.56	58.83	56.36
20181103-150229	11.61	9.16	56.56	58.83	56.36
20181103-150234	11.61	9.16	56.57	58.83	56.36
20181103-150239	11.61	9.16	56.56	58.84	56.37
20181103-150244	11.61	9.16	56.56	58.84	56.35
20181103-150249	11.62	9.15	56.56	58.84	56.35
20181103-150254	11.61	9.16	56.57	58.83	56.36
20181103-150259	11.61	9.16	56.57	58.83	56.36
20181103-150304	11.61	9.17	56.56	58.83	56.37
20181103-150309	11.61	9.16	56.56	58.84	56.36
20181103-150314	11.61	9.16	56.57	58.83	56.36
20181103-150319	11.61	9.16	56.57	58.83	56.37
20181103-150324	11.61	9.15	56.57	58.83	56.36
20181103-150329	11.62	9.15	56.57	58.83	56.35
20181103-150334	11.62	9.16	56.57	58.84	56.36
20181103-150339	11.62	9.16	56.57	58.84	56.37
20181103-150344	11.61	9.16	56.57	58.84	56.36
20181103-150349	11.62	9.16	56.56	58.84	56.36
20181103-150354	11.62	9.16	56.57	59.51	56.36
20181103-150359	11.62	9.16	56.57	58.83	56.35
20181103-150404	11.62	9.16	56.56	58.84	56.36
20181103-150409	11.62	9.16	56.57	58.84	56.36
20181103-150414	11.62	9.16	56.57	58.83	56.36
20181103-150419	11.62	9.16	56.56	58.83	56.35
20181103-150424	11.62	9.16	56.56	58.83	56.36
20181103-150429	11.61	9.16	56.56	58.83	56.36
20181103-150434	11.61	9.16	56.56	58.84	56.36
20181103-150439	11.64	9.16	56.56	58.84	56.35
20181103-150444	11.64	9.16	56.56	58.83	56.36
20181103-150449	11.64	9.15	56.56	58.83	56.36
20181103-150454	11.64	9.16	56.56	58.83	56.36
20181103-150459	11.64	9.15	56.57	58.84	56.35
20181103-150504	11.64	9.16	56.56	58.83	56.35
20181103-150509	11.64	9.16	56.57	58.83	56.36
20181103-150514	11.64	9.17	56.57	58.82	56.35
20181103-150519	11.64	9.16	56.57	58.83	56.35
20181103-150524	11.64	9.16	56.56	58.84	56.35
20181103-150529	11.64	9.16	56.57	58.84	56.35
20181103-150534	11.63	9.16	56.57	58.84	56.35
20181103-150539	11.63	9.16	56.57	58.84	56.35
20181103-150544	11.64	9.16	56.56	58.84	56.33
20181103-150549	11.63	9.16	56.56	58.84	56.35
20181103-150554	11.64	9.16	56.56	58.83	56.36
20181103-150559	11.64	9.15	56.57	58.84	56.35
20181103-150604	11.64	9.17	56.56	58.84	56.35
20181103-150609	11.64	9.16	56.56	58.84	56.35
20181103-150614	11.64	9.17	56.56	58.83	56.35
20181103-150619	11.65	9.16	56.57	58.84	56.35
20181103-150624	11.64	9.16	56.57	58.84	56.35
20181103-150629	11.64	9.16	56.56	58.84	56.35
20181103-150634	11.64	9.17	56.56	58.84	56.36
20181103-150639	11.64	9.16	56.57	58.84	56.36
20181103-150644	11.64	9.16	56.56	58.84	56.34
20181103-150649	11.64	9.16	56.56	58.84	56.35
20181103-150654	11.63	9.16	56.56	58.83	56.35
20181103-150659	11.64	9.16	56.56	58.84	56.35
20181103-150704	11.64	9.16	56.56	58.83	56.36
20181103-150709	11.64	9.15	56.56	58.84	56.36
20181103-150714	11.64	9.16	56.56	58.82	56.35
20181103-150719	11.65	9.16	56.56	58.83	56.35
20181103-150724	11.64	9.15	56.57	58.84	56.35
20181103-150729	11.64	9.16	56.56	58.84	56.34
20181103-150734	11.63	9.16	56.56	58.84	56.35
20181103-150739	11.64	9.16	56.56	58.83	56.35
20181103-150744	11.63	9.17	56.56	58.84	56.34
20181103-150749	11.64	9.16	56.78	58.84	56.34
20181103-150754	11.64	9.16	56.56	58.84	56.35
20181103-150759	11.64	9.16	56.56	58.84	56.35
20181103-150804	11.64	9.16	56.56	58.83	56.35
20181103-150809	11.65	9.16	56.56	58.84	56.35
20181103-150814	11.65	9.17	56.56	58.82	56.36
20181103-150819	11.64	9.16	56.56	58.84	56.35
20181103-150824	11.64	9.16	56.55	58.84	56.36
20181103-150829	11.64	9.16	56.55	58.84	56.36
20181103-150834	11.64	9.16	56.56	58.83	56.36
20181103-150839	11.64	9.16	56.56	58.84	56.36
20181103-150844	11.64	9.16	56.55	58.84	56.34
20181103-150849	11.65	9.15	56.56	58.84	56.35
20181103-150854	11.64	9.16	56.55	58.84	56.35
20181103-150859	11.64	9.16	56.56	58.84	56.34
20181103-150904	11.64	9.16	56.56	58.83	56.35
20181103-150909	11.64	9.16	56.56	58.84	56.35
20181103-150914	11.65	9.16	56.56	58.83	56.35
20181103-150919	11.64	9.16	56.55	58.84	56.35
20181103-150924	11.64	9.16	56.55	58.84	56.35
20181103-150929	11.64	9.16	56.55	58.84	56.35
20181103-150934	11.63	9.16	56.56	58.84	56.36
20181103-150939	11.63	9.16	56.56	58.85	56.35
20181103-150944	11.64	9.16	56.56	58.84	56.35
20181103-150949	11.64	9.16	56.56	58.85	56.35
20181103-150954	11.64	9.16	56.56	58.84	56.35
20181103-150959	11.64	9.16	56.56	58.84	56.35
20181103-151004	11.65	9.16	56.56	58.84	56.35
20181103-151009	11.64	9.16	56.56	58.84	56.36
20181103-151014	11.65	9.17	56.56	58.83	56.36
20181103-151019	11.64	9.16	56.56	58.84	56.35
20181103-151024	11.64	9.16	56.56	58.84	56.35
20181103-151029	11.64	9.16	56.56	58.84	56.36
20181103-151034	11.64	9.16	56.56	58.84	56.35
20181103-151039	11.64	9.16	56.56	58.84	56.36
20181103-151044	11.64	9.16	56.56	58.84	56.36
20181103-151049	11.65	9.16	56.56	58.84	56.36
20181103-151054	11.64	9.15	56.55	58.83	56.36
20181103-151059	11.64	9.16	56.56	58.84	56.36
20181103-151104	11.64	9.17	56.55	58.84	56.36
20181103-151109	11.64	9.17	56.55	58.84	56.35
20181103-151114	11.64	9.17	56.55	58.83	56.36
20181103-151119	11.64	9.16	56.56	58.84	56.36
20181103-151124	11.65	9.16	56.55	58.84	56.36
20181103-151129	11.65	9.17	56.56	58.85	56.35
20181103-151134	11.63	9.17	56.55	58.84	56.36
20181103-151139	11.64	9.17	56.56	58.84	56.35
20181103-151144	11.64	9.17	56.55	58.84	56.34
20181103-151149	11.65	9.16	56.56	58.85	56.36
20181103-151154	11.64	9.17	56.55	58.85	56.35
20181103-151159	11.64	9.16	56.55	58.85	56.36
20181103-151204	11.65	9.16	56.56	58.85	56.36
20181103-151209	11.64	9.16	56.55	58.85	56.35
20181103-151214	11.64	9.16	56.55	58.85	56.36
20181103-151219	11.64	9.16	56.55	58.85	56.36
20181103-151224	11.64	9.15	56.55	58.85	56.36
20181103-151229	11.64	9.16	56.56	58.85	56.35
20181103-151234	11.64	9.16	56.56	58.97	56.35
20181103-151239	11.64	9.16	56.72	59.11	56.35
20181103-151244	11.65	9.16	56.63	58.95	56.41
20181103-151249	11.64	9.15	56.62	58.93	56.42
20181103-151254	11.64	10.87	56.61	58.92	56.43
20181103-151259	11.64	13.45	56.56	58.90	56.43
20181103-151304	11.64	13.25	56.56	58.88	56.43
20181103-151309	11.64	13.26	56.56	58.89	56.42
20181103-151314	11.64	13.26	56.55	58.88	56.42
20181103-151319	11.64	13.27	56.55	58.89	56.43
20181103-151324	11.64	13.27	56.56	58.89	56.43
20181103-151329	11.64	13.28	56.57	58.89	56.42
20181103-151334	11.64	13.28	56.56	58.89	56.43
20181103-151339	11.64	13.29	56.56	58.90	56.43
20181103-151344	11.65	13.28	56.56	58.90	56.42
20181103-151349	11.64	13.68	56.56	58.90	56.42
20181103-151354	11.64	13.68	56.56	58.90	56.43
20181103-151359	11.64	13.68	56.56	58.90	56.42
20181103-151404	11.64	13.69	56.56	58.90	56.43
20181103-151409	11.64	13.70	56.57	58.90	56.43
20181103-151414	11.64	13.70	56.55	58.90	56.43
20181103-151419	11.64	13.70	56.56	58.89	56.43
20181103-151424	11.64	13.70	56.55	58.89	56.43
20181103-151429	11.64	13.70	56.56	58.96	56.42
20181103-151434	11.64	13.70	56.55	58.89	56.42
20181103-151439	11.64	13.70	56.55	58.90	56.40
20181103-151444	11.63	13.70	56.56	58.90	56.40
20181103-151449	11.64	13.71	56.55	58.89	56.40
20181103-151454	11.64	13.70	56.56	58.88	56.40
20181103-151459	11.64	13.70	56.56	58.90	56.40
20181103-151504	11.65	13.71	56.56	58.90	56.40
20181103-151509	11.64	13.70	56.56	58.90	56.39
20181103-151514	11.65	13.71	56.56	58.89	56.40
20181103-151519	11.64	13.71	56.56	58.90	56.41
20181103-151524	11.65	13.70	56.56	58.89	56.40
20181103-151529	11.64	13.70	56.56	58.90	56.40
20181103-151534	11.64	13.71	56.56	58.88	56.40
20181103-151539	11.64	13.71	56.56	58.90	56.39
20181103-151544	11.65	13.70	56.56	58.90	56.78
20181103-151549	11.64	13.70	56.56	58.90	56.40
20181103-151554	11.65	13.70	56.55	58.90	56.40
20181103-151559	11.63	13.70	56.55	58.89	56.40
20181103-151604	11.64	13.71	56.55	58.90	56.40
20181103-151609	11.65	13.71	56.56	58.89	56.41
20181103-151614	11.64	13.71	56.56	58.89	56.40
20181103-151619	11.63	13.72	56.55	58.89	56.40
20181103-151624	11.57	13.71	56.56	58.89	56.40
20181103-151629	11.57	13.71	56.56	58.89	56.40
20181103-151634	11.57	13.71	56.56	58.89	56.40
20181103-151639	11.57	13.71	56.56	58.89	56.40
20181103-151644	11.57	13.71	56.56	58.90	56.40
20181103-151649	11.56	13.70	56.56	58.89	56.40
20181103-151654	11.57	13.71	56.56	58.90	56.41
20181103-151659	11.57	13.70	56.56	58.89	56.41
20181103-151704	11.56	13.71	56.56	58.89	56.40
20181103-151709	11.57	13.71	56.56	58.89	56.41
20181103-151714	11.75	13.71	56.56	58.89	56.41
20181103-151719	11.70	13.71	56.56	58.90	56.41
20181103-151724	11.70	13.71	56.56	58.90	56.41
20181103-151729	11.69	13.71	56.56	58.90	56.40
20181103-151734	11.69	13.71	56.56	58.89	56.41
20181103-151739	11.60	13.71	56.56	58.89	56.41
20181103-151744	11.60	13.70	56.56	58.89	56.41
20181103-151749	11.60	13.71	56.56	58.95	56.40
20181103-151754	11.59	13.71	56.55	58.89	56.40
20181103-151759	11.60	13.72	56.56	58.89	56.41
20181103-151804	11.60	13.72	56.55	58.89	56.40
20181103-151809	11.60	13.72	56.55	58.89	56.41
20181103-151814	11.60	13.71	56.56	58.89	56.41
20181103-151819	11.60	13.71	56.56	58.89	56.40
20181103-151824	11.60	13.72	56.56	58.89	56.41
20181103-151829	11.60	13.72	56.55	58.89	56.41
20181103-151834	11.60	13.72	56.56	58.89	56.41
20181103-151839	11.60	13.72	56.56	58.90	56.41
20181103-151844	11.60	13.72	56.56	58.89	56.41
20181103-151849	11.60	13.71	56.57	58.89	56.40
20181103-151854	11.60	13.71	56.56	58.89	56.41
20181103-151859	11.60	13.71	56.56	58.89	56.41
20181103-151904	11.60	13.72	56.56	58.90	56.41
20181103-151909	11.60	13.72	56.56	58.89	56.41
20181103-151914	11.60	13.71	56.56	58.90	56.42
20181103-151919	11.60	13.72	56.56	58.89	56.41
20181103-151924	11.60	13.71	56.56	58.88	56.41
20181103-151929	11.59	13.72	56.56	58.89	56.41
20181103-151934	11.60	13.71	56.56	58.89	56.41
20181103-151939	11.59	13.71	56.56	58.89	56.41
20181103-151944	11.60	13.71	56.55	58.90	56.42
20181103-151949	11.60	13.72	56.55	58.90	56.40
20181103-151954	11.60	13.71	56.55	58.89	56.41
20181103-151959	11.60	13.71	56.55	58.89	56.41
20181103-152004	11.60	13.71	56.55	58.89	56.41
20181103-152009	11.60	13.71	56.55	58.89	56.41
20181103-152014	11.60	13.71	56.56	58.89	56.40
20181103-152019	11.60	13.72	56.55	58.89	56.40
20181103-152024	11.61	13.71	56.55	58.90	56.40
20181103-152029	11.60	13.71	56.56	58.89	56.41
20181103-152034	11.60	13.71	56.56	58.89	56.41
20181103-152039	11.60	13.71	56.55	58.88	56.40
20181103-152044	11.60	13.71	56.55	58.89	56.41
20181103-152049	11.60	13.72	56.56	58.90	56.40
20181103-152054	11.61	13.72	56.56	58.88	56.40
20181103-152059	11.60	13.72	56.56	58.89	56.40
20181103-152104	11.61	13.72	56.56	58.90	56.40
20181103-152109	11.60	13.72	56.56	58.90	56.41
20181103-152114	11.62	13.72	56.55	58.89	56.41
20181103-152119	11.62	13.72	56.55	58.89	56.39
20181103-152124	11.62	13.71	56.55	58.90	56.40
20181103-152129	11.60	13.71	56.56	58.89	56.39
20181103-152134	11.59	13.71	56.56	58.89	56.40
20181103-152139	11.59	13.72	56.56	58.90	56.40
20181103-152144	11.59	13.71	56.56	58.89	56.40
20181103-152149	11.60	13.72	56.55	58.90	56.40
20181103-152154	11.60	13.71	56.54	58.90	56.40
20181103-152159	11.60	13.71	56.58	58.90	56.41
20181103-152204	11.60	13.72	56.57	58.90	56.41
20181103-152209	11.60	13.72	56.58	58.89	56.40
20181103-152214	11.60	13.72	56.58	58.89	56.40
20181103-152219	11.59	13.71	56.58	58.89	56.39
20181103-152224	11.59	13.71	56.58	58.90	56.40
20181103-152229	11.59	13.72	56.57	58.90	56.40
20181103-152234	11.60	13.72	56.57	58.90	56.40
20181103-152239	11.59	13.72	56.58	58.89	56.40
20181103-152244	11.59	13.71	56.58	58.90	56.41
20181103-152249	11.59	13.71	56.58	58.89	56.40
20181103-152254	11.59	13.71	56.58	58.90	56.40
20181103-152259	11.60	13.71	56.58	58.90	56.40
20181103-152304	11.59	13.72	56.57	58.90	56.41
20181103-152309	11.59	13.72	56.58	58.90	56.40
20181103-152314	11.59	13.72	56.58	58.89	56.40
20181103-152319	11.60	13.72	56.58	58.88	56.40
20181103-152324	11.60	13.72	56.58	58.90	56.40
20181103-152329	11.59	13.71	56.59	58.98	56.40
20181103-152334	11.59	13.72	56.64	58.98	56.42
20181103-152339	11.60	10.89	56.63	58.97	56.54
20181103-152344	11.59	13.20	56.65	58.92	56.48
20181103-152349	11.59	13.20	56.64	58.90	56.40
20181103-152354	11.60	13.22	56.62	58.91	56.39
20181103-152359	11.59	13.22	56.63	58.91	56.38
20181103-152404	11.60	13.22	56.63	58.91	56.38
20181103-152409	11.60	13.23	56.63	58.91	56.38
20181103-152414	11.59	13.24	56.57	58.87	56.39
20181103-152419	11.59	13.24	56.57	58.86	56.39
20181103-152424	11.71	13.25	56.57	58.86	56.39
20181103-152429	11.71	13.26	56.57	58.87	56.38
20181103-152434	11.71	13.26	56.57	58.86	56.38
20181103-152439	11.71	13.26	56.57	58.87	56.37
20181103-152444	11.71	13.27	56.57	58.87	56.38
20181103-152449	11.71	13.55	56.57	58.87	56.38
20181103-152454	11.71	13.55	56.56	58.87	56.38
20181103-152459	11.72	13.55	56.57	58.87	56.38
20181103-152504	11.71	13.56	56.57	58.87	56.39
20181103-152509	11.71	13.56	56.57	58.88	56.39
20181103-152514	11.71	13.56	56.57	58.87	56.39
20181103-152519	15.85	15.90	56.91	59.61	56.38
20181103-152524	15.84	15.86	56.97	59.79	57.27
20181103-152529	19.76	15.86	56.99	59.85	59.84
20181103-152534	20.25	15.87	56.97	60.20	66.70
20181103-152539	23.94	17.29	56.89	60.74	67.89
20181103-152544	24.01	19.82	56.86	60.60	67.24
20181103-152549	28.49	19.88	56.85	61.01	66.98
20181103-152554	28.68	22.62	58.03	61.24	67.77
20181103-152559	28.68	22.63	57.86	61.32	67.56
20181103-152604	30.09	23.81	57.47	61.26	70.41
20181103-152609	34.21	26.63	57.44	60.99	67.92
20181103-152614	34.21	29.81	57.34	60.99	65.95
20181103-152619	34.22	31.24	58.02	61.05	64.35
20181103-152624	34.22	31.35	57.27	61.30	63.90
20181103-152629	37.39	31.36	57.50	61.39	67.43
20181103-152634	41.47	31.36	57.69	61.52	68.80
20181103-152639	41.47	31.38	57.43	61.00	69.02
20181103-152644	41.47	31.38	57.38	61.06	70.76
20181103-152649	41.47	31.39	57.32	61.39	68.06
20181103-152654	41.48	31.39	57.22	61.45	63.37
20181103-152659	44.66	32.80	57.18	61.58	64.30
20181103-152704	44.75	38.92	57.12	61.34	61.81
20181103-152709	44.74	43.65	57.04	61.59	65.36
20181103-152714	44.75	44.81	56.92	61.66	66.13
20181103-152719	44.75	44.81	56.92	61.53	67.54
20181103-152724	44.75	44.81	57.46	61.56	68.67
20181103-152729	11.80	44.82	57.35	59.60	70.85
20181103-152734	11.80	44.82	57.22	59.49	63.53
20181103-152739	11.80	44.82	57.08	59.39	62.15
20181103-152744	11.81	44.82	56.91	59.27	60.13
20181103-152749	11.80	44.82	56.81	59.18	59.60
20181103-152754	11.78	44.82	56.68	59.12	58.43
20181103-152759	11.78	44.83	56.57	59.06	57.03
20181103-152804	11.78	44.82	56.56	59.06	56.67
20181103-152809	11.78	44.83	56.56	59.05	56.57
20181103-152814	11.81	44.83	56.56	59.05	56.56
20181103-152819	11.81	44.83	56.56	59.02	56.56
