TIME	LG1	AP2	MB1	MB2	MB3
20181103-142549	11.52	9.06	56.43	59.12	56.29
20181103-142554	11.52	9.06	56.44	59.12	56.30
20181103-142559	11.52	9.07	56.43	59.12	56.29
20181103-142604	11.52	9.07	56.42	59.12	56.30
20181103-142609	11.52	9.07	56.43	59.12	56.30
20181103-142614	11.52	9.07	56.43	59.12	56.30
20181103-142619	11.52	9.07	56.43	59.12	56.29
20181103-142624	11.52	9.06	56.42	59.12	56.29
20181103-142629	11.52	9.06	56.42	59.12	56.29
20181103-142634	11.51	9.06	56.43	59.11	56.30
20181103-142639	11.52	9.06	56.43	59.12	56.29
20181103-142644	11.52	9.06	56.42	59.12	56.29
20181103-142649	11.52	9.06	56.42	59.11	56.29
20181103-142654	11.52	9.07	56.42	59.11	56.30
20181103-142659	11.52	9.06	56.42	59.12	56.30
20181103-142704	11.52	9.06	56.42	59.12	56.29
20181103-142709	11.53	9.07	56.42	59.12	56.30
20181103-142714	11.60	9.07	56.42	59.12	56.30
20181103-142719	11.59	9.06	56.42	59.12	56.29
20181103-142724	11.60	9.07	56.42	59.12	56.30
20181103-142729	11.60	9.07	56.42	59.12	56.29
20181103-142734	11.59	9.07	56.43	59.12	56.30
20181103-142739	11.59	9.07	56.43	59.12	56.31
20181103-142744	11.60	9.19	56.42	59.12	56.32
20181103-142749	11.60	9.19	56.43	59.11	56.33
20181103-142754	11.59	9.18	56.44	59.12	56.32
20181103-142759	11.60	9.19	56.43	59.12	56.32
20181103-142804	11.60	9.18	56.43	59.12	56.32
20181103-142809	11.60	10.92	56.43	59.12	56.32
20181103-142814	11.60	13.27	56.42	59.12	56.32
20181103-142819	11.59	13.28	56.42	59.12	56.32
20181103-142824	11.60	13.29	56.42	59.13	56.32
20181103-142829	11.60	13.29	56.44	59.13	56.31
20181103-142834	11.60	13.30	56.45	59.12	56.31
20181103-142839	11.60	13.31	56.46	59.13	56.30
20181103-142844	11.60	13.31	56.46	59.13	56.31
20181103-142849	11.60	13.30	56.45	59.11	56.31
20181103-142854	11.60	13.31	56.45	59.12	56.31
20181103-142859	11.60	13.31	56.47	59.11	56.31
20181103-142904	11.60	13.33	56.47	59.12	56.32
20181103-142909	11.60	13.32	56.47	59.12	56.31
20181103-142914	11.60	13.60	56.48	59.12	56.31
20181103-142919	11.61	13.61	56.47	59.11	56.31
20181103-142924	11.60	13.61	56.48	59.11	56.31
20181103-142929	11.60	13.61	56.48	59.11	56.31
20181103-142934	11.59	13.61	56.48	59.12	56.31
20181103-142939	11.60	13.61	56.48	59.12	56.31
20181103-142944	11.60	13.62	56.48	59.12	56.30
20181103-142949	11.60	13.62	56.49	59.12	56.31
20181103-142954	11.60	13.63	56.49	59.12	56.31
20181103-142959	11.59	13.59	56.48	59.12	56.31
20181103-143004	11.60	13.59	56.49	59.12	56.30
20181103-143009	11.59	13.59	56.49	59.12	56.30
20181103-143014	11.60	13.59	56.49	59.12	56.31
20181103-143019	11.60	13.60	56.48	59.12	56.31
20181103-143024	11.60	13.59	56.47	59.12	56.31
20181103-143029	11.60	13.60	56.48	59.12	56.31
20181103-143034	11.60	13.60	56.49	59.13	56.31
20181103-143039	11.60	13.60	56.48	59.12	56.31
20181103-143044	11.60	13.60	56.47	59.13	56.31
20181103-143049	11.60	13.60	56.48	59.12	56.31
20181103-143054	11.60	13.60	56.47	59.13	56.31
20181103-143059	11.60	13.59	56.47	59.13	56.31
20181103-143104	11.60	13.60	56.47	59.12	56.31
20181103-143109	11.60	13.60	56.47	59.13	56.31
20181103-143114	11.60	13.61	56.47	59.13	56.31
20181103-143119	11.59	13.61	56.47	59.12	56.31
20181103-143124	11.59	13.60	56.47	59.12	56.31
20181103-143129	11.59	13.60	56.47	59.13	56.31
20181103-143134	11.59	13.60	56.46	59.12	56.32
20181103-143139	11.60	13.60	56.48	59.13	56.30
20181103-143144	11.59	13.60	56.46	59.13	56.31
20181103-143149	11.60	13.60	56.47	59.12	56.31
20181103-143154	11.59	13.60	56.48	59.12	56.31
20181103-143159	11.60	13.60	56.47	59.12	56.31
20181103-143204	11.61	13.60	56.47	59.12	56.31
20181103-143209	11.60	13.61	56.47	59.12	56.31
20181103-143214	11.60	13.61	56.47	59.12	56.31
20181103-143219	11.60	13.61	56.47	59.13	56.30
20181103-143224	11.60	13.60	56.47	59.13	56.31
20181103-143229	11.60	13.60	56.47	59.13	56.31
20181103-143234	11.60	13.60	56.50	59.12	56.31
20181103-143239	11.59	13.60	56.50	59.12	56.30
20181103-143244	11.59	13.60	56.50	59.12	56.31
20181103-143249	11.60	13.60	56.50	59.12	56.31
20181103-143254	11.60	13.61	56.50	59.12	56.31
20181103-143259	11.60	13.60	56.51	59.13	56.31
20181103-143304	11.60	13.60	56.50	59.13	56.32
20181103-143309	11.60	13.60	56.50	59.12	56.32
20181103-143314	11.60	13.61	56.50	59.13	56.32
20181103-143319	11.60	13.60	56.50	59.13	56.31
20181103-143324	11.60	13.59	56.50	59.12	56.31
20181103-143329	11.60	13.60	56.49	59.12	56.31
20181103-143334	11.60	13.60	56.50	59.11	56.31
20181103-143339	11.59	13.60	56.50	59.12	56.31
20181103-143344	11.60	13.60	56.50	59.12	56.31
20181103-143349	11.59	13.60	56.50	59.12	56.31
20181103-143354	11.59	13.61	56.51	59.13	56.31
20181103-143359	11.59	13.60	56.50	59.12	56.31
20181103-143404	11.59	13.60	56.50	59.12	56.31
20181103-143409	11.60	13.60	56.51	59.13	56.31
20181103-143414	11.60	13.60	56.51	59.12	56.31
20181103-143419	11.59	13.60	56.50	59.12	56.31
20181103-143424	11.60	13.60	56.50	59.13	56.31
20181103-143429	11.60	13.61	56.50	59.13	56.31
20181103-143434	11.59	13.61	56.50	59.12	56.31
20181103-143439	11.59	13.61	56.49	59.13	56.31
20181103-143444	11.60	13.61	56.49	59.13	56.32
20181103-143449	11.60	13.61	56.49	59.12	56.31
20181103-143454	11.60	13.61	56.50	59.12	56.31
20181103-143459	11.60	13.60	56.50	59.12	56.31
20181103-143504	11.60	13.61	56.50	59.12	56.31
20181103-143509	11.60	13.61	56.50	59.13	56.31
20181103-143514	11.60	13.61	56.50	59.12	56.31
20181103-143519	11.60	13.61	56.50	59.13	56.31
20181103-143524	11.60	13.61	56.51	59.13	56.31
20181103-143529	11.59	13.60	56.50	59.13	56.31
20181103-143534	11.60	13.60	56.50	59.13	56.31
20181103-143539	11.60	13.61	56.51	59.13	56.31
20181103-143544	11.60	13.61	56.49	59.13	56.32
20181103-143549	11.60	13.61	56.50	59.13	56.31
20181103-143554	11.60	13.60	56.50	59.12	56.31
20181103-143559	11.60	13.60	56.50	59.12	56.31
20181103-143604	11.59	13.61	56.49	59.12	56.31
20181103-143609	11.60	13.61	56.50	59.13	56.32
20181103-143614	11.60	13.61	56.50	59.13	56.32
20181103-143619	11.60	13.60	56.50	59.13	56.31
20181103-143624	11.60	13.60	56.50	59.13	56.32
20181103-143629	11.60	13.60	56.50	59.12	56.31
20181103-143634	11.60	13.60	56.50	59.12	56.32
20181103-143639	11.59	13.61	56.51	59.13	56.31
20181103-143644	11.60	13.61	56.76	59.13	56.32
20181103-143649	11.60	13.61	56.49	59.12	56.31
20181103-143654	11.60	13.61	56.51	59.13	56.32
20181103-143659	11.60	13.60	56.50	59.12	56.31
20181103-143704	11.60	13.61	56.50	59.12	56.31
20181103-143709	11.60	13.61	56.50	59.12	56.32
20181103-143714	11.60	13.61	56.50	59.12	56.32
20181103-143719	11.60	13.61	56.50	59.13	56.32
20181103-143724	11.59	13.60	56.50	59.12	56.32
20181103-143729	11.59	13.60	56.50	59.12	56.31
20181103-143734	11.59	13.60	56.50	59.12	56.32
20181103-143739	11.60	13.60	56.50	59.12	56.31
20181103-143744	11.60	13.61	56.50	59.12	56.32
20181103-143749	11.60	13.60	56.49	59.11	56.31
20181103-143754	11.59	13.61	56.50	59.13	56.32
20181103-143759	11.59	13.60	56.50	59.13	56.31
20181103-143804	11.61	13.61	56.49	59.13	56.32
20181103-143809	11.61	13.61	56.50	59.12	56.31
20181103-143814	11.61	13.61	56.50	59.12	56.31
20181103-143819	11.61	13.61	56.50	59.12	56.31
20181103-143824	11.61	13.60	56.50	59.12	56.32
20181103-143829	11.60	13.61	56.50	59.13	56.31
20181103-143834	11.61	13.61	56.50	59.12	56.32
20181103-143839	11.61	13.61	56.50	59.13	56.31
20181103-143844	15.75	15.90	56.52	59.91	56.32
20181103-143849	15.72	15.86	56.54	60.16	56.32
20181103-143854	18.21	15.86	56.54	60.15	56.32
20181103-143859	19.80	15.87	56.54	60.29	56.31
20181103-143904	23.94	15.92	56.54	60.32	56.32
20181103-143909	24.77	16.10	56.55	60.42	56.32
20181103-143914	28.43	18.02	56.55	60.40	56.31
20181103-143919	28.43	23.63	56.55	60.28	56.31
20181103-143924	33.34	25.78	56.57	60.12	56.32
20181103-143929	33.70	25.77	56.56	60.34	56.31
20181103-143934	33.71	28.02	56.56	60.27	56.32
20181103-143939	36.68	33.62	56.55	60.28	56.31
20181103-143944	40.17	39.13	56.57	60.07	56.31
20181103-143949	40.16	44.64	56.55	60.26	56.31
20181103-143954	40.11	44.78	56.56	60.23	56.32
20181103-143959	41.52	44.78	56.55	60.22	56.32
20181103-144004	44.49	44.79	56.55	60.19	56.32
20181103-144009	44.49	44.78	56.56	60.39	56.32
20181103-144014	44.49	44.78	56.55	60.27	56.33
20181103-144019	44.49	44.78	56.55	60.13	56.32
20181103-144024	44.27	44.78	56.55	59.81	56.32
20181103-144029	44.26	44.78	56.54	59.71	56.31
20181103-144034	11.55	44.79	56.53	59.60	56.32
20181103-144039	11.55	44.80	56.54	59.52	56.71
20181103-144044	11.56	44.79	56.53	59.44	56.31
20181103-144049	11.56	44.78	56.53	59.34	56.32
20181103-144054	11.56	44.78	56.53	59.25	56.32
20181103-144059	11.56	44.79	56.53	59.18	56.31
20181103-144104	11.56	44.79	56.53	59.18	56.31
20181103-144109	11.56	44.79	56.53	59.17	56.32
20181103-144114	11.56	44.79	56.53	59.17	56.32
20181103-144119	11.56	44.79	56.52	59.17	56.31
20181103-144124	11.55	44.79	56.53	59.17	56.32
20181103-144129	11.55	44.79	56.53	59.17	56.32
20181103-144134	11.55	44.79	56.53	59.17	56.32
20181103-144139	11.56	44.79	56.53	59.17	56.35
20181103-144144	11.56	44.79	56.53	59.17	56.35
20181103-144149	11.56	44.79	56.52	59.18	56.34
20181103-144154	11.55	44.79	56.52	59.15	56.34
20181103-144159	11.55	44.79	56.52	59.15	56.34
20181103-144204	11.55	44.79	56.52	59.16	56.34
20181103-144209	11.55	44.80	56.53	59.16	56.33
20181103-144214	11.55	44.79	56.53	59.16	56.33
20181103-144219	11.56	44.78	56.52	59.16	56.34
20181103-144224	11.55	44.79	56.52	59.17	56.34
20181103-144229	11.55	44.79	56.53	59.16	56.34
20181103-144234	11.54	44.79	56.53	59.16	56.33
20181103-144239	11.55	44.79	56.53	59.16	56.34
20181103-144244	11.55	44.79	56.53	59.15	56.33
20181103-144249	11.55	44.79	56.51	59.15	56.34
20181103-144254	11.55	44.79	56.52	59.15	56.34
20181103-144259	11.55	44.79	56.52	59.16	56.35
20181103-144304	11.55	44.80	56.52	59.16	56.35
20181103-144309	11.55	44.79	56.53	59.16	56.34
20181103-144314	11.55	44.79	56.52	59.16	56.34
20181103-144319	11.55	44.80	56.53	59.16	56.34
20181103-144324	11.55	44.79	56.53	59.16	56.34
20181103-144329	11.55	44.79	56.52	59.15	56.34
20181103-144334	11.55	44.80	56.53	59.15	56.34
20181103-144339	11.55	44.79	56.53	59.16	56.34
20181103-144344	11.56	44.79	56.53	59.15	56.33
20181103-144349	11.55	44.79	56.52	59.16	56.33
20181103-144354	11.55	44.79	56.53	59.15	56.34
20181103-144359	11.55	9.17	56.52	59.16	56.34
20181103-144404	11.54	9.16	56.52	59.16	56.34
20181103-144409	11.55	9.16	56.52	59.15	56.33
20181103-144414	11.55	9.15	56.51	59.16	56.34
20181103-144419	11.55	9.17	56.52	59.16	56.34
20181103-144424	11.56	9.17	56.52	59.15	56.35
20181103-144429	11.56	9.17	56.52	59.15	56.35
20181103-144434	11.56	9.16	56.51	59.15	56.34
20181103-144439	11.56	9.17	56.51	59.16	56.35
20181103-144444	11.56	9.17	56.52	59.16	56.33
20181103-144449	11.56	9.17	56.51	59.16	56.34
20181103-144454	11.56	9.17	56.51	59.15	56.34
20181103-144459	11.56	9.17	56.51	59.16	56.34
20181103-144504	11.57	9.17	56.51	59.15	56.34
20181103-144509	11.57	9.17	56.51	59.16	56.34
20181103-144514	11.57	9.17	56.51	59.16	56.34
