TIME	LG1	AP2	MB1	MB2	MB3
20181103-145454	         0	         0	         5	         5	         7
20181103-145459	         8	         0	         5	        16	         7
20181103-145504	         2	         0	         5	         8	         6
20181103-145509	         8	         0	        18	        13	         7
20181103-145514	        10	         1	        11	        11	        17
20181103-145519	         9	         0	        14	        14	        20
20181103-145524	         0	         0	         5	         5	         7
20181103-145529	         9	         0	         5	        14	         4
20181103-145534	         2	         0	         5	         5	        10
20181103-145539	         8	         5	         8	         9	         6
20181103-145544	         3	         2	        11	        10	        13
20181103-145549	         8	         0	        17	        10	         7
20181103-145554	         0	         0	         5	         5	         7
20181103-145559	         8	         0	         5	        22	         7
20181103-145604	         4	         0	         5	        43	         5
20181103-145609	         8	         0	        15	        14	         9
20181103-145614	        13	         1	        12	        18	        10
20181103-145619	         8	         0	        17	        79	        21
20181103-145624	         0	         0	         5	         5	        13
20181103-145629	         8	         0	         5	        69	         4
20181103-145634	         2	         0	         5	         5	         8
20181103-145639	         8	         5	         9	         7	        12
20181103-145644	         3	         3	        10	        14	        18
20181103-145649	         8	         0	        20	       913	         7
20181103-145654	         0	         0	         5	         5	        10
20181103-145659	         8	         0	         7	        26	         7
20181103-145704	         4	         0	         5	         5	         5
20181103-145709	         9	         0	        17	        17	         9
20181103-145714	        12	         1	         5	         9	        20
20181103-145719	         8	         0	        21	        13	        28
20181103-145724	         0	         0	         5	         8	         8
20181103-145729	         8	         0	         5	        47	         7
20181103-145734	         4	         0	         7	         5	         5
20181103-145739	         8	         4	        11	        11	         6
20181103-145744	         2	         1	         6	         6	        13
20181103-145749	         8	         0	        11	        10	         7
20181103-145754	         0	         0	         5	         7	        10
20181103-145759	         8	         0	         5	        17	         6
20181103-145804	         2	         0	         8	         5	         5
20181103-145809	         8	         0	        16	        16	         7
20181103-145814	         7	         2	        10	        10	        10
20181103-145819	         8	         0	         9	        10	        22
20181103-145824	         0	         0	         5	         9	         8
20181103-145829	         8	         0	         5	        21	         9
20181103-145834	         2	         0	         5	         5	         5
20181103-145839	         8	         8	        12	         9	         7
20181103-145844	         3	         1	         6	         5	        10
20181103-145849	         8	         0	         9	         9	         7
20181103-145854	         0	         0	         5	         9	        11
20181103-145859	         8	         0	         5	        17	         5
20181103-145904	         2	         0	         8	         7	         6
20181103-145909	         8	         0	        14	        15	         7
20181103-145914	         9	         3	        12	        11	        16
20181103-145919	         9	         0	        14	        11	        22
20181103-145924	         0	         0	         5	         8	         7
20181103-145929	        10	         0	         5	        13	         8
20181103-145934	         4	         0	         5	         5	         5
20181103-145939	         8	         8	        12	         7	         9
20181103-145944	         2	         1	        11	        14	        13
20181103-145949	         8	         0	         9	        16	        13
20181103-145954	         0	         0	         5	         5	        12
20181103-145959	         8	         0	         7	        15	         5
20181103-150004	         2	         0	         5	         5	         5
20181103-150009	         9	         1	        15	        14	         7
20181103-150014	        13	         7	        18	        22	        21
20181103-150019	         9	         0	        15	        10	        33
20181103-150024	         0	         0	        10	         5	         7
20181103-150029	         8	         0	         7	        18	         5
20181103-150034	         2	         0	         5	         5	         5
20181103-150039	        10	         6	        11	        13	         6
20181103-150044	        11	         7	         9	        20	        13
20181103-150049	        13	         0	         8	         7	        18
20181103-150054	         2	         0	        11	         8	         8
20181103-150059	        11	         0	         5	        16	         5
20181103-150104	         2	         0	         5	         5	         5
20181103-150109	        10	         3	        13	        16	         6
20181103-150114	        13	         4	        17	        11	        19
20181103-150119	        11	         0	         9	         5	        23
20181103-150124	         2	         0	        12	        15	         8
20181103-150129	        10	         0	         6	         8	         5
20181103-150134	         2	         0	         5	         5	         5
20181103-150139	         9	         5	         5	        10	         6
20181103-150144	         3	         1	         8	         7	        10
20181103-150149	         9	         0	         7	         5	        11
20181103-150154	         0	         0	         9	        12	         7
20181103-150159	         8	         0	         5	        13	         7
20181103-150204	         0	         0	         7	         7	         5
20181103-150209	        10	         0	        13	        14	         6
20181103-150214	        12	         3	        14	         9	         8
20181103-150219	         8	         0	         9	         5	        23
20181103-150224	         0	         0	        11	        11	         7
20181103-150229	         8	         0	         5	        18	         5
20181103-150234	         0	         0	         5	         7	         7
20181103-150239	        10	         5	         7	         7	        10
20181103-150244	         4	         1	         8	         7	        19
20181103-150249	         9	         0	         9	         5	         7
20181103-150254	         0	         0	        13	         8	         8
20181103-150259	         8	         0	         5	        17	         5
20181103-150304	         0	         0	         5	         8	         5
20181103-150309	        10	         1	        11	        14	        13
20181103-150314	         9	         1	        16	         5	        17
20181103-150319	         8	         0	        11	         8	        21
20181103-150324	         0	         0	        11	        13	         7
20181103-150329	         8	         0	         5	         8	         5
20181103-150334	         0	         0	         5	         9	         5
20181103-150339	        10	         9	         5	        10	         6
20181103-150344	         5	         2	        11	         6	        10
20181103-150349	         8	         0	         9	         5	         8
20181103-150354	         0	         0	        15	         9	         7
20181103-150359	         9	         0	         5	        12	         9
20181103-150404	         0	         0	         5	         5	         8
20181103-150409	        10	         0	        13	        16	        12
20181103-150414	         7	         1	        14	        12	        20
20181103-150419	         8	         0	        14	         5	        24
20181103-150424	         0	         0	        13	        14	        12
20181103-150429	         8	         0	         5	        21	         8
20181103-150434	         0	         0	         5	         5	         8
20181103-150439	        10	         5	         5	         7	        11
20181103-150444	         4	         3	        12	         9	        16
20181103-150449	         8	         0	         7	        12	         8
20181103-150454	         0	         0	        11	        10	        13
20181103-150459	         8	         0	         5	        20	         8
20181103-150504	         0	         0	         5	         5	         8
20181103-150509	        12	         3	        11	        13	        10
20181103-150514	         7	         1	        14	        11	        13
20181103-150519	         8	         0	        12	         9	        18
20181103-150524	         0	         0	        10	        11	        12
20181103-150529	         8	         0	         6	        16	        11
20181103-150534	         0	         0	         5	         5	         8
20181103-150539	        12	         5	         5	         9	         9
20181103-150544	         5	         2	        12	        14	        15
20181103-150549	         8	         0	         7	         5	         5
20181103-150554	         0	         0	        15	        11	         8
20181103-150559	         8	         0	         5	        22	         5
20181103-150604	         0	         0	         7	         5	         9
20181103-150609	        11	         0	        13	        13	         5
20181103-150614	         7	         1	        18	        12	        21
20181103-150619	         8	         0	         9	         5	        17
20181103-150624	         0	         0	         6	         9	         9
20181103-150629	         8	         0	         5	        13	         4
20181103-150634	         0	         0	         5	         5	         9
20181103-150639	        11	         5	         7	         7	         6
20181103-150644	         7	         3	        10	        10	        16
20181103-150649	         8	         0	         7	         5	         5
20181103-150654	         0	         0	        13	         8	         8
20181103-150659	         8	         0	         5	        15	         5
20181103-150704	         0	         0	         5	         8	         7
20181103-150709	        10	         0	        13	        17	         5
20181103-150714	        11	         1	        19	         9	        15
20181103-150719	         8	         0	         9	         5	        15
20181103-150724	         0	         0	        10	        70	         9
20181103-150729	         8	         0	         5	        10	         5
20181103-150734	         0	         0	         5	         5	         7
20181103-150739	        10	         5	         5	        12	         5
20181103-150744	        11	         1	        14	         6	        15
20181103-150749	         8	         0	         7	         5	         7
20181103-150754	         0	         0	        15	         9	         8
20181103-150759	         8	         0	         5	         8	         7
20181103-150804	         0	         0	         5	         5	         5
20181103-150809	        10	         0	        11	        16	         5
20181103-150814	         7	         2	        16	        13	        20
20181103-150819	         8	         0	        12	         5	        15
20181103-150824	         0	         0	         6	         9	        12
20181103-150829	         9	         0	         5	        13	         5
20181103-150834	         0	         0	         5	         8	         6
20181103-150839	        10	         5	         5	         7	         5
20181103-150844	         7	         1	         9	         9	        16
20181103-150849	         8	         0	         9	         5	         5
20181103-150854	         0	         0	        13	         9	         8
20181103-150859	        10	         0	         5	        10	         9
20181103-150904	         0	         0	         5	         5	         5
20181103-150909	        13	         3	        15	        13	         5
20181103-150914	         9	         3	        13	         9	        13
20181103-150919	         9	         0	        11	         8	        15
20181103-150924	         0	         0	         5	        11	         9
20181103-150929	         8	         0	         7	        17	         8
20181103-150934	         0	         0	         5	         5	         6
20181103-150939	        10	         5	         7	         9	         5
20181103-150944	         7	         1	         8	         9	        16
20181103-150949	         8	         0	        10	        12	         5
20181103-150954	         0	         0	         6	        16	         8
20181103-150959	         9	         0	         5	        18	         8
20181103-151004	         0	         0	         7	         5	         5
20181103-151009	        10	         0	        12	        14	         6
20181103-151014	         7	         1	        14	        19	        23
20181103-151019	         9	         0	        23	         5	        18
20181103-151024	         0	         0	        10	        10	         9
20181103-151029	         9	         0	         5	        13	         8
20181103-151034	         0	         0	         5	         5	         5
20181103-151039	        10	         5	        10	         7	         5
20181103-151044	         8	         2	         6	        10	        19
20181103-151049	         9	         0	         9	         5	         5
20181103-151054	         0	         0	         8	        11	        14
20181103-151059	         8	         0	         5	        20	         5
20181103-151104	         0	         0	         7	         7	         5
20181103-151109	        12	         0	        13	        14	         5
20181103-151114	        12	         1	        14	        11	        14
20181103-151119	        11	         0	        12	       514	        17
20181103-151124	         2	         0	         5	        27	        10
20181103-151129	        10	         0	         5	      1060	         7
20181103-151134	         2	         0	         5	        29	         5
20181103-151139	        10	         5	         8	        11	         5
20181103-151144	        10	         3	         9	       612	        22
20181103-151149	        11	         0	        10	         5	         8
20181103-151154	         2	         0	         6	        63	        10
20181103-151159	        10	         0	         5	        25	         5
20181103-151204	         2	         0	         8	         5	         5
20181103-151209	        10	         0	        11	        15	         5
20181103-151214	        10	         1	        14	        27	        21
20181103-151219	         8	         0	        15	         5	        16
20181103-151224	         0	         0	        10	        14	        14
20181103-151229	         8	         0	         5	        16	         4
20181103-151234	         0	         0	         7	         8	         5
20181103-151239	        10	         6	         5	         8	         5
20181103-151244	         9	         2	         6	         9	        20
20181103-151249	         8	         0	        13	        10	         5
20181103-151254	         0	         0	        11	        10	        12
20181103-151259	         9	         0	         5	        17	         6
20181103-151304	         0	     10365	         6	         8	         5
20181103-151309	        10	         3	        13	        14	       325
20181103-151314	         8	         3	        12	        14	        17
20181103-151319	         8	         0	        11	         6	        15
20181103-151324	         0	         0	         5	        14	        12
20181103-151329	         8	     12732	         8	         6	         5
20181103-151334	         0	         1	         6	         8	         6
20181103-151339	        11	         8	         5	         9	         5
20181103-151344	         8	         1	         6	        10	        15
20181103-151349	         8	         0	         9	         5	         8
20181103-151354	         0	         0	         6	        10	         8
20181103-151359	         8	         2	         8	        20	         5
20181103-151404	         0	         0	         6	         8	         5
20181103-151409	        12	         5	        11	        14	         7
20181103-151414	         6	     12260	        13	        13	        23
20181103-151419	         8	         0	        11	         5	        17
20181103-151424	         0	         0	        10	        11	         9
20181103-151429	         8	         3	         5	         6	         4
20181103-151434	         0	     11766	         7	         9	         5
20181103-151439	        10	     12011	         7	         7	        10
20181103-151444	         7	         1	         6	         9	        16
20181103-151449	         9	         0	         9	        12	         8
20181103-151454	         0	     13438	         8	         8	         8
20181103-151459	         8	         2	         7	        12	         5
20181103-151504	         0	     12795	         5	         8	         5
20181103-151509	        10	         1	        13	        17	         5
20181103-151514	         8	         2	        14	        10	        23
20181103-151519	        10	         0	        11	         5	        14
20181103-151524	         0	         0	         5	        13	        16
20181103-151529	         8	         2	         7	         5	         5
20181103-151534	         0	         0	         5	         8	         5
20181103-151539	        10	         5	         5	         9	         5
20181103-151544	        10	         3	         9	        12	        14
20181103-151549	        10	         0	         9	         5	         8
20181103-151554	         0	         0	         6	        10	         9
20181103-151559	         8	         2	         7	         5	         5
20181103-151604	         0	         0	        12	        12	         5
20181103-151609	        10	         0	        11	        17	         5
20181103-151614	         8	         1	        10	        12	        17
20181103-151619	        14	         0	        10	         7	        23
20181103-151624	         3	     12981	        12	        11	        10
20181103-151629	        14	         2	         7	         5	         7
20181103-151634	         2	         0	         5	        12	         5
20181103-151639	        10	         5	         7	        10	         5
20181103-151644	         7	         1	         6	         7	         5
20181103-151649	        12	         0	        13	         5	        11
20181103-151654	         3	     12467	        13	        10	        10
20181103-151659	        10	         2	         6	         5	         5
20181103-151704	         2	         0	         5	        10	         7
20181103-151709	        10	     11563	        15	        16	         5
20181103-151714	        13	         2	         7	        10	         7
20181103-151719	        23	         0	         9	         5	        31
20181103-151724	         3	         0	        19	        13	         9
20181103-151729	        14	         2	         5	         8	         5
20181103-151734	         2	         0	         5	        10	         5
20181103-151739	        11	         5	         7	        11	         8
20181103-151744	        13	         3	         6	         6	         6
20181103-151749	        13	     13341	        18	         5	        10
20181103-151754	         3	     13473	        11	        10	         8
20181103-151759	        10	         2	         6	         5	         5
20181103-151804	         2	         0	         5	        13	         5
20181103-151809	        10	         0	        12	        14	         5
20181103-151814	        10	         1	         8	        11	        10
20181103-151819	        15	         0	         9	         5	        36
20181103-151824	         3	         0	        23	        11	        11
20181103-151829	        12	         2	         6	         5	         5
20181103-151834	         2	         0	         5	        16	         5
20181103-151839	        10	         5	         7	         9	         5
20181103-151844	         8	     12427	         6	         7	         9
20181103-151849	        14	         0	        14	         5	        18
20181103-151854	         3	         0	        14	         8	         8
20181103-151859	        10	         2	         6	         5	         5
20181103-151904	         2	     12702	         5	        14	         5
20181103-151909	        10	         0	        13	        14	         5
20181103-151914	         8	         2	         7	        11	         8
20181103-151919	        14	         0	         8	         5	        23
20181103-151924	         3	         0	        12	        13	        13
20181103-151929	        11	         2	         5	         5	         4
20181103-151934	         2	         0	         6	        11	         5
20181103-151939	        10	         4	         5	         7	         5
20181103-151944	         8	         3	        15	        10	         8
20181103-151949	        12	     12574	         9	        12	        12
20181103-151954	         3	         0	        19	        10	         9
20181103-151959	        10	         3	         6	         8	         7
20181103-152004	         2	         0	         5	        21	         5
20181103-152009	        10	         0	        13	        14	         7
20181103-152014	         9	         1	         9	        14	         5
20181103-152019	        14	     12546	         8	         8	        32
20181103-152024	         3	         0	        16	        11	        11
20181103-152029	        10	         2	         5	         5	         5
20181103-152034	         4	     12207	         6	        10	         7
20181103-152039	        10	         5	         5	         7	         7
20181103-152044	        10	         2	        14	        10	         5
20181103-152049	        11	         0	         8	         5	        15
20181103-152054	         3	     13436	        21	        11	        13
20181103-152059	        10	         2	         5	         6	         5
20181103-152104	         2	         0	         6	        18	         5
20181103-152109	        10	         0	        11	        14	         9
20181103-152114	         9	         1	         9	        10	         5
20181103-152119	        11	     13093	         8	         5	        22
20181103-152124	         0	         0	        13	        13	        11
20181103-152129	         8	         2	         5	         9	         4
20181103-152134	         0	     13345	         6	        14	         5
20181103-152139	        10	         5	         5	         7	         9
20181103-152144	         5	         2	        15	         6	         5
20181103-152149	        11	         0	         6	         5	        18
20181103-152154	         0	         0	        14	        10	        12
20181103-152159	         8	         2	         5	         9	         4
20181103-152204	         0	         0	         6	        22	         9
20181103-152209	         9	         0	        13	        14	         5
20181103-152214	         9	     11318	        10	        11	         5
20181103-152219	        18	         0	         8	         5	        33
20181103-152224	         0	     12255	        20	        15	        11
20181103-152229	         8	         2	         5	         5	         8
20181103-152234	         0	         0	         6	        18	         5
20181103-152239	         8	     12343	         5	         9	         8
20181103-152244	         8	     12933	        15	         7	         5
20181103-152249	        12	     13127	         7	         7	        18
20181103-152254	         0	         0	         8	        11	         9
20181103-152259	         8	         2	         5	         5	         9
20181103-152304	         0	         0	         6	        14	         7
20181103-152309	         8	         0	        11	        13	         5
20181103-152314	         7	         4	        12	        11	         5
20181103-152319	         9	         0	         7	         5	        23
20181103-152324	         4	         0	        15	        15	        12
20181103-152329	         8	         2	         5	         5	        10
20181103-152334	         0	         0	         6	        13	         7
20181103-152339	         8	         5	         5	         7	        12
20181103-152344	         1	         2	        17	         6	       322
20181103-152349	        17	         0	        10	        10	        16
20181103-152354	         3	         0	        15	        10	        12
20181103-152359	         8	         0	         6	         5	        10
20181103-152404	         0	     13321	         6	        19	         6
20181103-152409	         8	         0	        11	        13	         7
20181103-152414	         6	     13424	        11	         5	         5
20181103-152419	        11	         0	        12	        15	        31
20181103-152424	         3	     13088	        20	        10	         9
20181103-152429	        14	         0	         6	         7	         8
20181103-152434	        14	     13546	         6	        17	         8
20181103-152439	         0	     12219	         6	         7	         5
20181103-152444	        10	         6	        13	        11	         5
20181103-152449	        11	         0	         8	        13	        15
20181103-152454	        11	         0	        15	        11	         9
20181103-152459	         0	         0	         6	         5	        11
20181103-152504	         8	     14545	         5	        18	         5
20181103-152509	         0	         3	        13	        13	         6
20181103-152514	        13	     14186	         9	         8	         5
20181103-152519	        50	         0	         6	        15	        20
20181103-152524	        12	         0	        21	        11	        11
20181103-152529	        18	         0	         5	         5	         8
20181103-152534	        15	         0	         5	        12	         7
20181103-152539	         6	         4	         7	         9	         5
20181103-152544	        10	         5	         7	         7	         7
20181103-152549	        30	         0	        14	         7	        10
20181103-152554	        11	     25231	        11	        10	         8
20181103-152559	         0	         0	         6	         6	        10
20181103-152604	         0	         0	         6	        17	         5
20181103-152609	         6	     21991	        14	        13	         5
20181103-152614	         6	         4	         8	         9	         5
20181103-152619	        41	         0	         6	        10	        32
20181103-152624	        10	         0	        26	        10	        12
20181103-152629	         2	     21486	         5	         5	        11
20181103-152634	         0	         0	         8	         9	         5
20181103-152639	         6	         5	         6	         7	        10
20181103-152644	         2	         4	         7	        11	         5
20181103-152649	        17	         0	         6	         7	        19
20181103-152654	         3	         0	         8	         8	         8
20181103-152659	         9	         0	         5	         5	        10
20181103-152704	         0	         0	         8	        17	         5
20181103-152709	         6	         2	        11	        16	         8
20181103-152714	         6	         5	        12	         5	         5
20181103-152719	         8	         0	         8	        11	        27
20181103-152724	         0	     22120	        11	        13	        14
20181103-152729	         0	         0	         5	         5	        10
20181103-152734	         9	         0	         7	         8	         4
20181103-152739	         2	         5	         5	         9	         5
20181103-152744	         1	      9859	         7	         6	         5
20181103-152749	         9	         1	         8	         5	        16
20181103-152754	         1	         0	        10	        12	        12
20181103-152759	         0	         0	         7	         5	        10
20181103-152804	         2	         0	         5	        13	         5
20181103-152809	        14	     11101	        11	        15	         5
20181103-152814	         6	     12579	        14	        10	         5
20181103-152819	         2	         0	         6	         5	        29
20181103-152824	         4	         0	        18	        10	        15
20181103-152829	         0	         0	         5	         7	        10
20181103-152834	         0	         0	         7	        11	         6
20181103-152839	         3	         6	         5	        10	         5
20181103-152844	         9	         4	         7	         9	         5
20181103-152849	        12	     12176	         6	         8	        13
20181103-152854	         0	         0	        13	        12	        10
20181103-152859	         0	         0	         6	         5	         9
20181103-152904	         0	         0	         5	        22	         5
20181103-152909	         2	         4	        11	        18	         7
20181103-152914	         6	         3	        12	         9	         5
20181103-152919	        11	         0	         6	        35	        22
20181103-152924	         0	         1	        12	        16	        13
20181103-152929	         0	         0	         8	         5	       332
20181103-152934	         0	         0	         5	        19	         6
20181103-152939	         2	         6	         5	         8	        10
20181103-152944	         1	         3	         8	         8	         7
20181103-152949	         8	         7	         6	        12	        14
20181103-152954	         8	         0	         9	        12	         8
20181103-152959	         0	         0	         8	         5	        10
20181103-153004	         0	         0	         6	        14	         5
20181103-153009	         4	         6	        11	        16	         8
20181103-153014	         5	         5	        14	         9	         5
20181103-153019	         1	         3	         6	         9	        35
20181103-153024	        12	         3	        20	        13	        14
20181103-153029	         8	         0	         8	         5	         8
20181103-153034	         0	         0	         5	        14	         5
20181103-153039	         2	         4	         6	         8	         5
20181103-153044	         1	         3	         7	        10	         5
20181103-153049	         6	         3	         6	         9	        14
20181103-153054	         5	         2	        23	         8	        13
20181103-153059	         0	         0	         5	         5	         8
20181103-153104	         9	         0	         5	        20	         5
20181103-153109	         0	         0	        13	        13	         5
20181103-153114	        10	         1	        15	        11	         5
20181103-153119	         3	         3	         6	        10	        25
20181103-153124	         3	         1	        10	        13	        10
20181103-153129	         0	         0	         8	         5	        10
20181103-153134	         0	         0	         5	        18	         4
20181103-153139	         8	         7	         5	         7	         5
20181103-153144	         5	      7988	         9	         6	         5
20181103-153149	         7	         3	         8	         9	         9
20181103-153154	         4	         1	        22	        11	         9
20181103-153159	         4	         0	         5	         5	         6
20181103-153204	         5	         0	         5	        13	         9
20181103-153209	         0	         0	        11	        13	         5
20181103-153214	        14	         3	        14	        11	         5
20181103-153219	         1	         2	        10	        12	        34
20181103-153224	         4	         0	        12	        10	         9
20181103-153229	         0	         0	        14	         7	         6
20181103-153234	         4	         2	         5	        14	         6
20181103-153239	         0	         6	         5	         7	        10
20181103-153244	         1	         5	        15	         7	       166
20181103-153249	        20	         0	         7	         9	        21
20181103-153254	         0	     12004	         9	         5	         8
20181103-153259	         2	         0	        10	         8	         6
20181103-153304	         2	      9105	         5	        24	         6
20181103-153309	         0	         5	        11	        13	         6
20181103-153314	         6	        10	        10	        11	         8
20181103-153319	         6	         3	        11	        10	        19
20181103-153324	         9	         0	        10	         5	        11
20181103-153329	         0	         0	       520	        11	         6
20181103-153334	         2	     16706	         5	        17	         6
20181103-153339	         0	         7	         5	         9	         5
20181103-153344	         2	         7	         7	         9	         5
20181103-153349	        19	         3	        11	         6	        18
20181103-153354	         3	     21511	        11	         5	         9
20181103-153359	         9	         0	        15	         9	         6
20181103-153404	         4	         0	         5	        15	         6
20181103-153409	         0	     22286	        11	        13	         5
20181103-153414	         6	         6	        15	        13	         8
20181103-153419	         6	         0	        11	         8	        26
20181103-153424	         2	         0	         9	         5	        17
20181103-153429	         2	     16909	        16	         9	         8
20181103-153434	        15	         2	         5	        14	         6
20181103-153439	         0	         5	         5	         7	         5
20181103-153444	         1	         5	         7	        11	         8
20181103-153449	         9	         0	        11	        13	         8
20181103-153454	         0	         0	         8	         6	         8
20181103-153459	         0	         0	        10	         8	         8
20181103-153504	         2	         0	         7	        21	         8
20181103-153509	         8	         2	        11	        13	         5
20181103-153514	         1	         4	        14	        14	         7
20181103-153519	        11	         0	         9	         7	        21
20181103-153524	         0	         0	        13	         5	        11
20181103-153529	         6	         0	        10	        11	         6
20181103-153534	         0	         1	         5	         6	        10
20181103-153539	         5	         5	         7	         8	        11
20181103-153544	        11	      8861	         9	        12	         7
20181103-153549	         3	         0	         7	        11	        13
20181103-153554	         0	         0	         8	         7	         9
20181103-153559	         2	      8729	        16	         9	         6
20181103-153604	         0	      8705	         5	        15	         7
20181103-153609	         1	         2	        11	        14	        11
20181103-153614	         1	         4	        15	        14	         5
20181103-153619	        12	         0	        11	         6	        20
20181103-153624	         4	         0	        11	         5	         8
20181103-153629	         4	         0	        13	        13	         9
20181103-153634	         0	         0	         5	         6	         7
20181103-153639	         4	         5	         5	         8	         5
20181103-153644	         1	         3	        11	        10	         9
20181103-153649	         3	         0	         7	         6	        17
20181103-153654	         8	         1	         9	         5	         5
20181103-153659	         2	         0	        10	         9	         9
20181103-153704	         0	         0	         5	        19	       326
20181103-153709	         0	         2	        11	        16	         7
20181103-153714	         1	         3	        16	        13	         5
20181103-153719	         1	         0	         8	         6	        19
20181103-153724	         0	         6	        11	         5	         7
20181103-153729	        12	         0	         8	        13	        10
20181103-153734	         0	         0	         5	        10	         6
20181103-153739	         6	         9	         5	         9	         7
20181103-153744	         1	         4	        11	         9	         5
20181103-153749	         2	         0	         8	         9	         8
20181103-153754	         0	         2	         9	         5	         9
20181103-153759	         2	         0	        17	        10	         8
20181103-153804	         9	      5552	         5	        15	         7
20181103-153809	         0	         3	        11	        14	         6
20181103-153814	         2	         3	        16	        13	         5
20181103-153819	         7	         0	       151	         6	        29
20181103-153824	         0	         3	        16	         7	         5
20181103-153829	         3	         0	        14	         9	        12
20181103-153834	         0	         0	         7	        14	         8
20181103-153839	        13	         5	         5	         8	        13
20181103-153844	         1	         2	        14	         8	         5
20181103-153849	         1	         0	         7	         8	        13
20181103-153854	         0	         3	        39	         5	         5
20181103-153859	         2	         0	         9	        10	        10
20181103-153904	         0	     17254	         6	        19	        10
20181103-153909	         0	         0	        12	        14	         8
20181103-153914	        10	         1	        11	        13	         5
20181103-153919	        13	         3	         8	         9	        21
20181103-153924	         9	     16152	        16	         9	         5
20181103-153929	         3	         0	        32	        18	        10
20181103-153934	         0	         0	        24	        19	        14
20181103-153939	         5	         5	         7	         8	        10
20181103-153944	         1	         1	      3404	        10	         5
20181103-153949	         3	         3	      1285	        16	        10
20181103-153954	        13	         3	       168	         5	        12
20181103-153959	         3	         0	        70	        14	        13
20181103-154004	         1	         0	         5	        23	        10
20181103-154009	         0	         0	        11	        16	         6
20181103-154014	         2	         1	        12	        13	         6
20181103-154019	         1	     17342	        10	         9	        33
20181103-154024	         3	         3	        16	         5	         8
20181103-154029	        12	     17974	         7	        15	        10
20181103-154034	        10	         0	         6	        16	         9
20181103-154039	         5	         8	         5	         9	         5
20181103-154044	         1	         1	         7	         8	         5
20181103-154049	         1	         1	        10	        11	        16
20181103-154054	         0	         3	        10	         9	         5
20181103-154059	         2	         0	        17	         8	        12
20181103-154104	         0	         0	         5	        19	         9
20181103-154109	         8	      8430	        11	        15	         5
20181103-154114	         2	         5	        13	        13	         5
20181103-154119	         5	         0	         6	         6	        16
20181103-154124	         4	         2	        15	         5	         9
20181103-154129	         2	         0	        14	        14	        14
20181103-154134	         0	         0	         5	        16	         9
20181103-154139	         4	         4	         5	         8	         8
20181103-154144	         9	         2	         7	        11	         5
20181103-154149	         3	         0	        11	         7	        12
20181103-154154	         0	         0	         8	         7	         6
20181103-154159	         4	         2	        22	        10	        13
20181103-154204	         0	         0	         5	        12	         8
20181103-154209	         0	         0	        14	        15	         7
20181103-154214	         2	         6	        11	        12	         5
20181103-154219	         9	         0	        11	         8	        31
20181103-154224	         0	         0	        15	         7	         5
20181103-154229	        14	         0	        14	        11	        16
20181103-154234	         0	         0	         6	        16	         8
20181103-154239	        14	         5	         5	         8	         5
20181103-154244	         1	         5	         7	         8	       166
20181103-154249	        10	         0	         9	         6	        13
20181103-154254	         0	         0	        11	        10	         5
20181103-154259	        10	         0	        10	         8	        12
20181103-154304	         0	         0	         5	        17	        10
20181103-154309	         8	         0	        14	        14	         6
20181103-154314	         1	         3	        12	        13	         5
20181103-154319	        17	         0	        10	         5	        23
20181103-154324	         0	         6	         9	         9	         5
20181103-154329	        10	         1	        12	        15	        15
20181103-154334	         0	         0	         5	        15	         7
20181103-154339	        14	         5	         5	        10	         5
20181103-154344	        11	     16227	        11	         9	         6
20181103-154349	         1	         0	        10	         8	         6
20181103-154354	         0	         3	         8	         5	         9
20181103-154359	         2	         0	        17	        10	        10
20181103-154404	         6	     15973	         5	        15	         9
20181103-154409	         0	         0	        11	        17	         5
20181103-154414	         3	         3	        15	        12	         8
20181103-154419	        12	         0	        10	         9	        32
20181103-154424	         3	         3	        14	        13	         5
20181103-154429	         2	         0	        15	        11	        55
20181103-154434	         3	         2	         5	        19	         9
20181103-154439	         5	         5	         8	        13	        71
20181103-154444	         2	         2	         9	         9	      3742
20181103-154449	         4	         0	         6	        16	       996
20181103-154454	        11	         3	        11	         5	         5
20181103-154459	         2	         0	        21	         9	       221
20181103-154504	         1	         0	         5	        21	         5
20181103-154509	         0	      5614	        11	        14	         7
20181103-154514	         1	         5	        15	        15	        19
20181103-154519	         1	         0	         6	         8	        57
20181103-154524	         0	         0	        14	         5	         8
20181103-154529	        11	         2	        11	        11	        18
20181103-154534	         2	         0	         7	        16	         4
20181103-154539	         5	         6	         5	         8	         7
20181103-154544	         1	         2	         8	         9	         7
20181103-154549	         1	      3057	         6	        16	         5
20181103-154554	         0	         0	        11	         5	         5
20181103-154559	         3	      3878	        17	        10	        11
20181103-154604	        10	         0	         7	        12	         5
20181103-154609	         0	         0	        11	        14	         9
20181103-154614	         1	         2	        13	        12	         5
20181103-154619	         1	         0	         6	         9	        22
20181103-154624	         0	         0	        13	         6	         5
20181103-154629	         3	         3	         7	        12	        12
20181103-154634	         1	         0	         5	        12	         7
20181103-154639	        14	         5	        10	         8	        10
20181103-154644	         1	         1	         6	        12	         5
20181103-154649	         1	         0	         6	         6	        10
20181103-154654	         1	         0	        11	         5	         5
20181103-154659	         7	         2	        13	        10	         8
20181103-154704	         0	         0	         5	        17	         5
20181103-154709	         0	         0	        14	        15	        11
20181103-154714	        12	         1	        11	        14	         5
20181103-154719	         3	         0	         6	         7	        28
20181103-154724	         2	      4884	        16	         5	         6
20181103-154729	         3	         2	         5	        13	        12
