TIME	LG1	AP2	MB1	MB2	MB3
20181103-154734	         0	         0	         5	         7	         5
20181103-154739	         4	         4	         8	         8	        10
20181103-154744	         1	         2	         7	        11	        10
20181103-154749	         9	         0	         6	         6	         8
20181103-154754	         2	         0	         8	         5	         5
20181103-154759	         3	         2	         8	        10	         9
20181103-154804	         0	         0	         8	         5	         8
20181103-154809	         0	         0	        13	        27	         7
20181103-154814	         1	         1	        16	        11	         7
20181103-154819	         1	         0	       167	         9	        33
20181103-154824	        12	         0	        26	         8	         7
20181103-154829	         3	         2	        21	        13	        19
20181103-154834	         0	         0	         5	         5	         7
20181103-154839	         5	         5	         8	         7	         7
20181103-154844	         1	         5	         5	        12	         5
20181103-154849	         1	         0	         5	        15	         5
20181103-154854	         1	         2	        53	         5	        18
20181103-154859	        11	         0	        23	         8	        13
20181103-154904	         0	     13999	         5	         6	         5
20181103-154909	         0	         2	        11	        29	      3910
20181103-154914	         2	         7	        12	        14	        34
20181103-154919	         0	         0	         5	        14	        13
20181103-154924	         1	     13020	        11	         5	        12
20181103-154929	         4	     12591	        22	        13	     20528
20181103-154934	         9	         1	         5	         5	        32
20181103-154939	         5	         5	         5	        12	        11
20181103-154944	         1	        24	         7	        11	     20499
20181103-154949	         1	         2	         5	        15	        31
20181103-154954	         1	         3	        11	         8	         7
20181103-154959	         3	         0	        15	        10	        31
20181103-155004	         0	         1	         6	         5	     20523
20181103-155009	         8	         0	        11	        23	         8
20181103-155014	         1	         4	        11	        10	         6
20181103-155019	         1	         0	         5	        12	     20526
20181103-155024	         1	         4	        14	         5	        29
20181103-155029	         3	         0	        14	        14	        26
20181103-155034	         0	         0	         7	         5	         6
20181103-155039	         5	         6	         6	        10	     20502
20181103-155044	         9	     11322	         5	         8	         4
20181103-155049	         2	         0	         8	         7	        10
20181103-155054	         1	         4	         7	         5	     20535
20181103-155059	         3	     12000	        19	         8	        26
20181103-155104	         0	         0	         6	         8	         3
20181103-155109	         0	         0	        12	        19	        38
20181103-155114	         2	         3	        15	        11	     20499
20181103-155119	        12	         0	         8	         8	        16
20181103-155124	         1	     11182	         6	         5	        12
20181103-155129	         4	         1	        18	        11	     20541
20181103-155134	         0	         0	        10	         5	         4
20181103-155139	         5	         5	         5	        16	        13
20181103-155144	         1	         5	        11	         7	        32
20181103-155149	         2	     12871	         6	         7	     20500
20181103-155154	        13	         3	         5	         5	         9
20181103-155159	         3	         0	        18	        10	        44
20181103-155204	         0	         2	         7	         5	     20487
20181103-155209	         0	         0	        11	        19	        20
20181103-155214	         1	         1	         7	        13	        11
20181103-155219	         1	         2	        10	         7	        46
20181103-155224	         3	         3	         5	         5	     20510
20181103-155229	        11	         0	        11	        10	        21
20181103-155234	         0	         1	         8	         5	        33
20181103-155239	         4	     10581	         5	        10	     20492
20181103-155244	         1	         3	         9	        10	        18
20181103-155249	         1	     11139	         5	         7	        37
20181103-155254	         1	     11668	         6	         5	        13
20181103-155259	         3	         0	        21	         8	     20507
20181103-155304	         8	         0	         6	         9	         6
20181103-155309	         0	         1	        11	        30	        37
20181103-155314	         1	         1	        13	        14	     19669
20181103-155319	         0	         1	         8	        11	       851
20181103-155324	         3	         5	         5	         5	        44
20181103-155329	         4	     11884	        23	        19	        18
20181103-155334	         0	         0	         8	         7	     20499
20181103-155339	        14	         6	         5	        17	        36
20181103-155344	         2	         1	         7	        12	         4
20181103-155349	         0	         1	         5	        26	     16397
20181103-155354	         1	         3	         5	         8	      4127
20181103-155359	         3	         1	        18	        10	        50
20181103-155404	         0	         0	         9	         7	         4
20181103-155409	         0	         0	        11	        18	     20504
20181103-155414	        10	     10954	        14	        13	        33
20181103-155419	         0	         1	         5	        11	        17
20181103-155424	         1	     13114	         5	         5	        16
20181103-155429	         3	         1	        11	        13	     20537
20181103-155434	         0	         0	         8	         6	         7
20181103-155439	         5	     12098	         8	        14	         8
20181103-155444	         1	         1	         7	         9	     20504
20181103-155449	         8	         3	         5	         7	        34
20181103-155454	         1	         3	         5	         5	        12
20181103-155459	         3	         0	        21	        12	        25
20181103-155504	         0	         2	         6	         6	     20521
20181103-155509	         0	         0	        12	        24	        10
20181103-155514	         1	     12356	        16	        21	         6
20181103-155519	         0	         2	         5	         7	     20518
20181103-155524	        10	         3	         5	         5	        10
20181103-155529	         3	         0	        19	        11	        18
20181103-155534	         0	         0	         8	         9	        38
20181103-155539	         5	         6	         5	        17	     20500
20181103-155544	         2	         1	        10	         9	         6
20181103-155549	         0	     10366	         5	        10	        12
20181103-155554	         4	         4	         5	         5	     20537
20181103-155559	         9	         0	        15	        13	        17
20181103-155604	         2	         0	        10	         5	         6
20181103-155609	         0	         1	        11	        21	        44
20181103-155614	         1	         3	        14	        15	     20495
20181103-155619	         0	         1	         7	         7	        22
20181103-155624	         1	     10770	         5	         5	        36
20181103-155629	         0	         5	        11	        13	     20512
20181103-155634	        13	         0	         7	         5	         6
20181103-155639	         5	         5	         5	        12	         9
20181103-155644	         1	         2	         8	        10	        33
20181103-155649	         0	         0	         5	         8	     20502
20181103-155654	         3	         2	         7	         6	        17
20181103-155659	         0	         4	        21	        11	        52
20181103-155704	         2	         0	         9	         5	     20499
20181103-155709	         8	     13105	        13	        24	        12
20181103-155714	         1	         4	        11	        13	        39
20181103-155719	         0	         1	         5	         9	        16
20181103-155724	         4	     13280	         5	         7	     20498
20181103-155729	         0	         3	        14	        14	        21
20181103-155734	         3	         1	         6	         5	        32
20181103-155739	         5	         5	         7	        19	     20492
20181103-155744	        10	         1	         5	         9	        26
20181103-155749	         0	      9943	         5	         7	        39
20181103-155754	         1	         0	         6	         9	        12
20181103-155759	         0	         3	        15	        10	     20515
20181103-155804	         2	         1	        12	         5	        32
20181103-155809	         0	         0	        12	        18	         6
20181103-155814	         1	         2	        10	        13	     20495
20181103-155819	        10	         1	         5	         7	        32
20181103-155824	         3	         1	         5	         7	        39
20181103-155829	         0	     11953	        15	        14	        19
20181103-155834	         2	     11833	         7	         5	     20499
20181103-155839	         4	         6	         9	        12	        31
20181103-155844	         1	     10188	         5	         9	        13
20181103-155849	         0	         1	         5	         7	     19672
20181103-155854	         9	     11464	         5	        12	       873
20181103-155859	         0	         3	        11	         8	        16
20181103-155904	         4	         0	        10	         7	         4
20181103-155909	         0	         0	        11	        24	     20499
20181103-155914	         1	         2	        14	        16	        40
20181103-155919	         0	         0	         5	         8	        17
20181103-155924	         1	         0	         5	         8	     16397
20181103-155929	        11	         5	        16	        13	      4159
20181103-155934	         2	         0	         9	         5	         4
20181103-155939	         5	         6	         8	        20	         5
20181103-155944	         1	     10857	        77	        10	     20534
20181103-155949	         0	         1	         6	         9	         8
20181103-155954	         2	     11935	         5	        12	        12
20181103-155959	         0	         3	        12	        10	        23
20181103-160004	        10	         2	         7	         5	     20498
20181103-160009	         1	         1	        13	        26	         4
20181103-160014	         6	         7	        17	        24	        15
20181103-160019	         0	         1	        13	        20	     20539
20181103-160024	         6	         1	         5	        14	        18
20181103-160029	         0	     10314	        22	        11	        18
20181103-160034	         2	         1	         7	         5	        33
20181103-160039	        15	         5	         5	        15	     20498
20181103-160044	         1	     11879	         6	        14	        11
20181103-160049	         0	         2	         5	         7	        42
20181103-160054	         9	         8	        11	        12	     20501
20181103-160059	         0	         3	        19	         8	        27
20181103-160104	         2	         0	         8	         5	         4
20181103-160109	         0	         1	        11	        26	        32
20181103-160114	        10	         2	        11	        17	     20499
20181103-160119	         0	         1	         7	         7	        20
20181103-160124	         4	         1	         8	         7	        45
20181103-160129	         0	         3	        23	        13	     20507
20181103-160134	         3	     13303	         5	         5	         6
20181103-160139	         5	         6	        10	         6	        41
20181103-160144	         1	         1	         6	        11	        10
20181103-160149	         8	         1	         5	         7	     20496
20181103-160154	         3	         2	         8	        10	        12
20181103-160159	         0	         4	        20	        10	        49
20181103-160204	         2	         0	         7	         6	     20497
20181103-160209	         0	         0	        13	        22	         9
20181103-160214	         1	         3	        10	        12	        36
20181103-160219	         0	         1	         5	         5	        27
20181103-160224	         9	         0	         7	         7	     20501
20181103-160229	         0	         4	        21	        14	        54
20181103-160234	         2	         0	         5	         5	         3
20181103-160239	         5	     12826	        11	         6	     20497
20181103-160244	         1	         1	         6	        11	         7
20181103-160249	         0	         1	         7	         5	        40
20181103-160254	         1	         0	         5	         7	        16
20181103-160259	        11	         3	        14	         8	     20507
20181103-160304	         2	         2	         5	         9	        31
20181103-160309	         0	     10319	        15	        26	         4
20181103-160314	         2	     10981	        11	        14	     20501
20181103-160319	         0	         1	         9	         6	        53
20181103-160324	         1	         0	         5	         7	        14
20181103-160329	         0	     13115	        18	        13	        20
20181103-160334	        10	         0	         5	         5	     20495
20181103-160339	         4	         5	         8	        10	        32
20181103-160344	         1	         1	         9	         9	         4
20181103-160349	         0	     11724	         7	         7	     20497
20181103-160354	         5	         3	         5	        10	        54
20181103-160359	         0	     12972	         9	        11	        18
20181103-160404	         2	         0	        15	         5	         8
20181103-160409	         8	         1	        13	        19	     20525
20181103-160414	         1	         1	        10	        14	         4
20181103-160419	         0	         1	        10	         5	        23
20181103-160424	         1	         2	         5	         7	     19676
20181103-160429	         0	         3	        12	         5	       848
20181103-160434	         3	         0	        13	        11	         6
20181103-160439	         5	         5	         7	         9	         9
20181103-160444	         9	         2	        10	        10	     20526
20181103-160449	         0	         0	         5	         5	         8
20181103-160454	         1	         0	         6	        10	        13
20181103-160459	         0	         4	         9	         5	     16434
20181103-160504	         2	         0	        10	        11	      4109
20181103-160509	         0	     12727	        13	        34	         9
20181103-160514	         1	         3	        10	         9	        38
20181103-160519	         9	         1	         9	        14	     20512
20181103-160524	         1	         0	         5	         7	        15
20181103-160529	         0	         3	        13	         7	        16
20181103-160534	         4	         1	        11	        15	        34
20181103-160539	         5	     11135	         9	        15	     20496
20181103-160544	         2	         1	         9	        15	        11
20181103-160549	         0	         1	         5	         9	        45
20181103-160554	        11	     11448	         5	        10	     20507
20181103-160559	         0	         3	         9	         5	        16
20181103-160604	         2	         2	        18	        12	        33
20181103-160609	         0	         0	        12	        19	         8
20181103-160614	         1	     10394	        12	        11	     20496
20181103-160619	         0	     11140	         5	         6	        30
20181103-160624	         6	         1	         5	         8	        41
20181103-160629	         8	         3	        15	         5	     20517
20181103-160634	         2	         0	         5	        14	         5
20181103-160639	         5	         6	        10	         5	        32
20181103-160644	         1	     12834	         9	         8	         8
20181103-160649	         0	         0	         5	        10	     20503
20181103-160654	         1	         1	         5	         7	        54
20181103-160659	         0	         3	         9	         8	        20
20181103-160704	        10	         0	        13	         8	     20497
20181103-160709	         0	     11009	        11	        24	         5
20181103-160714	         1	         2	        16	        15	        32
20181103-160719	         0	     12984	         7	         5	        28
20181103-160724	         1	         0	         5	        10	     20509
20181103-160729	         0	         5	        12	         5	        46
20181103-160734	         2	     11899	        10	        15	        10
20181103-160739	        18	         6	         5	        18	     20502
20181103-160744	         2	         2	        13	         8	        34
20181103-160749	         8	         0	         5	         5	        15
20181103-160754	         1	         2	         5	         7	        11
20181103-160759	         8	         4	         9	        10	     20507
20181103-160804	         2	         0	        15	         9	        31
20181103-160809	         8	     11506	        10	        19	         7
20181103-160814	         1	         3	        15	        16	     20503
20181103-160819	         8	     11675	         8	         6	        54
20181103-160824	         8	     11546	         5	         7	         8
20181103-160829	         8	         3	        11	        10	         7
20181103-160834	         2	         1	         6	        12	     20534
20181103-160839	        14	         6	         6	        16	         4
20181103-160844	         1	         1	        12	         8	         6
20181103-160849	         9	         2	         5	         7	     20513
20181103-160854	         1	     10452	         7	         7	        43
20181103-160859	         8	         3	         9	         9	         6
20181103-160904	         2	         0	        11	         8	        19
20181103-160909	         8	         1	        12	        27	     20496
20181103-160914	         1	         3	        11	        14	         6
20181103-160919	         8	         1	         5	         5	        24
20181103-160924	         4	         1	         5	         7	     20523
20181103-160929	         8	         3	        15	         8	        18
20181103-160934	         2	         0	         5	        13	        19
20181103-160939	        13	         6	         7	        15	        35
20181103-160944	         1	         1	        10	        10	     20496
20181103-160949	         8	         1	         5	         5	        10
20181103-160954	         1	         3	         6	         9	        15
20181103-160959	         9	         3	        10	         5	     20518
20181103-161004	         2	     13271	         9	         9	        22
20181103-161009	         8	     10992	        12	        20	         7
20181103-161014	         2	         2	        14	        15	        38
20181103-161019	         8	         1	         7	        15	     20512
20181103-161024	         1	         0	         5	        12	         8
20181103-161029	         8	         5	        22	         8	        38
20181103-161034	         2	         0	        10	        12	     20502
20181103-161039	        14	         7	         9	        12	        16
20181103-161044	         1	         3	         8	         8	         9
20181103-161049	         8	         2	         5	         7	        41
20181103-161054	         3	         0	         5	        16	         7
20181103-161059	         8	      9385	         9	         7	         7
20181103-161104	         2	         1	        12	         8	        18
20181103-161109	         8	      8788	        11	        24	      9190
20181103-161114	         1	         3	        15	        15	         8
20181103-161119	         8	        10	         5	         5	        25
20181103-161124	        20	         3	      1976	      1839	        12
20181103-161129	        17	         0	       435	        53	     11332
20181103-161134	         6	         2	        21	       369	       281
20181103-161139	        20	         6	        22	        31	        24
20181103-161144	         7	         6	        27	        24	        20
20181103-161149	        11	         8	      6130	        21	        28
20181103-161154	        21	         2	        20	     10990	        25
20181103-161159	        14	     20331	     16652	     12107	     33517
20181103-161204	        10	         2	        24	       361	     11689
20181103-161209	     30174	         0	        40	        50	     20635
20181103-161214	        17	     20701	        34	        32	        36
20181103-161219	         0	         6	        24	        23	        47
20181103-161224	        12	         4	      7675	        28	        25
20181103-161229	         9	         2	     16909	     23943	     15133
20181103-161234	         0	         0	        28	       258	     23420
20181103-161239	        13	         5	        20	        36	      6091
20181103-161244	         6	         1	        30	        26	        21
20181103-161249	        10	         4	        20	        27	        40
20181103-161254	         6	         0	      7736	        24	        87
20181103-161259	         8	         3	     17187	     24180	        21
20181103-161304	         0	         0	        48	       424	     15632
20181103-161309	         9	         0	        24	        42	      8894
20181103-161314	        14	      6465	        13	        19	     20513
20181103-161319	         2	         4	         8	         8	        30
20181103-161324	        13	         0	      2309	         8	        40
20181103-161329	         3	         0	      3759	      3937	         4
20181103-161334	        10	         1	       161	       375	      4019
20181103-161339	         2	         7	         5	        18	      1378
20181103-161344	        14	         2	         9	        11	         4
20181103-161349	         2	         1	         5	         7	     11931
20181103-161354	        18	         0	         5	         7	        14
20181103-161359	        16	         0	       223	         7	         5
20181103-161404	        13	         0	        19	        10	      8824
20181103-161409	         2	         0	        11	        18	        35
20181103-161414	        12	     11313	        14	        15	        31
20181103-161419	         2	         9	         7	        10	     20503
20181103-161424	        15	         6	         5	        11	        22
20181103-161429	         9	         0	       193	       169	        40
20181103-161434	         9	         0	      1185	      1561	       485
20181103-161439	     30934	     33371	       859	       465	     22260
20181103-161444	     33977	         4	        32	        36	       471
20181103-161449	     33977	        11	      5180	        29	        32
20181103-161454	     34760	     32420	        36	     22288	        63
20181103-161459	     33687	     32571	     25483	        29	     19688
20181103-161504	     34523	         3	        43	      8131	      1394
20181103-161509	        14	     31252	        71	     35964	     20567
20181103-161514	        21	         7	        41	        84	     47106
20181103-161519	     35538	         3	        37	        41	       134
20181103-161524	         3	         3	      9366	        32	     20577
20181103-161529	     35796	         0	     40088	        33	        37
20181103-161534	         0	     32653	        37	      9449	      6071
20181103-161539	         9	         6	        37	     39283	     14648
20181103-161544	     35822	         7	        39	        93	     45099
20181103-161549	     35926	     32375	        31	        33	     21425
20181103-161554	         8	     32908	      9489	        37	       147
20181103-161559	         0	         2	     20435	        33	      7499
20181103-161604	         0	     31558	     20417	      9481	     25867
20181103-161609	     35842	         2	        86	     16639	     27507
20181103-161614	         8	         6	        41	     22564	     21461
20181103-161619	         6	         2	        37	        43	        95
20181103-161624	        29	         4	        19	        24	     20542
20181103-161629	         5	         1	      6475	         7	        40
20181103-161634	         2	         0	     21997	       504	      6286
20181103-161639	         3	         5	        34	      2852	     37014
20181103-161644	         6	         6	        10	      9563	      4173
20181103-161649	         6	         1	         5	        11	         8
20181103-161654	        59	         0	         9	         6	        11
20181103-161659	        12	     13501	       365	         7	     20505
20181103-161704	         1	         0	        11	       360	       400
20181103-161709	         0	     13532	        10	        24	         4
20181103-161714	         1	     13081	        11	        20	         7
20181103-161719	         0	         3	         4	         6	     20547
20181103-161724	        18	     12801	         7	         6	        14
20181103-161729	         0	         0	        11	         5	        14
20181103-161734	        11	         2	        11	        15	     20522
20181103-161739	         5	         5	         4	        11	         4
20181103-161744	         3	         5	         7	        11	         4
20181103-161749	         0	         2	         4	         5	        40
20181103-161754	        11	      5809	         8	         6	     20504
20181103-161759	         0	         1	         7	         5	         8
20181103-161804	         4	     12042	        19	        10	        22
20181103-161809	         8	         2	        10	        24	        38
20181103-161814	         2	         1	       576	        84	         4
20181103-161819	     27906	        11	        30	     23876	     20530
20181103-161824	     33107	         3	        44	       226	        92
20181103-161829	     33107	         2	       534	        45	        40
20181103-161834	     33944	     32228	        39	       481	       449
20181103-161839	     34318	         7	        31	        50	     20511
20181103-161844	     34531	         4	      7319	        43	        86
20181103-161849	     35328	         7	     22267	     44189	     10660
20181103-161854	         5	         0	      5576	     17674	      5405
20181103-161859	     36042	     31931	     10116	     30735	     51104
20181103-161904	     34374	     32187	      4028	       517	      3628
20181103-161909	     34334	         0	        60	        70	        35
20181103-161914	     34574	        12	        38	        33	        67
20181103-161919	     35104	         6	      7900	     22607	     46636
20181103-161924	     34512	         0	     22130	       325	      9048
20181103-161929	         1	     31943	     15574	     17957	        37
20181103-161934	     34412	         0	      3826	      7795	       619
20181103-161939	     34594	         5	        37	        34	      5651
20181103-161944	     34391	     31911	        40	        38	     26606
20181103-161949	         2	        10	      7911	        37	     51066
20181103-161954	     34165	         3	     22388	     23031	      1556
20181103-161959	     30688	     30226	     15828	     18197	        60
20181103-162004	         0	         0	      4059	      7984	     24779
20181103-162009	         3	         0	        53	        37	     28148
20181103-162014	         1	         1	        18	        37	       251
20181103-162019	         0	         8	         5	         5	        68
20181103-162024	         5	         3	      1880	      4057	     20501
20181103-162029	         9	         0	      4750	      3078	        36
20181103-162034	         0	         0	      3420	      1361	       522
20181103-162039	         4	         4	       444	        10	     22126
20181103-162044	         1	     13399	        11	        19	        35
20181103-162049	         0	         1	         5	         7	        86
20181103-162054	         3	         5	         4	        12	       103
20181103-162059	         3	         0	        12	         5	     20524
20181103-162104	        13	     12336	       239	       141	       259
20181103-162109	         2	     13245	        10	        14	         5
20181103-162114	         1	         1	        15	        20	     20504
20181103-162119	         0	     12038	         4	         5	        45
20181103-162124	         3	         5	         4	       598	        12
20181103-162129	         1	         0	       992	        59	        17
20181103-162134	     33601	     29417	       426	       491	     20709
20181103-162139	     36082	         6	        50	        47	        33
20181103-162144	     36166	     31030	      5235	       539	       199
20181103-162149	         6	         1	     43117	      6792	        55
20181103-162154	     35552	     32779	        49	     10269	     24392
20181103-162159	     35466	         0	        49	     20918	     30008
20181103-162204	         3	     32445	       565	       634	       513
20181103-162209	         0	         0	        79	        70	       159
20181103-162214	        10	         1	     10950	        70	     20606
20181103-162219	     34494	         1	     61785	        82	      4953
20181103-162224	     33259	     31927	       636	      8620	     22461
20181103-162229	     35064	     32650	        49	     38749	     31725
20181103-162234	     34965	     31223	       563	      1173	      5651
20181103-162239	         4	     32721	       563	       113	        34
20181103-162244	     35304	         1	     11167	       317	      5261
20181103-162249	     35011	         1	      9614	       118	     48217
20181103-162254	     34989	     31801	     29662	      8795	      4700
20181103-162259	     35102	     31453	        56	     39538	       246
20181103-162304	         2	         0	       671	       829	       604
20181103-162309	         0	         0	       118	        93	     33666
20181103-162314	         1	         1	        42	        81	     11714
20181103-162319	         3	         1	      7335	        24	     12647
20181103-162324	        12	         3	     26332	         8	        38
20181103-162329	         3	         4	        33	      3240	     20506
20181103-162334	         3	         0	       381	     16279	       499
20181103-162339	         7	         5	         4	        10	         6
20181103-162344	         6	     15125	        79	        21	      3541
20181103-162349	         2	         2	         5	         5	     23801
20181103-162354	         3	         4	        58	         9	         5
20181103-162359	        11	         0	         5	         7	        22
20181103-162404	         7	         0	        15	         8	     20861
20181103-162409	         2	         0	        12	        13	        23
20181103-162414	         3	         2	         9	        26	        59
20181103-162419	         2	         0	         8	         5	        24
20181103-162424	         3	         4	         5	         7	     20502
20181103-162429	        13	         0	         7	         9	        10
20181103-162434	        20	     14830	        10	        11	       375
20181103-162439	      8814	         6	         6	         7	     20535
20181103-162444	     25944	         2	      2166	       994	         4
20181103-162449	         6	     28756	       242	       107	        37
20181103-162454	     35810	     30750	       178	       188	       207
20181103-162459	     36134	         0	       119	       154	     20888
20181103-162504	     34748	     32114	       514	      6543	       745
20181103-162509	     34964	     31200	       107	     25573	      4301
20181103-162514	     34511	         1	     23194	       121	     49494
20181103-162519	     34391	         0	     18601	        64	      2403
20181103-162524	     34676	        12	      6905	        68	        66
20181103-162529	     35509	     32311	        71	        67	       229
20181103-162534	     34963	         0	       574	      9923	     23723
20181103-162539	        13	         5	        76	     37532	     31150
20181103-162544	     34142	         2	      8962	       147	        96
20181103-162549	        14	         0	     15564	        75	       131
20181103-162554	     34246	        13	     42263	        76	     37130
20181103-162559	     34906	         0	      6539	        68	     45137
20181103-162604	        15	     31772	       578	     10157	       732
20181103-162609	         5	         0	       101	     10553	       156
20181103-162614	        14	     31352	        82	     28537	     27617
20181103-162619	     34513	         0	     24932	       106	     42690
20181103-162624	         6	        13	     18640	        78	      7931
20181103-162629	         1	     25781	      6523	        33	       155
20181103-162634	         6	         0	       538	       545	     21048
20181103-162639	         9	         4	         7	      5007	        45
20181103-162644	         2	         1	        16	     20252	      1000
20181103-162649	         0	         0	      4332	        38	      7175
20181103-162654	         9	     13778	      3046	         7	     34870
20181103-162659	        12	         0	       757	         5	        21
20181103-162704	         1	         0	       392	       365	       617
20181103-162709	        10	         0	        10	        12	        25
20181103-162714	         2	         1	        10	        20	         7
20181103-162719	         8	         0	         9	         9	     20541
20181103-162724	         0	         4	         5	        10	        12
20181103-162729	        12	         0	         4	         7	        66
20181103-162734	         4	         1	       108	        13	        21
20181103-162739	        16	        13	         5	         5	     20508
20181103-162744	         1	         2	         5	        18	        38
20181103-162749	         8	         1	         7	        14	         5
20181103-162754	         0	         3	         7	         5	     20492
20181103-162759	         9	     16460	         6	         5	        64
20181103-162804	         0	         1	        17	        10	        24
20181103-162809	        11	         3	        98	        23	         9
20181103-162814	        10	         4	      2326	        63	     40199
20181103-162819	        10	         4	       353	        23	       146
20181103-162824	     29110	         5	        16	        39	        44
20181103-162829	         4	         2	        54	        53	        26
20181103-162834	         0	         0	       425	       380	     20937
20181103-162839	     28890	     27003	        31	     16522	        76
20181103-162844	         1	     26661	     22121	      7971	     14262
20181103-162849	         5	     26710	      1481	        65	     30865
20181103-162854	         8	         1	        17	        60	       187
20181103-162859	     29033	     28144	        61	        47	       454
20181103-162904	         3	         2	       389	       387	       556
20181103-162909	         6	         3	        54	     16285	     20660
20181103-162914	         2	     27191	     22914	      7364	     14286
20181103-162919	         0	         3	      1511	        34	      9823
20181103-162924	         0	         1	        21	        17	     20516
20181103-162929	     29889	         2	        59	        45	       133
20181103-162934	         3	     27281	       459	       405	       586
20181103-162939	        10	     27700	        68	     10487	        24
20181103-162944	         1	         4	     43356	      5654	     34667
20181103-162949	         0	         0	      1481	      7329	      9553
20181103-162954	         0	     15438	        16	        15	       319
20181103-162959	         1	     12827	         8	         6	     16408
20181103-163004	         9	         1	       441	       411	      4567
20181103-163009	         2	         3	        14	        13	         8
20181103-163014	         1	         1	      4853	      4148	         9
20181103-163019	         0	         1	       160	      1286	     24158
20181103-163024	         1	         1	         6	        15	      1772
20181103-163029	         5	         0	         7	         6	        38
20181103-163034	         4	         0	       281	       275	       307
20181103-163039	        17	        10	         6	         5	     20504
20181103-163044	         1	     13082	         8	        11	         4
20181103-163049	         8	         0	         6	         7	        20
20181103-163054	         0	         1	         8	         7	     20537
20181103-163059	        12	         0	         5	        12	         7
20181103-163104	         0	         0	        23	        10	        32
20181103-163109	        10	         4	        12	        11	        37
20181103-163114	         2	         1	         9	        25	     20501
20181103-163119	         8	     17565	        12	         8	        16
20181103-163124	         9	         2	        30	      1586	        98
20181103-163129	        13	     31182	       141	       146	     20627
20181103-163134	        10	         1	       775	       628	       600
20181103-163139	         6	        10	       230	       177	       259
20181103-163144	        11	     31609	        89	      6711	      8894
20181103-163149	        16	     31474	      6586	      6711	     42859
20181103-163154	        10	         0	     24232	       205	        41
20181103-163159	        11	         0	      7824	        90	       110
20181103-163204	     26377	     30974	     12965	       588	      7076
20181103-163209	         3	     30443	        96	        88	     44547
20181103-163214	     25443	         1	        71	     10053	     21180
20181103-163219	         3	        16	        71	     36534	       178
20181103-163224	        10	         0	      6828	       149	     10676
20181103-163229	         3	         0	     31444	       105	     64493
20181103-163234	     27946	         0	     11905	       607	       555
20181103-163239	         7	         8	        78	        73	      1018
20181103-163244	        10	     30931	        70	      8286	      7177
20181103-163249	         3	        17	       103	     38671	     43879
20181103-163254	         8	         0	      7009	       128	       165
20181103-163259	         7	     29911	     31803	        68	        34
20181103-163304	         9	         0	      9585	       594	      7102
20181103-163309	        12	         3	      2691	       620	     45063
20181103-163314	         2	         1	         8	      4448	        86
20181103-163319	         8	        12	        15	     14218	        63
20181103-163324	         9	         0	         7	      5570	        12
20181103-163329	         4	         0	      1460	         6	     20547
20181103-163334	         8	         0	      5424	       630	       501
20181103-163339	         8	         8	      1008	        10	      4890
20181103-163344	        10	         2	        15	        58	     20504
20181103-163349	         0	     11708	        10	         9	         8
20181103-163354	         8	         2	         5	         7	        12
20181103-163359	         5	         0	       144	         6	        28
20181103-163404	        12	         0	       170	         8	     20866
20181103-163409	         2	         3	      1875	        15	         8
20181103-163414	        10	         1	      2495	        19	         8
20181103-163419	         0	         3	        11	        10	     20606
20181103-163424	         9	     13348	         5	         5	        10
20181103-163429	         2	         3	         5	         6	        12
20181103-163434	         8	         5	        33	        15	       435
20181103-163439	         8	        11	         9	        18	         5
20181103-163444	         9	         4	        10	        11	        10
20181103-163449	         0	         3	         9	        48	     20507
20181103-163454	         8	         4	         9	         8	        45
20181103-163459	        13	     23100	        10	        59	        54
20181103-163504	         0	         3	      1495	      1465	     16608
20181103-163509	        13	         8	      4933	      4302	      4231
20181103-163514	        11	     25112	        70	        87	        66
20181103-163519	        10	     26946	        73	        90	       132
20181103-163524	        10	         5	     22269	        91	     28955
20181103-163529	         8	         0	       112	      6496	     24010
20181103-163534	     28601	         0	     12296	     37800	     24978
20181103-163539	        17	        13	     38055	       159	      4557
20181103-163544	        10	         2	       161	        86	     20768
20181103-163549	     26851	         3	       325	       374	     25391
20181103-163554	     26826	         1	       271	       246	       314
20181103-163559	        13	     26498	       142	      6751	     25115
20181103-163604	        10	     26871	      7845	     37813	     25921
20181103-163609	         3	     25761	     39779	       145	       163
20181103-163614	        10	         1	      3374	       119	       196
20181103-163619	         0	         3	        97	     23540	     24950
20181103-163624	         9	         1	        75	        86	     25042
20181103-163629	         6	         0	        82	      8271	       173
20181103-163634	     27127	         0	       637	     36690	       811
20181103-163639	        17	     25987	      7318	       312	     24774
20181103-163644	        11	     21571	     40931	        37	     25126
20181103-163649	         0	     12082	        19	        25	       178
20181103-163654	         8	         1	         5	        13	     20582
20181103-163659	        13	         0	        33	      3274	        85
20181103-163704	         0	     11911	       455	     11290	       622
20181103-163709	        12	         0	       622	       447	      1605
20181103-163714	         1	         3	      2394	        18	     28939
20181103-163719	         8	         3	        17	         9	        26
20181103-163724	         0	         1	         5	         5	        45
20181103-163729	        11	         0	         5	         7	     20504
20181103-163734	         4	         0	       298	         9	       390
20181103-163739	        15	         4	         9	       346	        32
20181103-163744	         1	         2	         6	        13	        11
20181103-163749	         8	         0	         9	        11	     20511
20181103-163754	         0	     11031	         5	      1331	        50
20181103-163759	        11	     12449	         5	      3012	        13
20181103-163804	         0	         0	        10	        30	        33
