TIME	CPU	WCPU	IO	MEM
20181103-150034	  1	  0	         5	58.83
20181103-150039	  1	  0	        13	58.83
20181103-150044	  1	  0	        20	58.83
20181103-150049	  1	  0	         7	58.84
20181103-150054	  1	  0	         8	58.83
20181103-150059	  1	  0	        16	58.84
20181103-150104	  1	  0	         5	58.84
20181103-150109	  1	  0	        16	58.84
20181103-150114	  1	  0	        11	58.83
20181103-150119	  2	  0	         5	58.84
20181103-150124	  1	  0	        15	58.83
20181103-150129	  3	  0	         8	58.83
20181103-150134	  1	  0	         5	58.84
20181103-150139	  1	  0	        10	58.84
20181103-150144	  1	  0	         7	58.83
20181103-150149	  1	  0	         5	58.84
20181103-150154	  1	  0	        12	58.84
20181103-150159	  1	  0	        13	58.84
20181103-150204	  1	  0	         7	58.84
20181103-150209	  1	  0	        14	58.84
20181103-150214	  1	  0	         9	58.83
20181103-150219	  2	  0	         5	58.82
20181103-150224	  1	  0	        11	58.83
20181103-150229	  1	  0	        18	58.83
20181103-150234	  3	  0	         7	58.83
20181103-150239	  1	  0	         7	58.84
20181103-150244	  1	  0	         7	58.84
20181103-150249	  1	  0	         5	58.84
20181103-150254	  1	  0	         8	58.83
20181103-150259	  1	  0	        17	58.83
20181103-150304	  1	  0	         8	58.83
20181103-150309	  1	  0	        14	58.84
20181103-150314	  1	  0	         5	58.83
20181103-150319	  2	  0	         8	58.83
20181103-150324	  1	  0	        13	58.83
20181103-150329	  1	  0	         8	58.83
20181103-150334	  1	  0	         9	58.84
20181103-150339	  1	  0	        10	58.84
20181103-150344	  1	  0	         6	58.84
20181103-150349	  1	  0	         5	58.84
20181103-150354	  1	  0	         9	59.51
20181103-150359	  3	  0	        12	58.83
20181103-150404	  3	  0	         5	58.84
20181103-150409	  1	  0	        16	58.84
20181103-150414	  1	  0	        12	58.83
20181103-150419	  2	  0	         5	58.83
20181103-150424	  1	  0	        14	58.83
20181103-150429	  1	  0	        21	58.83
20181103-150434	  1	  0	         5	58.84
20181103-150439	  1	  0	         7	58.84
20181103-150444	  1	  0	         9	58.83
20181103-150449	  1	  0	        12	58.83
20181103-150454	  1	  0	        10	58.83
20181103-150459	  1	  0	        20	58.84
20181103-150504	  1	  0	         5	58.83
20181103-150509	  3	  0	        13	58.83
20181103-150514	  1	  0	        11	58.82
20181103-150519	  2	  0	         9	58.83
20181103-150524	  1	  0	        11	58.84
20181103-150529	  4	  0	        16	58.84
20181103-150534	  3	  0	         5	58.84
20181103-150539	  1	  0	         9	58.84
20181103-150544	  1	  0	        14	58.84
20181103-150549	  1	  0	         5	58.84
20181103-150554	  1	  0	        11	58.83
20181103-150559	  1	  0	        22	58.84
20181103-150604	  1	  0	         5	58.84
20181103-150609	  1	  0	        13	58.84
20181103-150614	  1	  0	        12	58.83
20181103-150619	  2	  0	         5	58.84
20181103-150624	  1	  0	         9	58.84
20181103-150629	  1	  0	        13	58.84
20181103-150634	  1	  0	         5	58.84
20181103-150639	  3	  0	         7	58.84
20181103-150644	  1	  0	        10	58.84
20181103-150649	  1	  0	         5	58.84
20181103-150654	  1	  0	         8	58.83
20181103-150659	  1	  0	        15	58.84
20181103-150704	  1	  0	         8	58.83
20181103-150709	  1	  0	        17	58.84
20181103-150714	  1	  0	         9	58.82
20181103-150719	  2	  0	         5	58.83
20181103-150724	  1	  0	        70	58.84
20181103-150729	  1	  0	        10	58.84
20181103-150734	  1	  0	         5	58.84
20181103-150739	  1	  0	        12	58.83
20181103-150744	  1	  0	         6	58.84
20181103-150749	  1	  0	         5	58.84
20181103-150754	  1	  0	         9	58.84
20181103-150759	  1	  0	         8	58.84
20181103-150804	  1	  0	         5	58.83
20181103-150809	  1	  0	        16	58.84
20181103-150814	  1	  0	        13	58.82
20181103-150819	  2	  0	         5	58.84
20181103-150824	  3	  0	         9	58.84
20181103-150829	  1	  0	        13	58.84
20181103-150834	  4	  0	         8	58.83
20181103-150839	  4	  0	         7	58.84
20181103-150844	  1	  0	         9	58.84
20181103-150849	  1	  0	         5	58.84
20181103-150854	  1	  0	         9	58.84
20181103-150859	  1	  0	        10	58.84
20181103-150904	  1	  0	         5	58.83
20181103-150909	  1	  0	        13	58.84
20181103-150914	  1	  0	         9	58.83
20181103-150919	  2	  0	         8	58.84
20181103-150924	  1	  0	        11	58.84
20181103-150929	  1	  0	        17	58.84
20181103-150934	  1	  0	         5	58.84
20181103-150939	  1	  0	         9	58.85
20181103-150944	  1	  0	         9	58.84
20181103-150949	  1	  0	        12	58.85
20181103-150954	  1	  0	        16	58.84
20181103-150959	  1	  0	        18	58.84
20181103-151004	  1	  0	         5	58.84
20181103-151009	  1	  0	        14	58.84
20181103-151014	  1	  0	        19	58.83
20181103-151019	  2	  0	         5	58.84
20181103-151024	  1	  0	        10	58.84
20181103-151029	  1	  0	        13	58.84
20181103-151034	  1	  0	         5	58.84
20181103-151039	  1	  0	         7	58.84
20181103-151044	  1	  0	        10	58.84
20181103-151049	  1	  0	         5	58.84
20181103-151054	  1	  0	        11	58.83
20181103-151059	  1	  0	        20	58.84
20181103-151104	  1	  0	         7	58.84
20181103-151109	  1	  0	        14	58.84
20181103-151114	  1	  0	        11	58.83
20181103-151119	  3	  1	       514	58.84
20181103-151124	  1	  0	        27	58.84
20181103-151129	  3	  2	      1060	58.85
20181103-151134	  1	  0	        29	58.84
20181103-151139	  1	  0	        11	58.84
20181103-151144	  4	  3	       612	58.84
20181103-151149	  1	  0	         5	58.85
20181103-151154	  1	  0	        63	58.85
20181103-151159	  1	  0	        25	58.85
20181103-151204	  1	  0	         5	58.85
20181103-151209	  1	  0	        15	58.85
20181103-151214	  1	  0	        27	58.85
20181103-151219	  2	  0	         5	58.85
20181103-151224	  1	  0	        14	58.85
20181103-151229	  1	  0	        16	58.85
20181103-151234	  1	  0	         8	58.97
20181103-151239	  3	  0	         8	59.11
20181103-151244	  4	  0	         9	58.95
20181103-151249	  3	  0	        10	58.93
20181103-151254	  1	  0	        10	58.92
20181103-151259	  1	  0	        17	58.90
20181103-151304	  9	  0	         8	58.88
20181103-151309	  7	  0	        14	58.89
20181103-151314	  1	  0	        14	58.88
20181103-151319	  2	  0	         6	58.89
20181103-151324	  1	  0	        14	58.89
20181103-151329	  1	  0	         6	58.89
20181103-151334	  1	  0	         8	58.89
20181103-151339	  1	  0	         9	58.90
20181103-151344	  1	  0	        10	58.90
20181103-151349	  1	  0	         5	58.90
20181103-151354	  1	  0	        10	58.90
20181103-151359	  1	  0	        20	58.90
20181103-151404	  1	  0	         8	58.90
20181103-151409	  1	  0	        14	58.90
20181103-151414	  1	  0	        13	58.90
20181103-151419	  2	  0	         5	58.89
20181103-151424	  1	  0	        11	58.89
20181103-151429	  1	  0	         6	58.96
20181103-151434	  1	  0	         9	58.89
20181103-151439	  1	  0	         7	58.90
20181103-151444	  1	  0	         9	58.90
20181103-151449	  1	  0	        12	58.89
20181103-151454	  1	  0	         8	58.88
20181103-151459	  1	  0	        12	58.90
20181103-151504	  1	  0	         8	58.90
20181103-151509	  1	  0	        17	58.90
20181103-151514	  1	  0	        10	58.89
20181103-151519	  2	  0	         5	58.90
20181103-151524	  1	  0	        13	58.89
20181103-151529	  1	  0	         5	58.90
20181103-151534	  1	  0	         8	58.88
20181103-151539	  1	  0	         9	58.90
20181103-151544	  1	  0	        12	58.90
20181103-151549	  1	  0	         5	58.90
20181103-151554	  1	  0	        10	58.90
20181103-151559	  1	  0	         5	58.89
20181103-151604	  1	  0	        12	58.90
20181103-151609	  1	  0	        17	58.89
20181103-151614	  1	  0	        12	58.89
20181103-151619	  2	  0	         7	58.89
20181103-151624	  1	  0	        11	58.89
20181103-151629	  1	  0	         5	58.89
20181103-151634	  1	  0	        12	58.89
20181103-151639	  1	  0	        10	58.89
20181103-151644	  1	  0	         7	58.90
20181103-151649	  1	  0	         5	58.89
20181103-151654	  1	  0	        10	58.90
20181103-151659	  1	  0	         5	58.89
20181103-151704	  1	  0	        10	58.89
20181103-151709	  1	  0	        16	58.89
20181103-151714	  1	  0	        10	58.89
20181103-151719	  2	  0	         5	58.90
20181103-151724	  1	  0	        13	58.90
20181103-151729	  1	  0	         8	58.90
20181103-151734	  1	  0	        10	58.89
20181103-151739	  1	  0	        11	58.89
20181103-151744	  1	  0	         6	58.89
20181103-151749	  1	  0	         5	58.95
20181103-151754	  1	  0	        10	58.89
20181103-151759	  1	  0	         5	58.89
20181103-151804	  1	  0	        13	58.89
20181103-151809	  1	  0	        14	58.89
20181103-151814	  1	  0	        11	58.89
20181103-151819	  2	  0	         5	58.89
20181103-151824	  1	  0	        11	58.89
20181103-151829	  1	  0	         5	58.89
20181103-151834	  1	  0	        16	58.89
20181103-151839	  1	  0	         9	58.90
20181103-151844	  1	  0	         7	58.89
20181103-151849	  1	  0	         5	58.89
20181103-151854	  1	  0	         8	58.89
20181103-151859	  1	  0	         5	58.89
20181103-151904	  1	  0	        14	58.90
20181103-151909	  1	  0	        14	58.89
20181103-151914	  1	  0	        11	58.90
20181103-151919	  2	  0	         5	58.89
20181103-151924	  1	  0	        13	58.88
20181103-151929	  1	  0	         5	58.89
20181103-151934	  1	  0	        11	58.89
20181103-151939	  1	  0	         7	58.89
20181103-151944	  1	  0	        10	58.90
20181103-151949	  1	  0	        12	58.90
20181103-151954	  1	  0	        10	58.89
20181103-151959	  1	  0	         8	58.89
20181103-152004	  1	  0	        21	58.89
20181103-152009	  1	  0	        14	58.89
20181103-152014	  1	  0	        14	58.89
20181103-152019	  1	  0	         8	58.89
20181103-152024	  1	  0	        11	58.90
20181103-152029	  1	  0	         5	58.89
20181103-152034	  1	  0	        10	58.89
20181103-152039	  1	  0	         7	58.88
20181103-152044	  1	  0	        10	58.89
20181103-152049	  1	  0	         5	58.90
20181103-152054	  1	  0	        11	58.88
20181103-152059	  1	  0	         6	58.89
20181103-152104	  1	  0	        18	58.90
20181103-152109	  1	  0	        14	58.90
20181103-152114	  1	  0	        10	58.89
20181103-152119	  1	  0	         5	58.89
20181103-152124	  2	  0	        13	58.90
20181103-152129	  1	  0	         9	58.89
20181103-152134	  1	  0	        14	58.89
20181103-152139	  1	  0	         7	58.90
20181103-152144	  1	  0	         6	58.89
20181103-152149	  1	  0	         5	58.90
20181103-152154	  1	  0	        10	58.90
20181103-152159	  1	  0	         9	58.90
20181103-152204	  1	  0	        22	58.90
20181103-152209	  1	  0	        14	58.89
20181103-152214	  1	  0	        11	58.89
20181103-152219	  3	  0	         5	58.89
20181103-152224	  2	  0	        15	58.90
20181103-152229	  1	  0	         5	58.90
20181103-152234	  1	  0	        18	58.90
20181103-152239	  1	  0	         9	58.89
20181103-152244	  1	  0	         7	58.90
20181103-152249	  1	  0	         7	58.89
20181103-152254	  4	  0	        11	58.90
20181103-152259	  1	  0	         5	58.90
20181103-152304	  1	  0	        14	58.90
20181103-152309	  1	  0	        13	58.90
20181103-152314	  1	  0	        11	58.89
20181103-152319	  1	  0	         5	58.88
20181103-152324	  2	  0	        15	58.90
20181103-152329	  1	  0	         5	58.98
20181103-152334	  2	  0	        13	58.98
20181103-152339	  2	  0	         7	58.97
20181103-152344	  1	  0	         6	58.92
20181103-152349	  8	  0	        10	58.90
20181103-152354	  3	  0	        10	58.91
20181103-152359	  1	  0	         5	58.91
20181103-152404	  1	  0	        19	58.91
20181103-152409	  1	  0	        13	58.91
20181103-152414	  1	  0	         5	58.87
20181103-152419	  1	  0	        15	58.86
20181103-152424	  2	  0	        10	58.86
20181103-152429	  1	  0	         7	58.87
20181103-152434	  1	  0	        17	58.86
20181103-152439	  1	  0	         7	58.87
20181103-152444	  1	  0	        11	58.87
20181103-152449	  1	  0	        13	58.87
20181103-152454	  1	  0	        11	58.87
20181103-152459	  1	  0	         5	58.87
20181103-152504	  1	  0	        18	58.87
20181103-152509	  1	  0	        13	58.88
20181103-152514	  1	  0	         8	58.87
20181103-152519	  1	  0	        15	59.61
20181103-152524	 65	  0	        11	59.79
20181103-152529	 94	  0	         5	59.85
20181103-152534	 66	  0	        12	60.20
20181103-152539	 63	  0	         9	60.74
20181103-152544	 58	  0	         7	60.60
20181103-152549	 62	  0	         7	61.01
20181103-152554	 62	  0	        10	61.24
20181103-152559	 50	  0	         6	61.32
20181103-152604	 47	  0	        17	61.26
20181103-152609	 49	  0	        13	60.99
20181103-152614	 42	  0	         9	60.99
20181103-152619	 37	  0	        10	61.05
20181103-152624	 30	  0	        10	61.30
20181103-152629	 42	  0	         5	61.39
20181103-152634	 49	  0	         9	61.52
20181103-152639	 47	  0	         7	61.00
20181103-152644	 49	  0	        11	61.06
20181103-152649	 48	  0	         7	61.39
20181103-152654	 48	  0	         8	61.45
20181103-152659	 62	  0	         5	61.58
20181103-152704	 65	  0	        17	61.34
20181103-152709	 75	  0	        16	61.59
20181103-152714	 61	  0	         5	61.66
20181103-152719	 64	  0	        11	61.53
20181103-152724	 59	  0	        13	61.56
20181103-152729	 49	  0	         5	59.60
20181103-152734	 10	  0	         8	59.49
20181103-152739	  1	  0	         9	59.39
20181103-152744	  1	  0	         6	59.27
20181103-152749	  1	  0	         5	59.18
20181103-152754	  1	  0	        12	59.12
20181103-152759	  1	  0	         5	59.06
20181103-152804	  1	  0	        13	59.06
20181103-152809	  1	  0	        15	59.05
20181103-152814	  1	  0	        10	59.05
20181103-152819	  1	  0	         5	59.02
20181103-152824	  2	  0	        10	59.03
20181103-152829	  1	  0	         7	59.06
20181103-152834	  1	  0	        11	59.07
20181103-152839	  2	  0	        10	59.07
20181103-152844	  1	  0	         9	59.07
20181103-152849	  1	  0	         8	59.16
20181103-152854	  2	  0	        12	59.16
20181103-152859	  2	  0	         5	59.15
20181103-152904	  1	  0	        22	59.15
20181103-152909	  1	  0	        18	59.15
20181103-152914	  1	  0	         9	59.14
20181103-152919	  1	  0	        35	59.08
20181103-152924	  7	  0	        16	59.08
20181103-152929	  1	  0	         5	59.09
20181103-152934	  1	  0	        19	59.08
20181103-152939	  1	  0	         8	59.10
20181103-152944	  1	  0	         8	59.10
20181103-152949	  1	  0	        12	59.10
20181103-152954	  1	  0	        12	59.10
20181103-152959	  1	  0	         5	59.10
20181103-153004	  1	  0	        14	59.10
20181103-153009	  1	  0	        16	59.10
20181103-153014	  1	  0	         9	59.10
20181103-153019	  1	  0	         9	59.09
20181103-153024	  2	  0	        13	59.09
20181103-153029	  1	  0	         5	59.10
20181103-153034	  1	  0	        14	59.10
20181103-153039	  1	  0	         8	59.09
20181103-153044	  1	  0	        10	59.10
20181103-153049	  1	  0	         9	59.09
20181103-153054	  1	  0	         8	59.10
20181103-153059	  1	  0	         5	59.10
20181103-153104	  1	  0	        20	59.09
20181103-153109	  1	  0	        13	59.09
20181103-153114	  2	  0	        11	59.09
20181103-153119	  1	  0	        10	59.08
20181103-153124	  2	  0	        13	59.09
20181103-153129	  1	  0	         5	59.09
20181103-153134	  1	  0	        18	59.09
20181103-153139	  1	  0	         7	59.09
20181103-153144	  1	  0	         6	59.10
20181103-153149	  1	  0	         9	59.09
20181103-153154	  1	  0	        11	59.10
20181103-153159	  1	  0	         5	59.10
20181103-153204	  1	  0	        13	59.09
20181103-153209	  1	  0	        13	59.09
20181103-153214	  1	  0	        11	59.09
20181103-153219	  1	  0	        12	59.09
20181103-153224	  2	  0	        10	59.09
20181103-153229	  1	  0	         7	59.15
20181103-153234	  1	  0	        14	59.11
20181103-153239	  2	  0	         7	59.12
20181103-153244	  1	  0	         7	59.13
20181103-153249	  6	  0	         9	59.12
20181103-153254	 17	  0	         5	59.11
20181103-153259	  1	  0	         8	59.11
20181103-153304	  1	  0	        24	59.11
20181103-153309	  1	  0	        13	59.20
20181103-153314	 23	  0	        11	59.35
20181103-153319	 89	  0	        10	59.41
20181103-153324	 72	  0	         5	59.41
20181103-153329	 52	  0	        11	59.41
20181103-153334	 26	  0	        17	59.44
20181103-153339	 71	  0	         9	59.37
20181103-153344	 43	  0	         9	59.59
20181103-153349	 49	  0	         6	59.49
20181103-153354	 69	  0	         5	59.39
20181103-153359	 15	  0	         9	60.31
20181103-153404	 67	  0	        15	60.10
20181103-153409	 63	  0	        13	59.95
20181103-153414	 12	  0	        13	60.03
20181103-153419	 76	  0	         8	59.93
20181103-153424	 46	  0	         5	59.89
20181103-153429	 36	  0	         9	59.81
20181103-153434	 71	  0	        14	59.73
20181103-153439	 27	  0	         7	59.73
20181103-153444	 61	  0	        11	59.67
20181103-153449	 71	  0	        13	59.62
20181103-153454	 10	  0	         6	60.05
20181103-153459	 74	  0	         8	59.99
20181103-153504	 46	  0	        21	59.84
20181103-153509	 34	  0	        13	59.68
20181103-153514	 69	  0	        14	59.61
20181103-153519	 30	  0	         7	59.90
20181103-153524	 59	  0	         5	59.79
20181103-153529	 13	  0	        11	59.68
20181103-153534	  1	  0	         6	59.57
20181103-153539	  1	  0	         8	59.48
20181103-153544	  1	  0	        12	59.37
20181103-153549	  1	  0	        11	59.21
20181103-153554	  1	  0	         7	59.15
20181103-153559	  1	  0	         9	59.12
20181103-153604	  1	  0	        15	59.11
20181103-153609	  1	  0	        14	59.10
20181103-153614	  1	  0	        14	59.11
20181103-153619	  1	  0	         6	59.10
20181103-153624	  2	  0	         5	59.09
20181103-153629	  1	  0	        13	59.44
20181103-153634	  6	  0	         6	59.23
20181103-153639	  1	  0	         8	59.18
20181103-153644	  1	  0	        10	59.18
20181103-153649	  1	  0	         6	59.18
20181103-153654	  1	  0	         5	59.17
20181103-153659	  3	  0	         9	59.12
20181103-153704	  2	  0	        19	59.13
20181103-153709	  1	  0	        16	59.51
20181103-153714	  3	  0	        13	59.12
20181103-153719	  2	  0	         6	59.12
20181103-153724	  5	  0	         5	59.12
20181103-153729	  3	  0	        13	59.12
20181103-153734	  1	  0	        10	59.15
20181103-153739	  1	  0	         9	59.12
20181103-153744	  1	  0	         9	59.12
20181103-153749	  1	  0	         9	59.13
20181103-153754	  1	  0	         5	59.12
20181103-153759	  1	  0	        10	59.12
20181103-153804	  1	  0	        15	59.12
20181103-153809	  1	  0	        14	59.11
20181103-153814	  1	  0	        13	59.13
20181103-153819	  1	  0	         6	59.11
20181103-153824	  2	  0	         7	59.12
20181103-153829	  1	  0	         9	59.12
20181103-153834	  1	  0	        14	59.12
20181103-153839	  1	  0	         8	59.12
20181103-153844	  1	  0	         8	59.36
20181103-153849	 12	  0	         8	59.59
20181103-153854	 60	  0	         5	59.74
20181103-153859	 61	  0	        10	59.78
20181103-153904	 61	  0	        19	59.79
20181103-153909	 62	  0	        14	59.82
20181103-153914	 62	  0	        13	59.83
20181103-153919	 62	  0	         9	59.88
20181103-153924	 62	  0	         9	60.44
20181103-153929	 64	  0	        18	65.41
20181103-153934	 68	  0	        19	62.22
20181103-153939	 72	  0	         8	61.13
20181103-153944	 67	  0	        10	60.95
20181103-153949	 66	  0	        16	60.73
20181103-153954	 66	  0	         5	60.54
20181103-153959	 66	  0	        14	60.50
20181103-154004	 66	  0	        23	60.36
20181103-154009	 66	  0	        16	60.36
20181103-154014	 66	  0	        13	60.34
20181103-154019	 66	  0	         9	60.31
20181103-154024	 67	  0	         5	59.84
20181103-154029	 59	  0	        15	59.73
20181103-154034	  1	  0	        16	59.67
20181103-154039	  1	  0	         9	59.59
20181103-154044	  1	  0	         8	59.54
20181103-154049	  1	  0	        11	59.48
20181103-154054	  1	  0	         9	59.42
20181103-154059	  1	  0	         8	59.36
20181103-154104	  1	  0	        19	59.35
20181103-154109	  1	  0	        15	59.35
20181103-154114	  1	  0	        13	59.35
20181103-154119	  1	  0	         6	59.33
20181103-154124	  2	  0	         5	59.34
20181103-154129	  1	  0	        14	59.33
20181103-154134	  1	  0	        16	59.31
20181103-154139	  1	  0	         8	59.31
20181103-154144	  1	  0	        11	59.31
20181103-154149	  1	  0	         7	59.31
20181103-154154	  1	  0	         7	59.31
20181103-154159	  1	  0	        10	59.30
20181103-154204	  1	  0	        12	59.30
20181103-154209	  1	  0	        15	59.30
20181103-154214	  1	  0	        12	59.30
20181103-154219	  1	  0	         8	59.29
20181103-154224	  2	  0	         7	59.29
20181103-154229	  1	  0	        11	59.29
20181103-154234	  1	  0	        16	59.36
20181103-154239	  2	  0	         8	59.31
20181103-154244	  1	  0	         8	59.30
20181103-154249	  1	  0	         6	59.30
20181103-154254	  1	  0	        10	59.31
20181103-154259	  5	  0	         8	59.33
20181103-154304	  7	  0	        17	59.33
20181103-154309	  1	  0	        14	59.34
20181103-154314	  1	  0	        13	59.33
20181103-154319	  1	  0	         5	59.33
20181103-154324	  2	  0	         9	59.33
20181103-154329	  1	  0	        15	59.39
20181103-154334	 39	  0	        15	59.40
20181103-154339	 48	  0	        10	59.43
20181103-154344	 48	  0	         9	59.47
20181103-154349	 48	  0	         8	59.49
20181103-154354	 48	  0	         5	59.51
20181103-154359	 48	  0	        10	59.51
20181103-154404	 54	  0	        15	59.56
20181103-154409	 56	  0	        17	59.58
20181103-154414	 56	  0	        12	59.62
20181103-154419	 57	  0	         9	59.63
20181103-154424	 46	  0	        13	59.58
20181103-154429	  1	  0	        11	59.52
20181103-154434	  1	  0	        19	59.47
20181103-154439	  2	  0	        13	59.43
20181103-154444	  1	  0	         9	59.38
20181103-154449	  1	  0	        16	59.36
20181103-154454	  1	  0	         5	59.34
20181103-154459	  1	  0	         9	59.33
20181103-154504	  1	  0	        21	59.33
20181103-154509	  1	  0	        14	59.33
20181103-154514	  1	  0	        15	59.33
20181103-154519	  1	  0	         8	59.32
20181103-154524	  2	  0	         5	59.32
20181103-154529	  1	  0	        11	59.32
20181103-154534	  1	  0	        16	59.32
20181103-154539	  1	  0	         8	59.33
20181103-154544	  1	  0	         9	59.32
20181103-154549	  1	  0	        16	59.33
20181103-154554	  1	  0	         5	59.33
20181103-154559	  1	  0	        10	59.33
20181103-154604	  1	  0	        12	59.32
20181103-154609	  1	  0	        14	59.33
20181103-154614	  1	  0	        12	59.32
20181103-154619	  1	  0	         9	59.45
20181103-154624	  2	  0	         6	59.32
20181103-154629	  1	  0	        12	59.33
20181103-154634	  1	  0	        12	59.32
20181103-154639	  1	  0	         8	59.33
20181103-154644	  1	  0	        12	59.32
20181103-154649	  1	  0	         6	59.33
20181103-154654	  1	  0	         5	59.33
20181103-154659	  1	  0	        10	59.33
20181103-154704	  1	  0	        17	59.33
20181103-154709	  1	  0	        15	59.33
20181103-154714	  1	  0	        14	59.32
20181103-154719	  1	  0	         7	59.32
20181103-154724	  2	  0	         5	59.32
20181103-154729	  1	  0	        13	59.33
20181103-154734	  1	  0	         7	59.32
20181103-154739	  1	  0	         8	59.33
20181103-154744	  1	  0	        11	59.32
20181103-154749	  1	  0	         6	59.31
20181103-154754	  1	  0	         5	59.31
20181103-154759	  1	  0	        10	59.32
20181103-154804	  1	  0	         5	59.32
20181103-154809	  1	  0	        27	59.32
20181103-154814	  1	  0	        11	59.33
20181103-154819	  1	  0	         9	59.33
20181103-154824	  1	  0	         8	59.32
20181103-154829	  2	  0	        13	59.32
20181103-154834	  1	  0	         5	59.32
20181103-154839	  1	  0	         7	59.32
20181103-154844	  1	  0	        12	59.32
20181103-154849	  1	  0	        15	59.32
20181103-154854	  1	  0	         5	59.32
20181103-154859	  1	  0	         8	59.32
20181103-154904	  1	  0	         6	59.33
20181103-154909	  1	  0	        29	59.32
20181103-154914	  1	  0	        14	59.32
20181103-154919	  1	  0	        14	59.33
20181103-154924	  1	  0	         5	59.33
20181103-154929	  2	  0	        13	59.33
20181103-154934	  1	  0	         5	59.33
20181103-154939	  1	  0	        12	59.33
20181103-154944	  1	  0	        11	59.33
20181103-154949	  1	  0	        15	59.33
20181103-154954	  1	  0	         8	59.32
20181103-154959	  1	  0	        10	59.33
20181103-155004	  1	  0	         5	59.32
20181103-155009	  1	  0	        23	59.33
20181103-155014	  1	  0	        10	59.33
20181103-155019	  1	  0	        12	59.33
20181103-155024	  1	  0	         5	59.32
20181103-155029	  2	  0	        14	59.32
20181103-155034	  1	  0	         5	59.33
20181103-155039	  1	  0	        10	59.33
20181103-155044	  1	  0	         8	59.33
20181103-155049	  1	  0	         7	59.33
20181103-155054	  1	  0	         5	59.32
20181103-155059	  1	  0	         8	59.32
20181103-155104	  1	  0	         8	59.32
20181103-155109	  1	  0	        19	59.33
20181103-155114	  1	  0	        11	59.33
20181103-155119	  1	  0	         8	59.33
20181103-155124	  1	  0	         5	59.32
20181103-155129	  2	  0	        11	59.32
20181103-155134	  1	  0	         5	59.32
20181103-155139	  1	  0	        16	59.32
20181103-155144	  1	  0	         7	59.32
20181103-155149	  1	  0	         7	59.32
20181103-155154	  1	  0	         5	59.33
20181103-155159	  1	  0	        10	59.32
20181103-155204	  1	  0	         5	59.33
20181103-155209	  1	  0	        19	59.33
20181103-155214	  1	  0	        13	59.32
20181103-155219	  1	  0	         7	59.32
20181103-155224	  1	  0	         5	59.33
20181103-155229	  2	  0	        10	59.33
20181103-155234	  1	  0	         5	59.32
20181103-155239	  1	  0	        10	59.33
20181103-155244	  1	  0	        10	59.33
20181103-155249	  1	  0	         7	59.33
20181103-155254	  1	  0	         5	59.33
20181103-155259	  1	  0	         8	59.33
20181103-155304	  1	  0	         9	59.33
20181103-155309	  1	  0	        30	59.33
20181103-155314	  1	  0	        14	59.32
20181103-155319	  1	  0	        11	59.33
20181103-155324	  1	  0	         5	59.32
20181103-155329	  2	  0	        19	59.32
20181103-155334	  1	  0	         7	59.33
20181103-155339	  1	  0	        17	59.32
20181103-155344	  1	  0	        12	59.32
20181103-155349	  1	  0	        26	59.33
20181103-155354	  1	  0	         8	59.33
20181103-155359	  1	  0	        10	59.32
20181103-155404	  1	  0	         7	59.32
20181103-155409	  1	  0	        18	59.33
20181103-155414	  1	  0	        13	59.33
20181103-155419	  1	  0	        11	59.33
20181103-155424	  1	  0	         5	59.32
20181103-155429	  2	  0	        13	59.33
20181103-155434	  1	  0	         6	59.32
20181103-155439	  1	  0	        14	59.32
20181103-155444	  1	  0	         9	59.32
20181103-155449	  1	  0	         7	59.33
20181103-155454	  1	  0	         5	59.32
20181103-155459	  1	  0	        12	59.33
20181103-155504	  1	  0	         6	59.33
20181103-155509	  1	  0	        24	59.33
20181103-155514	  1	  0	        21	59.32
20181103-155519	  1	  0	         7	59.33
20181103-155524	  1	  0	         5	59.33
20181103-155529	  2	  0	        11	59.33
20181103-155534	  1	  0	         9	59.33
20181103-155539	  1	  0	        17	59.33
20181103-155544	  1	  0	         9	59.33
20181103-155549	  1	  0	        10	59.33
20181103-155554	  1	  0	         5	59.33
20181103-155559	  1	  0	        13	59.32
20181103-155604	  1	  0	         5	59.33
20181103-155609	  1	  0	        21	59.33
20181103-155614	  1	  0	        15	59.33
20181103-155619	  1	  0	         7	59.33
20181103-155624	  1	  0	         5	59.32
20181103-155629	  2	  0	        13	59.32
20181103-155634	  1	  0	         5	59.32
20181103-155639	  1	  0	        12	59.33
20181103-155644	  1	  0	        10	59.33
20181103-155649	  1	  0	         8	59.33
20181103-155654	  1	  0	         6	59.33
20181103-155659	  1	  0	        11	59.33
20181103-155704	  1	  0	         5	59.33
20181103-155709	  1	  0	        24	59.34
20181103-155714	  1	  0	        13	59.33
20181103-155719	  1	  0	         9	59.33
20181103-155724	  1	  0	         7	59.33
20181103-155729	  2	  0	        14	59.32
20181103-155734	  1	  0	         5	59.33
20181103-155739	  1	  0	        19	59.32
20181103-155744	  1	  0	         9	59.33
20181103-155749	  1	  0	         7	59.32
20181103-155754	  2	  0	         9	59.32
20181103-155759	  1	  0	        10	59.33
20181103-155804	  1	  0	         5	59.33
20181103-155809	  1	  0	        18	59.33
20181103-155814	  1	  0	        13	59.33
20181103-155819	  1	  0	         7	59.33
20181103-155824	  1	  0	         7	59.33
20181103-155829	  2	  0	        14	59.32
20181103-155834	  1	  0	         5	59.33
20181103-155839	  1	  0	        12	59.44
