TIME	CPU	WCPU	IO	MEM
20181103-140649	  1	  0	         6	59.12
20181103-140654	  2	  0	        10	59.12
20181103-140659	  0	  0	         7	59.13
20181103-140704	  1	  0	         5	59.12
20181103-140709	  1	  0	        12	59.12
20181103-140714	  1	  0	        23	59.12
20181103-140719	  1	  0	        10	59.12
20181103-140724	  1	  0	         7	59.12
20181103-140729	  1	  0	        10	59.12
20181103-140734	  1	  0	         5	59.12
20181103-140739	  1	  0	         5	59.12
20181103-140744	  1	  0	        11	59.12
20181103-140749	  1	  0	         9	59.12
20181103-140754	  2	  0	         9	59.13
20181103-140759	  1	  0	         5	59.12
20181103-140804	  1	  0	         7	59.13
20181103-140809	  1	  0	        12	59.12
20181103-140814	  1	  0	        19	59.12
20181103-140819	  1	  0	         5	59.12
20181103-140824	  1	  0	         9	59.12
20181103-140829	  1	  0	         6	59.12
20181103-140834	  1	  0	         5	59.12
20181103-140839	  1	  0	         8	59.12
20181103-140844	  1	  0	        10	59.12
20181103-140849	  1	  0	         6	59.11
20181103-140854	  2	  0	         9	59.12
20181103-140859	  1	  0	         7	59.12
20181103-140904	  1	  0	         5	59.12
20181103-140909	  1	  0	        12	59.11
20181103-140914	  1	  0	        23	59.12
20181103-140919	  1	  0	        10	59.12
20181103-140924	  1	  0	         9	59.12
20181103-140929	  1	  0	         5	59.12
20181103-140934	  1	  0	         5	59.11
20181103-140939	  1	  0	         5	59.11
20181103-140944	  1	  0	        17	59.12
20181103-140949	  1	  0	        16	59.10
20181103-140954	  2	  0	         7	59.11
20181103-140959	  1	  0	         5	59.11
20181103-141004	  1	  0	         7	59.11
20181103-141009	  1	  0	        12	59.11
20181103-141014	  1	  0	        18	59.11
20181103-141019	  1	  0	         9	59.12
20181103-141024	  1	  0	         7	59.12
20181103-141029	  1	  0	         5	59.12
20181103-141034	  1	  0	        15	59.11
20181103-141039	  1	  0	         5	59.12
20181103-141044	  1	  0	        10	59.12
20181103-141049	  1	  0	        10	59.12
20181103-141054	  2	  0	         8	59.12
20181103-141059	  1	  0	         7	59.11
20181103-141104	  1	  0	         6	59.12
20181103-141109	  1	  0	        11	59.12
20181103-141114	  1	  0	        19	59.12
20181103-141119	  1	  0	        21	59.11
20181103-141124	  1	  0	         7	59.11
20181103-141129	  1	  0	         7	59.12
20181103-141134	  1	  0	         6	59.12
20181103-141139	  1	  0	         5	59.11
20181103-141144	  1	  0	        20	59.12
20181103-141149	  1	  0	         8	59.10
20181103-141154	  2	  0	         7	59.11
20181103-141159	  1	  0	         7	59.11
20181103-141204	  1	  0	         5	59.11
20181103-141209	  1	  0	        14	59.12
20181103-141214	  1	  0	        14	59.12
20181103-141219	  1	  0	         8	59.12
20181103-141224	  1	  0	        18	59.12
20181103-141229	  1	  0	         7	59.12
20181103-141234	  1	  0	         5	59.12
20181103-141239	  1	  0	         7	59.11
20181103-141244	  1	  0	        12	59.12
20181103-141249	  1	  0	        11	59.11
20181103-141254	  2	  0	        12	59.12
20181103-141259	  1	  0	         7	59.12
20181103-141304	  1	  0	         5	59.12
20181103-141309	  1	  0	        12	59.12
20181103-141314	  1	  0	        19	59.12
20181103-141319	  1	  0	         6	59.12
20181103-141324	  1	  0	        18	59.12
20181103-141329	  1	  0	         5	59.12
20181103-141334	  1	  0	         5	59.13
20181103-141339	  1	  0	         5	59.12
20181103-141344	  1	  0	        15	59.13
20181103-141349	  1	  0	         5	59.11
20181103-141354	  2	  0	        15	59.11
20181103-141359	  1	  0	         5	59.11
20181103-141404	  1	  0	         5	59.10
20181103-141409	  1	  0	        12	59.11
20181103-141414	  1	  0	        23	59.12
20181103-141419	  1	  0	         6	59.12
20181103-141424	  1	  0	         7	59.12
20181103-141429	  1	  0	         7	59.12
20181103-141434	  0	  0	         5	59.12
20181103-141439	  1	  0	         5	59.12
20181103-141444	  1	  0	        12	59.12
20181103-141449	  1	  0	        12	59.12
20181103-141454	  2	  0	        22	59.12
20181103-141459	  0	  0	         7	59.12
20181103-141504	  1	  0	        10	59.12
20181103-141509	  1	  0	        12	59.13
20181103-141514	  1	  0	        22	59.12
20181103-141519	  1	  0	         5	59.12
20181103-141524	  1	  0	         8	59.12
20181103-141529	  1	  0	         5	59.13
20181103-141534	  1	  0	         7	59.11
20181103-141539	  1	  0	         9	59.12
20181103-141544	  1	  0	        12	59.12
20181103-141549	  1	  0	         5	59.11
20181103-141554	  2	  0	        14	59.12
20181103-141559	  1	  0	         5	59.12
20181103-141604	  1	  0	         5	59.12
20181103-141609	  1	  0	        16	59.12
20181103-141614	  1	  0	        22	59.12
20181103-141619	  1	  0	         5	59.12
20181103-141624	  1	  0	         7	59.12
20181103-141629	  0	  0	         6	59.12
20181103-141634	  1	  0	         9	59.12
20181103-141639	  1	  0	         6	59.13
20181103-141644	  1	  0	        17	59.13
20181103-141649	  1	  0	         5	59.11
20181103-141654	  2	  0	        10	59.11
20181103-141659	  1	  0	         7	59.12
20181103-141704	  1	  0	         7	59.12
20181103-141709	  1	  0	        14	59.12
20181103-141714	  1	  0	        17	59.11
20181103-141719	  1	  0	         5	59.12
20181103-141724	  1	  0	        24	59.12
20181103-141729	  1	  0	         6	59.12
20181103-141734	  1	  0	         5	59.12
20181103-141739	  1	  0	         7	59.12
20181103-141744	  1	  0	        17	59.12
20181103-141749	  1	  0	         5	59.10
20181103-141754	  2	  0	         9	59.11
20181103-141759	  1	  0	         7	59.12
20181103-141804	  1	  0	         6	59.12
20181103-141809	  1	  0	        14	59.13
20181103-141814	  1	  0	        15	59.12
20181103-141819	  1	  0	         5	59.12
20181103-141824	  1	  0	        16	59.12
20181103-141829	  1	  0	         7	59.12
20181103-141834	  1	  0	         5	59.12
20181103-141839	  1	  0	         8	59.12
20181103-141844	  1	  0	        10	59.12
20181103-141849	  1	  0	        11	59.12
20181103-141854	  2	  0	        10	59.12
20181103-141859	  1	  0	         7	59.12
20181103-141904	  1	  0	         6	59.12
20181103-141909	  1	  0	        14	59.12
20181103-141914	  1	  0	        16	59.12
20181103-141919	  1	  0	         5	59.11
20181103-141924	  1	  0	        23	59.12
20181103-141929	  1	  0	         7	59.12
20181103-141934	  1	  0	         6	59.12
20181103-141939	  1	  0	         7	59.12
20181103-141944	  1	  0	        13	59.12
20181103-141949	  1	  0	        17	59.11
20181103-141954	  2	  0	         9	59.12
20181103-141959	  1	  0	         7	59.12
20181103-142004	  1	  0	         6	59.12
20181103-142009	  1	  0	        14	59.11
20181103-142014	  1	  0	        15	59.11
20181103-142019	  1	  0	         5	59.12
20181103-142024	  1	  0	        15	59.12
20181103-142029	  1	  0	         5	59.12
20181103-142034	  1	  0	        11	59.12
20181103-142039	  1	  0	         5	59.12
20181103-142044	  1	  0	        10	59.12
20181103-142049	  1	  0	         5	59.11
20181103-142054	  2	  0	        11	59.12
20181103-142059	  1	  0	         6	59.12
20181103-142104	  1	  0	         6	59.12
20181103-142109	  1	  0	        12	59.11
20181103-142114	  1	  0	        20	59.12
20181103-142119	  1	  0	         5	59.12
20181103-142124	  1	  0	        12	59.11
20181103-142129	  1	  0	         9	59.12
20181103-142134	  1	  0	         6	59.11
20181103-142139	  1	  0	         6	59.12
20181103-142144	  1	  0	        11	59.12
20181103-142149	  1	  0	         5	59.12
20181103-142154	  2	  0	        11	59.12
20181103-142159	  1	  0	        11	59.12
20181103-142204	  1	  0	         7	59.12
20181103-142209	  1	  0	        12	59.12
20181103-142214	  1	  0	        20	59.12
20181103-142219	  1	  0	         5	59.12
20181103-142224	  1	  0	         7	59.12
20181103-142229	  1	  0	         8	59.12
20181103-142234	  1	  0	         5	59.12
20181103-142239	  1	  0	         7	59.13
20181103-142244	  1	  0	        10	59.12
20181103-142249	  1	  0	         5	59.11
20181103-142254	  2	  0	         8	59.11
20181103-142259	  1	  0	        10	59.12
20181103-142304	  1	  0	         5	59.11
20181103-142309	  1	  0	        13	59.12
20181103-142314	  1	  0	        23	59.11
20181103-142319	  1	  0	         5	59.11
20181103-142324	  1	  0	        12	59.12
20181103-142329	  1	  0	         8	59.11
20181103-142334	  1	  0	         5	59.12
20181103-142339	  1	  0	         5	59.12
20181103-142344	  1	  0	        14	59.12
20181103-142349	  1	  0	         5	59.11
20181103-142354	  2	  0	        12	59.12
20181103-142359	  1	  0	         5	59.12
20181103-142404	  1	  0	         5	59.12
20181103-142409	  1	  0	        13	59.12
20181103-142414	  1	  0	        22	59.12
20181103-142419	  1	  0	         5	59.12
20181103-142424	  1	  0	        10	59.12
20181103-142429	  1	  0	         6	59.12
20181103-142434	  1	  0	         5	59.12
20181103-142439	  1	  0	         7	59.11
20181103-142444	  1	  0	        17	59.12
20181103-142449	  1	  0	        12	59.12
20181103-142454	  2	  0	        11	59.12
20181103-142459	  1	  0	         5	59.13
20181103-142504	  1	  0	         6	59.13
20181103-142509	  1	  0	        15	59.12
20181103-142514	  1	  0	        17	59.13
20181103-142519	  1	  0	         5	59.12
20181103-142524	  1	  0	        22	59.11
20181103-142529	  1	  0	         6	59.11
20181103-142534	  1	  0	         7	59.12
20181103-142539	  1	  0	         7	59.12
20181103-142544	  1	  0	        18	59.12
20181103-142549	  1	  0	         8	59.12
20181103-142554	  2	  0	        14	59.12
20181103-142559	  1	  0	         5	59.12
20181103-142604	  1	  0	         7	59.12
20181103-142609	  1	  0	        13	59.12
20181103-142614	  1	  0	        16	59.12
20181103-142619	  1	  0	         5	59.12
20181103-142624	  1	  0	        10	59.12
20181103-142629	  1	  0	         5	59.12
20181103-142634	  1	  0	         7	59.11
20181103-142639	  1	  0	         6	59.12
20181103-142644	  1	  0	        18	59.12
20181103-142649	  1	  0	         7	59.11
20181103-142654	  2	  0	        21	59.11
20181103-142659	  1	  0	         5	59.12
20181103-142704	  1	  0	         7	59.12
20181103-142709	  1	  0	        12	59.12
20181103-142714	  1	  0	        18	59.12
20181103-142719	  1	  0	         7	59.12
20181103-142724	  1	  0	        18	59.12
20181103-142729	  1	  0	         5	59.12
20181103-142734	  1	  0	         7	59.12
20181103-142739	  1	  0	         5	59.12
20181103-142744	  1	  0	        18	59.12
20181103-142749	  1	  0	         6	59.11
20181103-142754	  2	  0	        18	59.12
20181103-142759	  1	  0	         5	59.12
20181103-142804	  1	  0	         9	59.12
20181103-142809	  1	  0	        12	59.12
20181103-142814	  1	  0	        16	59.12
20181103-142819	  3	  0	         6	59.12
20181103-142824	  1	  0	         9	59.13
20181103-142829	  1	  0	         5	59.13
20181103-142834	  1	  0	         7	59.12
20181103-142839	  1	  0	         5	59.13
20181103-142844	  1	  0	        17	59.13
20181103-142849	  1	  0	         5	59.11
20181103-142854	  2	  0	        13	59.12
20181103-142859	  1	  0	         5	59.11
20181103-142904	  1	  0	         9	59.12
20181103-142909	  1	  0	        12	59.12
20181103-142914	  1	  0	         9	59.12
20181103-142919	  1	  0	        12	59.11
20181103-142924	  1	  0	        17	59.11
20181103-142929	  1	  0	         5	59.11
20181103-142934	  1	  0	         5	59.12
20181103-142939	  1	  0	         6	59.12
20181103-142944	  1	  0	        12	59.12
20181103-142949	  1	  0	        17	59.12
20181103-142954	  2	  0	        12	59.12
20181103-142959	  1	  0	         7	59.12
20181103-143004	  1	  0	         5	59.12
20181103-143009	  1	  0	        12	59.12
20181103-143014	  1	  0	        14	59.12
20181103-143019	  1	  0	        11	59.12
20181103-143024	  1	  0	         7	59.12
20181103-143029	  1	  0	         7	59.12
20181103-143034	  1	  0	         5	59.13
20181103-143039	  1	  0	        10	59.12
20181103-143044	  1	  0	         9	59.13
20181103-143049	  1	  0	         9	59.12
20181103-143054	  2	  0	        18	59.13
20181103-143059	  1	  0	         9	59.13
20181103-143104	  1	  0	         5	59.12
20181103-143109	  1	  0	        12	59.13
20181103-143114	  1	  0	        13	59.13
20181103-143119	  1	  0	        13	59.12
20181103-143124	  1	  0	         6	59.12
20181103-143129	  1	  0	         7	59.13
20181103-143134	  1	  0	         8	59.12
20181103-143139	  1	  0	         6	59.13
20181103-143144	  1	  0	         7	59.13
20181103-143149	  1	  0	        12	59.12
20181103-143154	  2	  0	        13	59.12
20181103-143159	  1	  0	         7	59.12
20181103-143204	  1	  0	         5	59.12
20181103-143209	  1	  0	        16	59.12
20181103-143214	  1	  0	        12	59.12
20181103-143219	  1	  0	        13	59.13
20181103-143224	  1	  0	         6	59.13
20181103-143229	  1	  0	         8	59.13
20181103-143234	  1	  0	         5	59.12
20181103-143239	  1	  0	         5	59.12
20181103-143244	  1	  0	        10	59.12
20181103-143249	  1	  0	        10	59.12
20181103-143254	  1	  0	         9	59.12
20181103-143259	  1	  0	         7	59.13
20181103-143304	  1	  0	         5	59.13
20181103-143309	  1	  0	        15	59.12
20181103-143314	  1	  0	        12	59.13
20181103-143319	  1	  0	        15	59.13
20181103-143324	  1	  0	        12	59.12
20181103-143329	  1	  0	         7	59.12
20181103-143334	  1	  0	         5	59.11
20181103-143339	  1	  0	        10	59.12
20181103-143344	  1	  0	         5	59.12
20181103-143349	  1	  0	        13	59.12
20181103-143354	  2	  0	        11	59.13
20181103-143359	  1	  0	         7	59.12
20181103-143404	  1	  0	         7	59.12
20181103-143409	  1	  0	        19	59.13
20181103-143414	  1	  0	        12	59.12
20181103-143419	  1	  0	        13	59.12
20181103-143424	  1	  0	         6	59.13
20181103-143429	  1	  0	         9	59.13
20181103-143434	  1	  0	         6	59.12
20181103-143439	  1	  0	         7	59.13
20181103-143444	  1	  0	         5	59.13
20181103-143449	  1	  0	        17	59.12
20181103-143454	  2	  0	         6	59.12
20181103-143459	  1	  0	         7	59.12
20181103-143504	  1	  0	        10	59.12
20181103-143509	  1	  0	        13	59.13
20181103-143514	  1	  0	        11	59.12
20181103-143519	  1	  0	        15	59.13
20181103-143524	  1	  0	        10	59.13
20181103-143529	  1	  0	         7	59.13
20181103-143534	  1	  0	         5	59.13
20181103-143539	  1	  0	        15	59.13
20181103-143544	  1	  0	         5	59.13
20181103-143549	  1	  0	        11	59.13
20181103-143554	  2	  0	         9	59.12
20181103-143559	  1	  0	         7	59.12
20181103-143604	  1	  0	         9	59.12
20181103-143609	  1	  0	        12	59.13
20181103-143614	  1	  0	        12	59.13
20181103-143619	  1	  0	        13	59.13
20181103-143624	  1	  0	         7	59.13
20181103-143629	  1	  0	         7	59.12
20181103-143634	  1	  0	         9	59.12
20181103-143639	  1	  0	         6	59.13
20181103-143644	  1	  0	         7	59.13
20181103-143649	  1	  0	         9	59.12
20181103-143654	  2	  0	         6	59.13
20181103-143659	  1	  0	         7	59.12
20181103-143704	  1	  0	         8	59.12
20181103-143709	  1	  0	        12	59.12
20181103-143714	  1	  0	        12	59.12
20181103-143719	  1	  0	        16	59.13
20181103-143724	  1	  0	        10	59.12
20181103-143729	  1	  0	         7	59.12
20181103-143734	  1	  0	         8	59.12
20181103-143739	  1	  0	         5	59.12
20181103-143744	  1	  0	         5	59.12
20181103-143749	  1	  0	        12	59.11
20181103-143754	  2	  0	        12	59.13
20181103-143759	  1	  0	         9	59.13
20181103-143804	  1	  0	         5	59.13
20181103-143809	  1	  0	        13	59.12
20181103-143814	  1	  0	        12	59.12
20181103-143819	  1	  0	        13	59.12
20181103-143824	  1	  0	         6	59.12
20181103-143829	  1	  0	         9	59.13
20181103-143834	  1	  0	         5	59.12
20181103-143839	  1	  0	         5	59.13
20181103-143844	  1	  0	         5	59.91
20181103-143849	 34	  0	        10	60.16
20181103-143854	 71	  0	         6	60.15
20181103-143859	 72	  0	        11	60.29
20181103-143904	 75	  0	         7	60.32
20181103-143909	 78	  0	        12	60.42
20181103-143914	 83	  0	        12	60.40
20181103-143919	 82	  0	        17	60.28
20181103-143924	 81	  0	        10	60.12
20181103-143929	 84	  0	         9	60.34
20181103-143934	 82	  0	         6	60.27
20181103-143939	 83	  0	         8	60.28
20181103-143944	 81	  0	         7	60.07
20181103-143949	 79	  0	        18	60.26
20181103-143954	 81	  0	        13	60.23
20181103-143959	 80	  0	         7	60.22
20181103-144004	 82	  0	         7	60.19
20181103-144009	 81	  0	        12	60.39
20181103-144014	 80	  0	        14	60.27
20181103-144019	 82	  0	        11	60.13
20181103-144024	 82	  0	         6	59.81
20181103-144029	 50	  0	         9	59.71
20181103-144034	  1	  0	         6	59.60
20181103-144039	  1	  0	         9	59.52
20181103-144044	  1	  0	         8	59.44
20181103-144049	  1	  0	        10	59.34
20181103-144054	  1	  0	         9	59.25
20181103-144059	  2	  0	         7	59.18
20181103-144104	  1	  0	         7	59.18
20181103-144109	  1	  0	        13	59.17
20181103-144114	  1	  0	        12	59.17
20181103-144119	  1	  0	        17	59.17
20181103-144124	  1	  0	        11	59.17
20181103-144129	  1	  0	         7	59.17
20181103-144134	  1	  0	         5	59.17
20181103-144139	  1	  0	         6	59.17
20181103-144144	  1	  0	         5	59.17
20181103-144149	  1	  0	        12	59.18
20181103-144154	  1	  0	        15	59.15
20181103-144159	  2	  0	         5	59.15
20181103-144204	  1	  0	         7	59.16
20181103-144209	  1	  0	        12	59.16
20181103-144214	  1	  0	        12	59.16
20181103-144219	  1	  0	        10	59.16
20181103-144224	  1	  0	        10	59.17
20181103-144229	  1	  0	         7	59.16
20181103-144234	  1	  0	         7	59.16
20181103-144239	  1	  0	         5	59.16
20181103-144244	  1	  0	         5	59.15
20181103-144249	  1	  0	        12	59.15
20181103-144254	  1	  0	        20	59.15
20181103-144259	  2	  0	         5	59.16
20181103-144304	  1	  0	         9	59.16
20181103-144309	  1	  0	        12	59.16
20181103-144314	  1	  0	        12	59.16
20181103-144319	  1	  0	        11	59.16
20181103-144324	  1	  0	        20	59.16
20181103-144329	  1	  0	         5	59.15
20181103-144334	  1	  0	         7	59.15
20181103-144339	  1	  0	         8	59.16
20181103-144344	  1	  0	         5	59.15
20181103-144349	  1	  0	        12	59.16
20181103-144354	  1	  0	         7	59.15
20181103-144359	  2	  0	        12	59.16
20181103-144404	  1	  0	         7	59.16
20181103-144409	  1	  0	        12	59.15
20181103-144414	  1	  0	        14	59.16
20181103-144419	  1	  0	        13	59.16
20181103-144424	  1	  0	         7	59.15
20181103-144429	  1	  0	        12	59.15
20181103-144434	  1	  0	         7	59.15
20181103-144439	  1	  0	         5	59.16
20181103-144444	  1	  0	         9	59.16
20181103-144449	  1	  0	        17	59.16
20181103-144454	  1	  0	         7	59.15
20181103-144459	  2	  0	        18	59.16
20181103-144504	  1	  0	         7	59.15
20181103-144509	  1	  0	        12	59.16
20181103-144514	  1	  0	        12	59.16
20181103-144519	  1	  0	        18	59.15
20181103-144524	  1	  0	         7	59.15
20181103-144529	  1	  0	        15	59.15
20181103-144534	  1	  0	         8	59.16
20181103-144539	  1	  0	         8	59.15
20181103-144544	  1	  0	         9	59.15
20181103-144549	  1	  0	        10	59.15
20181103-144554	  1	  0	         9	59.14
20181103-144559	  2	  0	        12	59.14
20181103-144604	  1	  0	         9	59.14
20181103-144609	  1	  0	        12	59.14
20181103-144614	  1	  0	        14	59.14
20181103-144619	  1	  0	        10	59.14
20181103-144624	  1	  0	         7	59.14
20181103-144629	  1	  0	         7	59.14
20181103-144634	  1	  0	         7	59.14
20181103-144639	  1	  0	         5	59.17
20181103-144644	  2	  0	        11	59.18
20181103-144649	  1	  0	        10	59.74
20181103-144654	 20	  0	        15	57.92
20181103-144659	  5	  0	        27	57.92
20181103-144704	  1	  0	        11	57.92
20181103-144709	  1	  0	        16	57.92
20181103-144714	  1	  0	        14	57.92
20181103-144719	  1	  0	        11	57.93
20181103-144724	  1	  0	        11	57.92
20181103-144729	  1	  0	        11	57.92
20181103-144734	  0	  0	         9	57.92
20181103-144739	  1	  0	        38	57.92
20181103-144744	  1	  0	         5	57.92
20181103-144749	  1	  0	        10	57.93
20181103-144754	  0	  0	         7	57.92
20181103-144759	  1	  0	        16	57.92
20181103-144804	  1	  0	         5	57.92
20181103-144809	  1	  0	        16	57.92
20181103-144814	  1	  0	        14	57.92
20181103-144819	  1	  0	        10	57.92
20181103-144824	  0	  0	         7	57.92
20181103-144829	  0	  0	        10	57.91
20181103-144834	  1	  0	         8	57.92
20181103-144839	  1	  0	         7	57.92
20181103-144844	  1	  0	         8	57.93
20181103-144849	  0	  0	         8	57.93
20181103-144854	  1	  0	         7	57.92
20181103-144859	  1	  0	        11	57.92
20181103-144904	  0	  0	         7	57.92
20181103-144909	  1	  0	        13	57.92
20181103-144914	  1	  0	        11	57.92
20181103-144919	  0	  0	        14	57.92
20181103-144924	  1	  0	         7	57.91
20181103-144929	  1	  0	         7	57.91
20181103-144934	  1	  0	         5	57.92
20181103-144939	  1	  0	         7	57.93
20181103-144944	  1	  0	         7	57.92
20181103-144949	  1	  0	        16	57.92
20181103-144954	  1	  0	        11	57.93
20181103-144959	  1	  0	         7	57.92
20181103-145004	  1	  0	         5	57.92
20181103-145009	  1	  0	        14	57.92
20181103-145014	  1	  0	        13	57.92
20181103-145019	  1	  0	        11	57.92
20181103-145024	  1	  0	         7	57.92
20181103-145029	  1	  0	        14	57.93
20181103-145034	  1	  0	         5	57.92
20181103-145039	  1	  0	        12	57.93
20181103-145044	  1	  0	         5	57.93
20181103-145049	  1	  0	         8	57.93
20181103-145054	  1	  0	        10	57.92
20181103-145059	  1	  0	        15	57.92
20181103-145104	  1	  0	         7	57.92
20181103-145109	  1	  0	        14	57.93
20181103-145114	  1	  0	        10	57.93
20181103-145119	  1	  0	        13	57.92
20181103-145124	  1	  0	         9	57.93
20181103-145129	  1	  0	        12	57.92
20181103-145134	  1	  0	         6	57.92
20181103-145139	  1	  0	         9	57.92
20181103-145144	  1	  0	         5	57.92
20181103-145149	  1	  0	        10	57.92
20181103-145154	  1	  0	        10	57.92
20181103-145159	  0	  0	        19	57.92
20181103-145204	  1	  0	         7	57.92
20181103-145209	  1	  0	        13	57.92
20181103-145214	  1	  0	        15	57.93
20181103-145219	  1	  0	        10	57.93
20181103-145224	  1	  0	         9	57.92
20181103-145229	  1	  0	        15	57.92
20181103-145234	  1	  0	         5	57.92
20181103-145239	  1	  0	         7	57.92
20181103-145244	  1	  0	         9	57.92
20181103-145249	  1	  0	         9	57.92
20181103-145254	  1	  0	         8	57.92
20181103-145259	  0	  0	        12	57.92
20181103-145304	  0	  0	         7	57.93
20181103-145309	  1	  0	        13	57.92
20181103-145314	  0	  0	        11	57.92
20181103-145319	  0	  0	        15	57.92
20181103-145324	  1	  0	         9	57.92
20181103-145329	  0	  0	        12	57.92
20181103-145334	  1	  0	         5	57.92
20181103-145339	  1	  0	         7	57.93
20181103-145344	  1	  0	         6	57.92
20181103-145349	  0	  0	        14	57.92
20181103-145354	  1	  0	         9	57.93
20181103-145359	  1	  0	        19	57.93
20181103-145404	  1	  0	         5	57.93
20181103-145409	  1	  0	        14	57.93
20181103-145414	  1	  0	        14	57.93
20181103-145419	  0	  0	        13	57.92
20181103-145424	  1	  0	         5	57.93
20181103-145429	  0	  0	        19	57.92
20181103-145434	  0	  0	         5	57.92
20181103-145439	  1	  0	         7	57.92
20181103-145444	  1	  0	         6	57.92
20181103-145449	  0	  0	        18	57.92
20181103-145454	  1	  0	         5	57.93
20181103-145459	  0	  0	        16	57.92
20181103-145504	  1	  0	         8	57.92
20181103-145509	  1	  0	        13	57.93
20181103-145514	  1	  0	        11	57.93
20181103-145519	  0	  0	        14	57.92
20181103-145524	  1	  0	         5	57.92
20181103-145529	  1	  0	        14	57.92
20181103-145534	  0	  0	         5	57.92
20181103-145539	  1	  0	         9	57.92
20181103-145544	  1	  0	        10	57.92
20181103-145549	  0	  0	        10	57.92
20181103-145554	  1	  0	         5	57.92
20181103-145559	  0	  0	        22	57.90
20181103-145604	  1	  0	        43	57.90
20181103-145609	  1	  0	        14	58.56
20181103-145614	  8	  0	        18	59.00
20181103-145619	 31	  0	        79	58.92
20181103-145624	  1	  0	         5	58.88
20181103-145629	  3	  0	        69	58.85
20181103-145634	  1	  0	         5	58.83
20181103-145639	  1	  0	         7	58.83
20181103-145644	  1	  0	        14	58.82
20181103-145649	  1	  0	       913	58.82
20181103-145654	  3	  0	         5	58.83
20181103-145659	  1	  0	        26	58.83
20181103-145704	  1	  0	         5	58.83
20181103-145709	  1	  0	        17	58.83
20181103-145714	  1	  0	         9	58.82
20181103-145719	  2	  0	        13	58.82
20181103-145724	  1	  0	         8	58.83
20181103-145729	  4	  0	        47	58.83
20181103-145734	  1	  0	         5	58.83
20181103-145739	  4	  0	        11	58.83
20181103-145744	  1	  0	         6	58.83
20181103-145749	  1	  0	        10	58.83
20181103-145754	  1	  0	         7	58.82
20181103-145759	  3	  0	        17	58.83
20181103-145804	  1	  0	         5	58.82
20181103-145809	  3	  0	        16	58.82
20181103-145814	  1	  0	        10	58.82
20181103-145819	  4	  0	        10	58.83
20181103-145824	  1	  0	         9	58.82
20181103-145829	  1	  0	        21	58.82
20181103-145834	  1	  0	         5	58.84
20181103-145839	  1	  0	         9	58.83
20181103-145844	  1	  0	         5	58.83
20181103-145849	  1	  0	         9	58.83
20181103-145854	  1	  0	         9	58.83
20181103-145859	  1	  0	        17	58.84
20181103-145904	  1	  0	         7	58.84
20181103-145909	  1	  0	        15	58.83
20181103-145914	  1	  0	        11	58.82
20181103-145919	  2	  0	        11	58.82
20181103-145924	  1	  0	         8	58.83
20181103-145929	  1	  0	        13	58.83
20181103-145934	  1	  0	         5	58.83
20181103-145939	  1	  0	         7	59.46
20181103-145944	  4	  0	        14	58.84
20181103-145949	  1	  0	        16	58.84
20181103-145954	  1	  0	         5	58.83
20181103-145959	  1	  0	        15	58.84
20181103-150004	  1	  0	         5	58.83
20181103-150009	  1	  0	        14	58.83
20181103-150014	  1	  0	        22	58.82
20181103-150019	  2	  0	        10	58.82
20181103-150024	  1	  0	         5	58.83
20181103-150029	  1	  0	        18	58.83
