TIME	CPU	WCPU	IO	MEM
20181103-150019	  1	  0	        33	56.36
20181103-150024	  1	  0	         7	56.35
20181103-150029	  0	  0	         5	56.36
20181103-150034	  1	  0	         5	56.35
20181103-150039	  1	  0	         6	56.35
20181103-150044	  1	  0	        13	56.35
20181103-150049	  2	  0	        18	56.36
20181103-150054	  1	  0	         8	56.36
20181103-150059	  1	  0	         5	56.35
20181103-150104	  1	  0	         5	56.36
20181103-150109	  1	  0	         6	56.35
20181103-150114	  1	  0	        19	56.35
20181103-150119	  1	  0	        23	56.36
20181103-150124	  1	  0	         8	56.36
20181103-150129	  1	  0	         5	56.35
20181103-150134	  1	  0	         5	56.36
20181103-150139	  1	  0	         6	56.35
20181103-150144	  1	  0	        10	56.36
20181103-150149	  2	  0	        11	56.36
20181103-150154	  1	  0	         7	56.36
20181103-150159	  0	  0	         7	56.36
20181103-150204	  0	  0	         5	56.36
20181103-150209	  0	  0	         6	56.36
20181103-150214	  0	  0	         8	56.36
20181103-150219	  1	  0	        23	56.36
20181103-150224	  1	  0	         7	56.36
20181103-150229	  0	  0	         5	56.36
20181103-150234	  1	  0	         7	56.36
20181103-150239	  1	  0	        10	56.37
20181103-150244	  0	  0	        19	56.35
20181103-150249	  2	  0	         7	56.35
20181103-150254	  1	  0	         8	56.36
20181103-150259	  1	  0	         5	56.36
20181103-150304	  0	  0	         5	56.37
20181103-150309	  1	  0	        13	56.36
20181103-150314	  1	  0	        17	56.36
20181103-150319	  1	  0	        21	56.37
20181103-150324	  1	  0	         7	56.36
20181103-150329	  0	  0	         5	56.35
20181103-150334	  1	  0	         5	56.36
20181103-150339	  1	  0	         6	56.37
20181103-150344	  0	  0	        10	56.36
20181103-150349	  2	  0	         8	56.36
20181103-150354	  1	  0	         7	56.36
20181103-150359	  0	  0	         9	56.35
20181103-150404	  0	  0	         8	56.36
20181103-150409	  1	  0	        12	56.36
20181103-150414	  1	  0	        20	56.36
20181103-150419	  1	  0	        24	56.35
20181103-150424	  0	  0	        12	56.36
20181103-150429	  0	  0	         8	56.36
20181103-150434	  1	  0	         8	56.36
20181103-150439	  0	  0	        11	56.35
20181103-150444	  1	  0	        16	56.36
20181103-150449	  2	  0	         8	56.36
20181103-150454	  1	  0	        13	56.36
20181103-150459	  1	  0	         8	56.35
20181103-150504	  1	  0	         8	56.35
20181103-150509	  1	  0	        10	56.36
20181103-150514	  0	  0	        13	56.35
20181103-150519	  1	  0	        18	56.35
20181103-150524	  1	  0	        12	56.35
20181103-150529	  1	  0	        11	56.35
20181103-150534	  1	  0	         8	56.35
20181103-150539	  1	  0	         9	56.35
20181103-150544	  1	  0	        15	56.33
20181103-150549	  2	  0	         5	56.35
20181103-150554	  1	  0	         8	56.36
20181103-150559	  1	  0	         5	56.35
20181103-150604	  1	  0	         9	56.35
20181103-150609	  1	  0	         5	56.35
20181103-150614	  1	  0	        21	56.35
20181103-150619	  1	  0	        17	56.35
20181103-150624	  1	  0	         9	56.35
20181103-150629	  0	  0	         4	56.35
20181103-150634	  1	  0	         9	56.36
20181103-150639	  0	  0	         6	56.36
20181103-150644	  1	  0	        16	56.34
20181103-150649	  2	  0	         5	56.35
20181103-150654	  1	  0	         8	56.35
20181103-150659	  0	  0	         5	56.35
20181103-150704	  1	  0	         7	56.36
20181103-150709	  0	  0	         5	56.36
20181103-150714	  1	  0	        15	56.35
20181103-150719	  1	  0	        15	56.35
20181103-150724	  0	  0	         9	56.35
20181103-150729	  1	  0	         5	56.34
20181103-150734	  1	  0	         7	56.35
20181103-150739	  1	  0	         5	56.35
20181103-150744	  1	  0	        15	56.34
20181103-150749	  2	  0	         7	56.34
20181103-150754	  1	  0	         8	56.35
20181103-150759	  1	  0	         7	56.35
20181103-150804	  1	  0	         5	56.35
20181103-150809	  1	  0	         5	56.35
20181103-150814	  0	  0	        20	56.36
20181103-150819	  1	  0	        15	56.35
20181103-150824	  1	  0	        12	56.36
20181103-150829	  1	  0	         5	56.36
20181103-150834	  1	  0	         6	56.36
20181103-150839	  1	  0	         5	56.36
20181103-150844	  1	  0	        16	56.34
20181103-150849	  2	  0	         5	56.35
20181103-150854	  1	  0	         8	56.35
20181103-150859	  1	  0	         9	56.34
20181103-150904	  0	  0	         5	56.35
20181103-150909	  1	  0	         5	56.35
20181103-150914	  0	  0	        13	56.35
20181103-150919	  1	  0	        15	56.35
20181103-150924	  1	  0	         9	56.35
20181103-150929	  0	  0	         8	56.35
20181103-150934	  1	  0	         6	56.36
20181103-150939	  1	  0	         5	56.35
20181103-150944	  1	  0	        16	56.35
20181103-150949	  2	  0	         5	56.35
20181103-150954	  1	  0	         8	56.35
20181103-150959	  1	  0	         8	56.35
20181103-151004	  0	  0	         5	56.35
20181103-151009	  1	  0	         6	56.36
20181103-151014	  1	  0	        23	56.36
20181103-151019	  1	  0	        18	56.35
20181103-151024	  0	  0	         9	56.35
20181103-151029	  1	  0	         8	56.36
20181103-151034	  1	  0	         5	56.35
20181103-151039	  0	  0	         5	56.36
20181103-151044	  1	  0	        19	56.36
20181103-151049	  2	  0	         5	56.36
20181103-151054	  1	  0	        14	56.36
20181103-151059	  1	  0	         5	56.36
20181103-151104	  0	  0	         5	56.36
20181103-151109	  0	  0	         5	56.35
20181103-151114	  1	  0	        14	56.36
20181103-151119	  1	  0	        17	56.36
20181103-151124	  1	  0	        10	56.36
20181103-151129	  1	  0	         7	56.35
20181103-151134	  1	  0	         5	56.36
20181103-151139	  0	  0	         5	56.35
20181103-151144	  1	  0	        22	56.34
20181103-151149	  2	  0	         8	56.36
20181103-151154	  1	  0	        10	56.35
20181103-151159	  1	  0	         5	56.36
20181103-151204	  0	  0	         5	56.36
20181103-151209	  1	  0	         5	56.35
20181103-151214	  1	  0	        21	56.36
20181103-151219	  1	  0	        16	56.36
20181103-151224	  1	  0	        14	56.36
20181103-151229	  1	  0	         4	56.35
20181103-151234	  1	  0	         5	56.35
20181103-151239	  1	  0	         5	56.35
20181103-151244	  2	  0	        20	56.41
20181103-151249	  3	  0	         5	56.42
20181103-151254	  1	  0	        12	56.43
20181103-151259	  1	  0	         6	56.43
20181103-151304	  1	  0	         5	56.43
20181103-151309	 14	  0	       325	56.42
20181103-151314	  7	  0	        17	56.42
20181103-151319	  1	  0	        15	56.43
20181103-151324	  1	  0	        12	56.43
20181103-151329	  0	  0	         5	56.42
20181103-151334	  1	  0	         6	56.43
20181103-151339	  1	  0	         5	56.43
20181103-151344	  1	  0	        15	56.42
20181103-151349	  2	  0	         8	56.42
20181103-151354	  1	  0	         8	56.43
20181103-151359	  0	  0	         5	56.42
20181103-151404	  1	  0	         5	56.43
20181103-151409	  0	  0	         7	56.43
20181103-151414	  1	  0	        23	56.43
20181103-151419	  1	  0	        17	56.43
20181103-151424	  1	  0	         9	56.43
20181103-151429	  0	  0	         4	56.42
20181103-151434	  1	  0	         5	56.42
20181103-151439	  1	  0	        10	56.40
20181103-151444	  0	  0	        16	56.40
20181103-151449	  2	  0	         8	56.40
20181103-151454	  0	  0	         8	56.40
20181103-151459	  1	  0	         5	56.40
20181103-151504	  0	  0	         5	56.40
20181103-151509	  1	  0	         5	56.39
20181103-151514	  1	  0	        23	56.40
20181103-151519	  1	  0	        14	56.41
20181103-151524	  1	  0	        16	56.40
20181103-151529	  1	  0	         5	56.40
20181103-151534	  1	  0	         5	56.40
20181103-151539	  1	  0	         5	56.39
20181103-151544	  1	  0	        14	56.78
20181103-151549	  2	  0	         8	56.40
20181103-151554	  1	  0	         9	56.40
20181103-151559	  0	  0	         5	56.40
20181103-151604	  1	  0	         5	56.40
20181103-151609	  1	  0	         5	56.41
20181103-151614	  1	  0	        17	56.40
20181103-151619	  1	  0	        23	56.40
20181103-151624	  1	  0	        10	56.40
20181103-151629	  1	  0	         7	56.40
20181103-151634	  1	  0	         5	56.40
20181103-151639	  1	  0	         5	56.40
20181103-151644	  0	  0	         5	56.40
20181103-151649	  2	  0	        11	56.40
20181103-151654	  1	  0	        10	56.41
20181103-151659	  0	  0	         5	56.41
20181103-151704	  0	  0	         7	56.40
20181103-151709	  0	  0	         5	56.41
20181103-151714	  0	  0	         7	56.41
20181103-151719	  1	  0	        31	56.41
20181103-151724	  0	  0	         9	56.41
20181103-151729	  0	  0	         5	56.40
20181103-151734	  1	  0	         5	56.41
20181103-151739	  1	  0	         8	56.41
20181103-151744	  0	  0	         6	56.41
20181103-151749	  1	  0	        10	56.40
20181103-151754	  1	  0	         8	56.40
20181103-151759	  0	  0	         5	56.41
20181103-151804	  0	  0	         5	56.40
20181103-151809	  0	  0	         5	56.41
20181103-151814	  0	  0	        10	56.41
20181103-151819	  1	  0	        36	56.40
20181103-151824	  0	  0	        11	56.41
20181103-151829	  0	  0	         5	56.41
20181103-151834	  1	  0	         5	56.41
20181103-151839	  0	  0	         5	56.41
20181103-151844	  1	  0	         9	56.41
20181103-151849	  1	  0	        18	56.40
20181103-151854	  2	  0	         8	56.41
20181103-151859	  0	  0	         5	56.41
20181103-151904	  1	  0	         5	56.41
20181103-151909	  0	  0	         5	56.41
20181103-151914	  0	  0	         8	56.42
20181103-151919	  1	  0	        23	56.41
20181103-151924	  1	  0	        13	56.41
20181103-151929	  0	  0	         4	56.41
20181103-151934	  1	  0	         5	56.41
20181103-151939	  0	  0	         5	56.41
20181103-151944	  1	  0	         8	56.42
20181103-151949	  1	  0	        12	56.40
20181103-151954	  2	  0	         9	56.41
20181103-151959	  0	  0	         7	56.41
20181103-152004	  1	  0	         5	56.41
20181103-152009	  0	  0	         7	56.41
20181103-152014	  0	  0	         5	56.40
20181103-152019	  1	  0	        32	56.40
20181103-152024	  1	  0	        11	56.40
20181103-152029	  1	  0	         5	56.41
20181103-152034	  1	  0	         7	56.41
20181103-152039	  1	  0	         7	56.40
20181103-152044	  1	  0	         5	56.41
20181103-152049	  1	  0	        15	56.40
20181103-152054	  2	  0	        13	56.40
20181103-152059	  0	  0	         5	56.40
20181103-152104	  1	  0	         5	56.40
20181103-152109	  0	  0	         9	56.41
20181103-152114	  1	  0	         5	56.41
20181103-152119	  1	  0	        22	56.39
20181103-152124	  1	  0	        11	56.40
20181103-152129	  1	  0	         4	56.39
20181103-152134	  1	  0	         5	56.40
20181103-152139	  1	  0	         9	56.40
20181103-152144	  1	  0	         5	56.40
20181103-152149	  1	  0	        18	56.40
20181103-152154	  2	  0	        12	56.40
20181103-152159	  1	  0	         4	56.41
20181103-152204	  1	  0	         9	56.41
20181103-152209	  1	  0	         5	56.40
20181103-152214	  1	  0	         5	56.40
20181103-152219	  1	  0	        33	56.39
20181103-152224	  1	  0	        11	56.40
20181103-152229	  1	  0	         8	56.40
20181103-152234	  1	  0	         5	56.40
20181103-152239	  1	  0	         8	56.40
20181103-152244	  1	  0	         5	56.41
20181103-152249	  1	  0	        18	56.40
20181103-152254	  2	  0	         9	56.40
20181103-152259	  1	  0	         9	56.40
20181103-152304	  1	  0	         7	56.41
20181103-152309	  1	  0	         5	56.40
20181103-152314	  1	  0	         5	56.40
20181103-152319	  1	  0	        23	56.40
20181103-152324	  1	  0	        12	56.40
20181103-152329	  1	  0	        10	56.40
20181103-152334	  1	  0	         7	56.42
20181103-152339	  4	  0	        12	56.54
20181103-152344	  3	  0	       322	56.48
20181103-152349	  1	  0	        16	56.40
20181103-152354	  9	  0	        12	56.39
20181103-152359	  2	  0	        10	56.38
20181103-152404	  1	  0	         6	56.38
20181103-152409	  1	  0	         7	56.38
20181103-152414	  1	  0	         5	56.39
20181103-152419	  1	  0	        31	56.39
20181103-152424	  1	  0	         9	56.39
20181103-152429	  0	  0	         8	56.38
20181103-152434	  1	  0	         8	56.38
20181103-152439	  1	  0	         5	56.37
20181103-152444	  1	  0	         5	56.38
20181103-152449	  1	  0	        15	56.38
20181103-152454	  1	  0	         9	56.38
20181103-152459	  1	  0	        11	56.38
20181103-152504	  1	  0	         5	56.39
20181103-152509	  1	  0	         6	56.39
20181103-152514	  1	  0	         5	56.39
20181103-152519	  1	  0	        20	56.38
20181103-152524	  1	  0	        11	57.27
20181103-152529	 55	  0	         8	59.84
20181103-152534	 77	  0	         7	66.70
20181103-152539	 61	  0	         5	67.89
20181103-152544	 59	  0	         7	67.24
20181103-152549	 59	  0	        10	66.98
20181103-152554	 61	  0	         8	67.77
20181103-152559	 60	  0	        10	67.56
20181103-152604	 56	  0	         5	70.41
20181103-152609	 53	  0	         5	67.92
20181103-152614	 54	  0	         5	65.95
20181103-152619	 51	  0	        32	64.35
20181103-152624	 47	  0	        12	63.90
20181103-152629	 44	  0	        11	67.43
20181103-152634	 49	  0	         5	68.80
20181103-152639	 55	  0	        10	69.02
20181103-152644	 54	  0	         5	70.76
20181103-152649	 55	  0	        19	68.06
20181103-152654	 53	  0	         8	63.37
20181103-152659	 54	  0	        10	64.30
20181103-152704	 60	  0	         5	61.81
20181103-152709	 55	  0	         8	65.36
20181103-152714	 61	  0	         5	66.13
20181103-152719	 59	  0	        27	67.54
20181103-152724	 59	  0	        14	68.67
20181103-152729	 58	  0	        10	70.85
20181103-152734	 54	  0	         4	63.53
20181103-152739	 23	  0	         5	62.15
20181103-152744	  1	  0	         5	60.13
20181103-152749	  1	  0	        16	59.60
20181103-152754	  2	  0	        12	58.43
20181103-152759	  1	  0	        10	57.03
20181103-152804	  1	  0	         5	56.67
20181103-152809	  1	  0	         5	56.57
20181103-152814	  1	  0	         5	56.56
20181103-152819	  1	  0	        29	56.56
20181103-152824	  1	  0	        15	56.56
20181103-152829	  1	  0	        10	56.55
20181103-152834	  1	  0	         6	56.55
20181103-152839	  1	  0	         5	56.54
20181103-152844	  1	  0	         5	56.54
20181103-152849	  1	  0	        13	56.55
20181103-152854	  2	  0	        10	56.57
20181103-152859	  3	  0	         9	56.64
20181103-152904	  1	  0	         5	56.63
20181103-152909	  1	  0	         7	56.63
20181103-152914	  1	  0	         5	56.62
20181103-152919	  1	  0	        22	56.62
20181103-152924	  1	  0	        13	56.61
20181103-152929	 11	  0	       332	56.59
20181103-152934	  1	  0	         6	56.61
20181103-152939	  1	  0	        10	56.59
20181103-152944	  1	  0	         7	56.59
20181103-152949	  1	  0	        14	56.57
20181103-152954	  3	  0	         8	56.65
20181103-152959	 36	  0	        10	56.66
20181103-153004	 37	  0	         5	56.69
20181103-153009	 40	  0	         8	56.75
20181103-153014	 39	  0	         5	56.76
20181103-153019	 42	  0	        35	56.75
20181103-153024	 43	  0	        14	56.76
20181103-153029	 52	  0	         8	56.77
20181103-153034	 52	  0	         5	56.76
20181103-153039	 55	  0	         5	56.77
20181103-153044	 53	  0	         5	56.75
20181103-153049	 57	  0	        14	56.76
20181103-153054	 56	  0	        13	56.75
20181103-153059	 55	  0	         8	56.76
20181103-153104	 54	  0	         5	56.74
20181103-153109	 56	  0	         5	56.73
20181103-153114	 54	  0	         5	56.74
20181103-153119	 56	  0	        25	56.75
20181103-153124	 55	  0	        10	56.74
20181103-153129	 56	  0	        10	56.74
20181103-153134	 55	  0	         4	56.69
20181103-153139	  1	  0	         5	56.63
20181103-153144	  1	  0	         5	56.59
20181103-153149	  1	  0	         9	56.54
20181103-153154	  2	  0	         9	56.51
20181103-153159	  1	  0	         6	56.47
20181103-153204	  1	  0	         9	56.45
20181103-153209	  1	  0	         5	56.45
20181103-153214	  1	  0	         5	56.45
20181103-153219	  1	  0	        34	56.45
20181103-153224	  1	  0	         9	56.45
20181103-153229	  1	  0	         6	56.45
20181103-153234	  1	  0	         6	56.45
20181103-153239	  2	  0	        10	56.49
20181103-153244	  2	  0	       166	56.47
20181103-153249	  1	  0	        21	56.44
20181103-153254	  4	  0	         8	56.41
20181103-153259	  8	  0	         6	56.40
20181103-153304	  1	  0	         6	56.40
20181103-153309	  1	  0	         6	56.40
20181103-153314	  1	  0	         8	57.15
20181103-153319	 30	  0	        19	58.06
20181103-153324	 93	  0	        11	58.45
20181103-153329	 73	  0	         6	58.58
20181103-153334	 53	  0	         6	57.61
20181103-153339	 31	  0	         5	57.88
20181103-153344	 77	  0	         5	58.08
20181103-153349	 44	  0	        18	58.63
20181103-153354	 53	  0	         9	58.74
20181103-153359	 70	  0	         6	58.78
20181103-153404	 13	  0	         6	59.25
20181103-153409	 72	  0	         5	59.33
20181103-153414	 63	  0	         8	59.45
20181103-153419	 17	  0	        26	57.53
20181103-153424	 76	  0	        17	57.76
20181103-153429	 45	  0	         8	58.40
20181103-153434	 41	  0	         6	58.57
20181103-153439	 74	  0	         5	58.64
20181103-153444	 27	  0	         8	59.08
20181103-153449	 66	  0	         8	59.28
20181103-153454	 71	  0	         8	59.47
20181103-153459	 13	  0	         8	59.67
20181103-153504	 75	  0	         8	59.71
20181103-153509	 45	  0	         5	59.81
20181103-153514	 38	  0	         7	59.86
20181103-153519	 70	  0	        21	59.94
20181103-153524	 29	  0	        11	60.10
20181103-153529	 64	  0	         6	56.99
20181103-153534	 12	  0	        10	56.93
20181103-153539	  1	  0	        11	56.87
20181103-153544	  1	  0	         7	56.82
20181103-153549	  1	  0	        13	56.75
20181103-153554	  2	  0	         9	56.72
20181103-153559	  1	  0	         6	56.66
20181103-153604	  1	  0	         7	56.63
20181103-153609	  1	  0	        11	56.60
20181103-153614	  1	  0	         5	56.59
20181103-153619	  1	  0	        20	56.59
20181103-153624	  1	  0	         8	56.59
20181103-153629	  1	  0	         9	56.58
20181103-153634	  1	  0	         7	56.72
20181103-153639	  3	  0	         5	56.68
20181103-153644	  1	  0	         9	56.67
20181103-153649	  1	  0	        17	56.66
20181103-153654	  2	  0	         5	56.67
20181103-153659	  0	  0	         9	56.66
20181103-153704	  4	  0	       326	56.65
20181103-153709	  2	  0	         7	56.65
20181103-153714	  1	  0	         5	56.63
20181103-153719	  1	  0	        19	56.64
20181103-153724	  1	  0	         7	56.64
20181103-153729	  1	  0	        10	56.64
20181103-153734	  1	  0	         6	56.64
20181103-153739	  1	  0	         7	56.63
20181103-153744	  1	  0	         5	56.63
20181103-153749	  1	  0	         8	56.62
20181103-153754	  2	  0	         9	56.63
20181103-153759	  1	  0	         8	56.63
20181103-153804	  1	  0	         7	56.63
20181103-153809	  1	  0	         6	56.63
20181103-153814	  1	  0	         5	56.63
20181103-153819	  1	  0	        29	56.62
20181103-153824	  1	  0	         5	56.63
20181103-153829	  1	  0	        12	56.63
20181103-153834	  1	  0	         8	56.62
20181103-153839	  1	  0	        13	56.61
20181103-153844	  1	  0	         5	56.61
20181103-153849	  1	  0	        13	56.69
20181103-153854	  9	  0	         5	56.81
20181103-153859	 39	  0	        10	56.96
20181103-153904	 39	  0	        10	56.98
20181103-153909	 39	  0	         8	57.00
20181103-153914	 39	  0	         5	57.00
20181103-153919	 41	  0	        21	56.99
20181103-153924	 40	  0	         5	56.99
20181103-153929	 39	  0	        10	57.58
20181103-153934	 40	  0	        14	61.55
20181103-153939	 44	  0	        10	58.39
20181103-153944	 63	  0	         5	58.05
20181103-153949	 47	  0	        10	57.85
20181103-153954	 49	  0	        12	57.61
20181103-153959	 47	  0	        13	57.42
20181103-154004	 47	  0	        10	57.24
20181103-154009	 47	  0	         6	56.96
20181103-154014	 47	  0	         6	56.94
20181103-154019	 48	  0	        33	56.94
20181103-154024	 48	  0	         8	56.95
20181103-154029	 48	  0	        10	56.94
20181103-154034	 39	  0	         9	56.90
20181103-154039	  1	  0	         5	56.84
20181103-154044	  1	  0	         5	56.78
20181103-154049	  1	  0	        16	56.71
20181103-154054	  2	  0	         5	56.68
20181103-154059	  1	  0	        12	56.63
20181103-154104	  1	  0	         9	56.61
20181103-154109	  0	  0	         5	56.61
20181103-154114	  0	  0	         5	56.60
20181103-154119	  1	  0	        16	56.60
20181103-154124	  0	  0	         9	56.60
20181103-154129	  1	  0	        14	56.59
20181103-154134	  1	  0	         9	56.60
20181103-154139	  0	  0	         8	56.60
20181103-154144	  0	  0	         5	56.60
20181103-154149	  1	  0	        12	56.59
20181103-154154	  2	  0	         6	56.60
20181103-154159	  1	  0	        13	56.60
20181103-154204	  0	  0	         8	56.60
20181103-154209	  0	  0	         7	56.60
20181103-154214	  0	  0	         5	56.60
20181103-154219	  1	  0	        31	56.60
20181103-154224	  1	  0	         5	56.60
20181103-154229	  0	  0	        16	56.60
20181103-154234	  0	  0	         8	56.60
20181103-154239	  1	  0	         5	56.70
20181103-154244	  3	  0	       166	56.63
20181103-154249	  1	  0	        13	57.01
20181103-154254	  2	  0	         5	56.60
20181103-154259	  0	  0	        12	56.55
20181103-154304	  3	  0	        10	56.48
20181103-154309	  3	  0	         6	56.48
20181103-154314	  1	  0	         5	56.48
20181103-154319	  1	  0	        23	56.48
20181103-154324	  1	  0	         5	56.48
20181103-154329	  1	  0	        15	56.48
20181103-154334	  1	  0	         7	57.12
20181103-154339	 53	  0	         5	57.28
20181103-154344	 63	  0	         6	57.41
20181103-154349	 64	  0	         6	57.42
20181103-154354	 65	  0	         9	57.49
20181103-154359	 65	  0	        10	57.53
20181103-154404	 67	  0	         9	57.57
20181103-154409	 70	  0	         5	57.60
20181103-154414	 71	  0	         8	57.64
20181103-154419	 70	  0	        32	57.60
20181103-154424	 73	  0	         5	55.18
20181103-154429	 59	  0	        55	55.18
20181103-154434	  1	  0	         9	55.56
20181103-154439	  3	  0	        71	56.35
20181103-154444	 28	  9	      3742	56.25
20181103-154449	  2	  0	       996	56.22
20181103-154454	  0	  0	         5	56.20
20181103-154459	  1	  0	       221	56.18
20181103-154504	  0	  0	         5	56.16
20181103-154509	  0	  0	         7	56.15
20181103-154514	  1	  0	        19	56.16
20181103-154519	  1	  0	        57	56.15
20181103-154524	  0	  0	         8	56.15
20181103-154529	  0	  0	        18	56.15
20181103-154534	  1	  0	         4	56.15
20181103-154539	  0	  0	         7	56.15
20181103-154544	  2	  0	         7	56.15
20181103-154549	  1	  0	         5	56.15
20181103-154554	  0	  0	         5	56.15
20181103-154559	  0	  0	        11	56.15
20181103-154604	  1	  0	         5	56.16
20181103-154609	  0	  0	         9	56.15
20181103-154614	  0	  0	         5	56.16
20181103-154619	  1	  0	        22	56.15
20181103-154624	  0	  0	         5	56.16
20181103-154629	  0	  0	        12	56.16
20181103-154634	  0	  0	         7	56.16
20181103-154639	  0	  0	        10	56.15
20181103-154644	  1	  0	         5	56.16
20181103-154649	  1	  0	        10	56.15
20181103-154654	  1	  0	         5	56.15
20181103-154659	  0	  0	         8	56.15
20181103-154704	  0	  0	         5	56.15
20181103-154709	  0	  0	        11	56.15
20181103-154714	  0	  0	         5	56.15
20181103-154719	  1	  0	        28	56.16
20181103-154724	  1	  0	         6	56.16
20181103-154729	  0	  0	        12	56.15
20181103-154734	  0	  0	         5	56.15
20181103-154739	  1	  0	        10	56.15
20181103-154744	  2	  0	        10	56.16
20181103-154749	  1	  0	         8	56.15
20181103-154754	  0	  0	         5	56.11
20181103-154759	  1	  0	         9	56.11
20181103-154804	  0	  0	         8	56.11
20181103-154809	  1	  0	         7	56.11
20181103-154814	  1	  0	         7	56.11
20181103-154819	  1	  0	        33	56.12
20181103-154824	  0	  0	         7	56.12
20181103-154829	  0	  0	        19	56.11
20181103-154834	  1	  0	         7	56.11
20181103-154839	  0	  0	         7	56.43
20181103-154844	  1	  0	         5	56.11
20181103-154849	  1	  0	         5	56.11
20181103-154854	  0	  0	        18	56.11
20181103-154859	  0	  0	        13	56.12
20181103-154904	  2	  0	         5	56.10
20181103-154909	 14	  1	      3910	56.37
20181103-154914	 22	  0	        34	56.38
20181103-154919	 12	  0	        13	56.39
20181103-154924	 12	  0	        12	56.39
20181103-154929	 21	  4	     20528	56.39
20181103-154934	 16	  0	        32	56.39
20181103-154939	 12	  0	        11	56.39
20181103-154944	 17	  4	     20499	56.39
20181103-154949	 21	  0	        31	56.38
20181103-154954	 12	  0	         7	56.40
20181103-154959	 12	  0	        31	56.38
20181103-155004	 25	  4	     20523	56.38
20181103-155009	 12	  0	         8	56.39
20181103-155014	 13	  0	         6	56.37
20181103-155019	 20	  3	     20526	56.38
20181103-155024	 16	  0	        29	56.38
20181103-155029	 12	  0	        26	56.37
20181103-155034	 13	  0	         6	56.39
20181103-155039	 17	  4	     20502	56.37
20181103-155044	 12	  0	         4	56.37
20181103-155049	 14	  0	        10	56.38
20181103-155054	 25	  4	     20535	56.37
20181103-155059	 12	  0	        26	56.37
20181103-155104	 12	  0	         3	56.40
20181103-155109	 20	  0	        38	56.42
20181103-155114	 17	  4	     20499	56.41
20181103-155119	 13	  0	        16	56.44
20181103-155124	 17	  0	        12	56.43
20181103-155129	 21	  4	     20541	56.45
20181103-155134	 13	  0	         4	56.48
20181103-155139	 12	  0	        13	56.54
20181103-155144	 21	  0	        32	56.57
20181103-155149	 18	  4	     20500	56.58
20181103-155154	 13	  0	         9	56.62
20181103-155159	 21	  0	        44	56.65
20181103-155204	 16	  3	     20487	56.67
20181103-155209	 13	  1	        20	56.69
20181103-155214	 16	  0	        11	56.72
20181103-155219	 17	  0	        46	56.75
20181103-155224	 17	  4	     20510	56.74
20181103-155229	 12	  0	        21	56.78
20181103-155234	 21	  0	        33	56.80
20181103-155239	 15	  2	     20492	56.82
20181103-155244	 14	  2	        18	56.83
20181103-155249	 22	  0	        37	56.82
20181103-155254	 12	  0	        13	56.82
20181103-155259	 17	  5	     20507	56.83
20181103-155304	 15	  0	         6	56.83
20181103-155309	 18	  0	        37	56.84
20181103-155314	 14	  2	     19669	56.81
20181103-155319	 16	  4	       851	56.84
20181103-155324	 21	  0	        44	56.86
20181103-155329	 12	  0	        18	56.84
20181103-155334	 17	  4	     20499	56.85
20181103-155339	 21	  0	        36	56.85
20181103-155344	 12	  0	         4	56.84
20181103-155349	 14	  0	     16397	56.89
20181103-155354	 20	  5	      4127	56.89
20181103-155359	 18	  0	        50	56.89
20181103-155404	 13	  0	         4	56.87
20181103-155409	 17	  4	     20504	56.91
20181103-155414	 21	  0	        33	56.91
20181103-155419	 12	  0	        17	56.92
20181103-155424	 13	  0	        16	56.98
20181103-155429	 25	  4	     20537	57.05
20181103-155434	 13	  0	         7	57.04
20181103-155439	 13	  0	         8	57.04
20181103-155444	 19	  4	     20504	57.08
20181103-155449	 20	  0	        34	57.12
20181103-155454	 12	  0	        12	57.11
20181103-155459	 12	  0	        25	57.13
20181103-155504	 25	  4	     20521	57.15
20181103-155509	 12	  0	        10	57.17
20181103-155514	 12	  0	         6	57.20
20181103-155519	 17	  4	     20518	57.21
20181103-155524	 12	  0	        10	57.19
20181103-155529	 12	  0	        18	57.21
20181103-155534	 20	  0	        38	57.20
20181103-155539	 16	  3	     20500	57.20
20181103-155544	 12	  0	         6	57.20
20181103-155549	 16	  0	        12	57.20
20181103-155554	 23	  5	     20537	57.23
20181103-155559	 12	  0	        17	57.21
20181103-155604	 12	  0	         6	57.22
20181103-155609	 20	  0	        44	57.21
20181103-155614	 16	  4	     20495	57.22
20181103-155619	 12	  0	        22	57.23
20181103-155624	 20	  0	        36	57.22
20181103-155629	 16	  4	     20512	57.25
20181103-155634	 13	  0	         6	57.26
20181103-155639	 15	  0	         9	57.28
20181103-155644	 18	  0	        33	57.26
20181103-155649	 17	  4	     20502	57.27
20181103-155654	 13	  0	        17	57.28
20181103-155659	 20	  0	        52	57.33
20181103-155704	 17	  4	     20499	57.33
20181103-155709	 12	  0	        12	57.33
20181103-155714	 20	  0	        39	57.35
20181103-155719	 12	  0	        16	57.35
20181103-155724	 17	  4	     20498	57.35
20181103-155729	 16	  0	        21	57.36
20181103-155734	 17	  0	        32	57.41
20181103-155739	 17	  4	     20492	57.41
20181103-155744	 13	  0	        26	57.41
20181103-155749	 22	  0	        39	57.46
20181103-155754	 12	  0	        12	57.49
20181103-155759	 17	  4	     20515	57.49
20181103-155804	 20	  0	        32	57.53
20181103-155809	 13	  0	         6	57.51
20181103-155814	 16	  4	     20495	57.53
20181103-155819	 18	  3	        32	57.52
