TIME	CPU	WCPU	IO	MEM
20181103-155824	 17	  0	        39	57.55
20181103-155829	 12	  0	        19	57.54
20181103-155834	 16	  4	     20499	57.55
20181103-155839	 20	  0	        31	57.54
20181103-155844	 12	  0	        13	57.53
20181103-155849	 15	  1	     19672	57.54
20181103-155854	 23	  3	       873	57.55
20181103-155859	 12	  0	        16	57.54
20181103-155904	 12	  0	         4	57.57
20181103-155909	 22	  6	     20499	57.57
20181103-155914	 17	  0	        40	57.57
20181103-155919	 12	  0	        17	57.55
20181103-155924	 12	  1	     16397	57.57
20181103-155929	 24	  4	      4159	57.56
20181103-155934	 12	  0	         4	57.62
20181103-155939	 12	  0	         5	57.62
20181103-155944	 24	  3	     20534	57.63
20181103-155949	 14	  0	         8	57.66
20181103-155954	 12	  0	        12	57.67
20181103-155959	 12	  0	        23	57.70
20181103-160004	 17	  4	     20498	57.73
20181103-160009	 12	  0	         4	57.72
20181103-160014	 16	  0	        15	57.75
20181103-160019	 22	  4	     20539	57.76
20181103-160024	 12	  0	        18	57.75
20181103-160029	 12	  0	        18	57.78
20181103-160034	 20	  0	        33	57.78
20181103-160039	 16	  4	     20498	57.81
20181103-160044	 12	  0	        11	57.80
20181103-160049	 22	  0	        42	57.81
20181103-160054	 16	  4	     20501	57.87
20181103-160059	 12	  0	        27	57.86
20181103-160104	 15	  0	         4	57.86
20181103-160109	 18	  0	        32	57.86
20181103-160114	 16	  4	     20499	57.86
20181103-160119	 12	  0	        20	57.86
20181103-160124	 20	  0	        45	57.85
20181103-160129	 16	  4	     20507	57.86
20181103-160134	 12	  0	         6	57.86
20181103-160139	 20	  0	        41	57.87
20181103-160144	 12	  0	        10	57.87
20181103-160149	 18	  4	     20496	57.87
20181103-160154	 15	  0	        12	57.89
20181103-160159	 18	  0	        49	57.92
20181103-160204	 16	  4	     20497	57.91
20181103-160209	 12	  0	         9	57.92
20181103-160214	 20	  0	        36	57.95
20181103-160219	 12	  0	        27	57.96
20181103-160224	 17	  4	     20501	57.97
20181103-160229	 20	  0	        54	57.99
20181103-160234	 12	  0	         3	57.98
20181103-160239	 16	  4	     20497	57.98
20181103-160244	 14	  0	         7	57.98
20181103-160249	 20	  0	        40	57.99
20181103-160254	 12	  0	        16	58.06
20181103-160259	 16	  3	     20507	58.07
20181103-160304	 20	  0	        31	58.09
20181103-160309	 12	  0	         4	58.09
20181103-160314	 16	  4	     20501	58.09
20181103-160319	 21	  0	        53	58.09
20181103-160324	 12	  0	        14	58.12
20181103-160329	 12	  0	        20	58.17
20181103-160334	 18	  4	     20495	58.17
20181103-160339	 18	  0	        32	58.20
20181103-160344	 12	  0	         4	58.21
20181103-160349	 16	  3	     20497	58.23
20181103-160354	 21	  2	        54	58.24
20181103-160359	 12	  0	        18	58.22
20181103-160404	 12	  0	         8	58.23
20181103-160409	 24	  4	     20525	58.23
20181103-160414	 11	  0	         4	58.23
20181103-160419	 12	  0	        23	58.26
20181103-160424	 14	  3	     19676	58.26
20181103-160429	 14	  3	       848	58.26
20181103-160434	 12	  0	         6	58.25
20181103-160439	 14	  0	         9	58.24
20181103-160444	 22	  4	     20526	58.25
20181103-160449	 13	  0	         8	58.24
20181103-160454	 12	  0	        13	58.25
20181103-160459	 20	  0	     16434	58.29
20181103-160504	 16	  4	      4109	58.29
20181103-160509	 13	  0	         9	58.27
20181103-160514	 20	  0	        38	58.30
20181103-160519	 19	  7	     20512	58.36
20181103-160524	 12	  0	        15	58.36
20181103-160529	 14	  0	        16	58.40
20181103-160534	 18	  0	        34	58.42
20181103-160539	 16	  4	     20496	58.44
20181103-160544	 11	  0	        11	58.51
20181103-160549	 22	  0	        45	58.54
20181103-160554	 16	  4	     20507	58.53
20181103-160559	 12	  0	        16	58.57
20181103-160604	 19	  0	        33	58.57
20181103-160609	 12	  0	         8	58.56
20181103-160614	 16	  4	     20496	58.59
20181103-160619	 13	  0	        30	58.59
20181103-160624	 18	  0	        41	58.62
20181103-160629	 16	  4	     20517	58.61
20181103-160634	 12	  0	         5	58.62
20181103-160639	 19	  0	        32	58.62
20181103-160644	 11	  0	         8	58.63
20181103-160649	 18	  4	     20503	58.65
20181103-160654	 20	  0	        54	58.65
20181103-160659	 11	  0	        20	58.64
20181103-160704	 16	  4	     20497	58.65
20181103-160709	 13	  0	         5	58.64
20181103-160714	 18	  0	        32	58.65
20181103-160719	 12	  0	        28	58.64
20181103-160724	 16	  4	     20509	58.64
20181103-160729	 20	  0	        46	58.67
20181103-160734	 12	  0	        10	58.67
20181103-160739	 17	  4	     20502	58.67
20181103-160744	 20	  0	        34	58.66
20181103-160749	 13	  0	        15	58.72
20181103-160754	 12	  0	        11	58.72
20181103-160759	 18	  4	     20507	58.72
20181103-160804	 18	  0	        31	58.71
20181103-160809	 12	  0	         7	58.77
20181103-160814	 16	  4	     20503	58.78
20181103-160819	 20	  0	        54	58.78
20181103-160824	 12	  0	         8	58.83
20181103-160829	 12	  0	         7	58.83
20181103-160834	 24	  4	     20534	58.84
20181103-160839	 12	  0	         4	58.83
20181103-160844	 13	  0	         6	58.84
20181103-160849	 18	  3	     20513	58.86
20181103-160854	 18	  0	        43	58.86
20181103-160859	 12	  0	         6	58.90
20181103-160904	 12	  0	        19	58.91
20181103-160909	 16	  4	     20496	58.91
20181103-160914	 12	  0	         6	58.91
20181103-160919	 12	  0	        24	58.93
20181103-160924	 24	  3	     20523	58.95
20181103-160929	 12	  1	        18	58.95
20181103-160934	 12	  0	        19	58.96
20181103-160939	 20	  0	        35	58.95
20181103-160944	 16	  4	     20496	58.96
20181103-160949	 13	  0	        10	58.97
20181103-160954	 14	  0	        15	58.99
20181103-160959	 21	  2	     20518	59.01
20181103-161004	 14	  2	        22	59.00
20181103-161009	 12	  0	         7	58.99
20181103-161014	 21	  0	        38	58.99
20181103-161019	 18	  5	     20512	59.00
20181103-161024	 12	  0	         8	59.01
20181103-161029	 21	  0	        38	59.01
20181103-161034	 14	  2	     20502	59.02
20181103-161039	 11	  2	        16	59.02
20181103-161044	  3	  0	         9	59.01
20181103-161049	  8	  0	        41	59.01
20181103-161054	  0	  0	         7	59.01
20181103-161059	  2	  0	         7	59.04
20181103-161104	  7	  0	        18	59.10
20181103-161109	  7	  0	      9190	59.10
20181103-161114	  7	  0	         8	59.11
20181103-161119	  7	  0	        25	59.14
20181103-161124	  8	  0	        12	59.41
20181103-161129	 44	  2	     11332	59.50
20181103-161134	 59	  0	       281	59.63
20181103-161139	 59	  0	        24	59.79
20181103-161144	 59	  0	        20	59.82
20181103-161149	 57	  0	        28	59.90
20181103-161154	 59	  0	        25	60.05
20181103-161159	 58	  3	     33517	60.08
20181103-161204	 67	  0	     11689	60.18
20181103-161209	100	  0	     20635	60.24
20181103-161214	 58	  0	        36	60.32
20181103-161219	 61	  0	        47	60.36
20181103-161224	 61	  0	        25	60.40
20181103-161229	 59	  1	     15133	60.46
20181103-161234	 63	  1	     23420	60.56
20181103-161239	 60	  1	      6091	60.56
20181103-161244	 59	  0	        21	60.61
20181103-161249	 60	  0	        40	60.65
20181103-161254	 65	  0	        87	60.66
20181103-161259	 61	  0	        21	60.70
20181103-161304	 61	  2	     15632	60.77
20181103-161309	 53	  1	      8894	60.77
20181103-161314	 14	  4	     20513	60.77
20181103-161319	  7	  0	        30	60.80
20181103-161324	 15	  0	        40	60.80
20181103-161329	  7	  0	         4	60.79
20181103-161334	  4	  1	      4019	60.78
20181103-161339	  1	  0	      1378	60.80
20181103-161344	  0	  0	         4	60.79
20181103-161349	  2	  0	     11931	60.79
20181103-161354	  3	  0	        14	60.79
20181103-161359	 12	  0	         5	60.80
20181103-161404	 14	  1	      8824	60.83
20181103-161409	 18	  0	        35	60.86
20181103-161414	 16	  0	        31	60.96
20181103-161419	 16	  4	     20503	61.01
20181103-161424	 13	  0	        22	61.04
20181103-161429	 20	  0	        40	61.06
20181103-161434	 17	  0	       485	61.12
20181103-161439	 70	 13	     22260	61.19
20181103-161444	 79	  0	       471	61.53
20181103-161449	 73	  0	        32	61.24
20181103-161454	 72	  0	        63	61.36
20181103-161459	 76	  0	     19688	61.38
20181103-161504	 80	  0	      1394	61.43
20181103-161509	 78	  1	     20567	61.52
20181103-161514	 99	  0	     47106	61.55
20181103-161519	 76	  0	       134	61.58
20181103-161524	 77	  1	     20577	61.70
20181103-161529	 76	  0	        37	61.78
20181103-161534	 83	  0	      6071	61.84
20181103-161539	 76	  0	     14648	61.92
20181103-161544	 81	  3	     45099	61.97
20181103-161549	100	  0	     21425	62.04
20181103-161554	 85	  0	       147	62.08
20181103-161559	 76	  0	      7499	62.17
20181103-161604	 80	  1	     25867	62.23
20181103-161609	 85	  2	     27507	62.29
20181103-161614	100	  0	     21461	62.34
20181103-161619	 76	  0	        95	62.36
20181103-161624	 59	  1	     20542	62.39
20181103-161629	 21	  0	        40	62.41
20181103-161634	 14	  1	      6286	62.41
20181103-161639	 21	  8	     37014	62.41
20181103-161644	 24	  4	      4173	62.42
20181103-161649	 13	  0	         8	62.42
20181103-161654	 14	  0	        11	62.45
20181103-161659	 21	  4	     20505	62.46
20181103-161704	 17	  0	       400	62.48
20181103-161709	 13	  0	         4	62.47
20181103-161714	 12	  0	         7	62.48
20181103-161719	 26	  4	     20547	62.50
20181103-161724	 12	  0	        14	62.53
20181103-161729	 13	  0	        14	62.53
20181103-161734	 17	  4	     20522	62.54
20181103-161739	 13	  0	         4	62.54
20181103-161744	 12	  0	         4	62.57
20181103-161749	 21	  0	        40	62.57
20181103-161754	 12	  3	     20504	62.56
20181103-161759	  1	  0	         8	62.55
20181103-161804	  8	  0	        22	62.57
20181103-161809	 17	  0	        38	62.59
20181103-161814	 12	  0	         4	62.70
20181103-161819	 41	  2	     20530	62.88
20181103-161824	 75	  0	        92	62.98
20181103-161829	 73	  0	        40	63.03
20181103-161834	 75	  0	       449	63.07
20181103-161839	 75	  1	     20511	63.13
20181103-161844	 77	  0	        86	63.16
20181103-161849	 78	  0	     10660	63.24
20181103-161854	 82	  0	      5405	63.27
20181103-161859	 84	  3	     51104	63.29
20181103-161904	 76	  0	      3628	63.36
20181103-161909	 76	  0	        35	63.39
20181103-161914	 79	  0	        67	63.45
20181103-161919	 83	  2	     46636	63.51
20181103-161924	 77	  0	      9048	63.53
20181103-161929	 75	  0	        37	63.58
20181103-161934	 83	  0	       619	63.66
20181103-161939	 77	  0	      5651	63.67
20181103-161944	 78	  2	     26606	63.75
20181103-161949	 99	  0	     51066	63.79
20181103-161954	 83	  2	      1556	63.79
20181103-161959	 75	  0	        60	63.83
20181103-162004	 74	  3	     24779	63.92
20181103-162009	 73	  3	     28148	64.06
20181103-162014	 36	  0	       251	64.04
20181103-162019	 12	  0	        68	64.05
20181103-162024	 16	  4	     20501	64.05
20181103-162029	 20	  0	        36	64.06
20181103-162034	 12	  0	       522	64.06
20181103-162039	 16	  5	     22126	64.06
20181103-162044	 19	  0	        35	64.05
20181103-162049	 13	  1	        86	64.04
20181103-162054	 13	  1	       103	64.04
20181103-162059	 21	  4	     20524	64.05
20181103-162104	 14	  0	       259	64.05
20181103-162109	 12	  0	         5	64.04
20181103-162114	 16	  4	     20504	64.06
20181103-162119	 20	  0	        45	64.08
20181103-162124	 12	  0	        12	64.31
20181103-162129	 33	  0	        17	64.42
20181103-162134	 76	  2	     20709	64.49
20181103-162139	 61	  0	        33	64.50
20181103-162144	 59	  0	       199	64.52
20181103-162149	 60	  0	        55	64.55
20181103-162154	 64	  3	     24392	64.64
20181103-162159	 65	  2	     30008	64.68
20181103-162204	 60	  0	       513	64.71
20181103-162209	 67	  0	       159	64.72
20181103-162214	 62	  2	     20606	64.82
20181103-162219	 63	  0	      4953	64.88
20181103-162224	 70	  2	     22461	64.90
20181103-162229	 64	  3	     31725	64.91
20181103-162234	 62	  1	      5651	64.97
20181103-162239	 67	  0	        34	65.05
20181103-162244	 67	  0	      5261	65.09
20181103-162249	 66	  3	     48217	65.10
20181103-162254	 63	  1	      4700	65.10
20181103-162259	 70	  0	       246	65.21
20181103-162304	 63	  0	       604	65.27
20181103-162309	 62	  1	     33666	65.29
20181103-162314	 66	  2	     11714	65.34
20181103-162319	 54	  2	     12647	65.56
20181103-162324	 22	  0	        38	65.55
20181103-162329	 16	  4	     20506	65.55
20181103-162334	 20	  0	       499	65.54
20181103-162339	 12	  0	         6	65.54
20181103-162344	 12	  1	      3541	65.55
20181103-162349	 27	  7	     23801	65.54
20181103-162354	 13	  0	         5	65.55
20181103-162359	 12	  0	        22	65.56
20181103-162404	 21	  4	     20861	65.57
20181103-162409	 15	  0	        23	65.56
20181103-162414	 12	  0	        59	65.54
20181103-162419	 12	  0	        24	65.56
20181103-162424	 16	  4	     20502	65.57
20181103-162429	 12	  0	        10	65.57
20181103-162434	 12	  0	       375	65.57
20181103-162439	 24	  4	     20535	65.58
20181103-162444	 21	  0	         4	65.87
20181103-162449	 51	  0	        37	65.97
20181103-162454	 69	  0	       207	66.02
20181103-162459	 65	  4	     20888	66.01
20181103-162504	 62	  0	       745	66.03
20181103-162509	 64	  0	      4301	66.11
20181103-162514	 75	  3	     49494	66.17
20181103-162519	 63	  0	      2403	66.19
20181103-162524	 61	  0	        66	66.19
20181103-162529	 69	  0	       229	66.28
20181103-162534	 65	  2	     23723	66.35
20181103-162539	 69	  6	     31150	66.37
20181103-162544	 65	  0	        96	66.38
20181103-162549	 66	  0	       131	66.42
20181103-162554	100	  0	     37130	66.53
20181103-162559	 68	  4	     45137	66.58
20181103-162604	 70	  0	       732	66.58
20181103-162609	 61	  0	       156	66.61
20181103-162614	 63	  2	     27617	66.69
20181103-162619	 94	  0	     42690	66.79
20181103-162624	 67	  0	      7931	66.80
20181103-162629	 58	  0	       155	66.92
20181103-162634	 54	  3	     21048	67.16
20181103-162639	 34	  0	        45	67.90
20181103-162644	 16	  0	      1000	67.90
20181103-162649	 16	  2	      7175	67.90
20181103-162654	 35	 13	     34870	67.89
20181103-162659	 12	  0	        21	67.89
20181103-162704	 12	  0	       617	67.90
20181103-162709	  9	  0	        25	67.90
20181103-162714	  0	  0	         7	67.89
20181103-162719	  7	  4	     20541	67.90
20181103-162724	 17	  0	        12	67.89
20181103-162729	 16	  0	        66	67.89
20181103-162734	 12	  0	        21	67.89
20181103-162739	 17	  4	     20508	67.89
20181103-162744	 21	  0	        38	67.89
20181103-162749	 13	  0	         5	68.23
20181103-162754	 15	  2	     20492	67.89
20181103-162759	 23	  2	        64	67.90
20181103-162804	 12	  0	        24	67.90
20181103-162809	 14	  0	         9	67.91
20181103-162814	 98	  0	     40199	67.90
20181103-162819	 83	  0	       146	67.90
20181103-162824	 74	  0	        44	67.90
20181103-162829	 56	  0	        26	67.89
20181103-162834	 76	  2	     20937	67.89
20181103-162839	 65	  0	        76	67.88
20181103-162844	 68	  1	     14262	67.88
20181103-162849	 70	  2	     30865	67.87
20181103-162854	 76	  0	       187	67.87
20181103-162859	 69	  0	       454	67.88
20181103-162904	 66	  0	       556	67.87
20181103-162909	 76	  2	     20660	67.87
20181103-162914	 67	  1	     14286	67.87
20181103-162919	 68	  1	      9823	67.87
20181103-162924	 68	  1	     20516	67.87
20181103-162929	 75	  0	       133	67.86
20181103-162934	 65	  0	       586	67.87
20181103-162939	 64	  0	        24	67.86
20181103-162944	 77	  2	     34667	67.87
20181103-162949	 68	  1	      9553	67.88
20181103-162954	 60	  0	       319	67.87
20181103-162959	 21	  1	     16408	67.87
20181103-163004	 26	  5	      4567	67.87
20181103-163009	 13	  0	         8	67.86
20181103-163014	 13	  0	         9	67.87
20181103-163019	 20	  7	     24158	67.87
20181103-163024	 13	  0	      1772	67.87
20181103-163029	 13	  0	        38	67.86
20181103-163034	 21	  0	       307	67.87
20181103-163039	 17	  4	     20504	67.87
20181103-163044	 12	  0	         4	67.86
20181103-163049	 19	  0	        20	67.87
20181103-163054	 19	  4	     20537	67.86
20181103-163059	 14	  0	         7	67.86
20181103-163104	 13	  0	        32	67.87
20181103-163109	 21	  0	        37	67.87
20181103-163114	 17	  4	     20501	67.87
20181103-163119	 13	  0	        16	67.87
20181103-163124	 42	  0	        98	67.87
20181103-163129	 71	  1	     20627	67.86
20181103-163134	 80	  0	       600	67.86
20181103-163139	 82	  0	       259	67.86
20181103-163144	 85	  0	      8894	67.84
20181103-163149	 83	  2	     42859	67.86
20181103-163154	 78	  0	        41	67.86
20181103-163159	 84	  0	       110	67.85
20181103-163204	 77	  2	      7076	67.85
20181103-163209	 81	  3	     44547	67.86
20181103-163214	100	  0	     21180	67.85
20181103-163219	 85	  0	       178	67.84
20181103-163224	 78	  1	     10676	67.84
20181103-163229	 98	  0	     64493	67.85
20181103-163234	 81	  0	       555	67.84
20181103-163239	 79	  0	      1018	67.84
20181103-163244	 76	  0	      7177	67.84
20181103-163249	 81	  2	     43879	67.83
20181103-163254	 83	  0	       165	67.81
20181103-163259	 78	  0	        34	67.81
20181103-163304	 77	  0	      7102	67.83
20181103-163309	 74	  2	     45063	67.81
20181103-163314	 39	  0	        86	67.80
20181103-163319	 14	  0	        63	67.80
20181103-163324	 13	  0	        12	67.81
20181103-163329	 25	  4	     20547	67.80
20181103-163334	 13	  0	       501	67.79
20181103-163339	 14	  1	      4890	67.80
20181103-163344	 17	  4	     20504	67.80
20181103-163349	 13	  0	         8	67.80
20181103-163354	 13	  0	        12	67.80
20181103-163359	 22	  0	        28	67.81
20181103-163404	 17	  4	     20866	67.80
20181103-163409	 13	  0	         8	67.80
20181103-163414	 13	  0	         8	67.80
20181103-163419	 25	  4	     20606	67.81
20181103-163424	 12	  0	        10	67.81
20181103-163429	 12	  0	        12	67.80
20181103-163434	 20	  0	       435	67.81
20181103-163439	  2	  0	         5	67.81
20181103-163444	  1	  0	        10	67.80
20181103-163449	 22	  6	     20507	67.80
20181103-163454	 13	  0	        45	67.79
20181103-163459	 13	  0	        54	67.81
20181103-163504	 53	  0	     16608	67.81
20181103-163509	 69	  1	      4231	67.80
20181103-163514	 65	  0	        66	67.79
20181103-163519	 66	  0	       132	67.80
20181103-163524	 67	  2	     28955	67.79
20181103-163529	 68	  4	     24010	67.79
20181103-163534	100	  0	     24978	67.80
20181103-163539	 72	  0	      4557	67.79
20181103-163544	 67	  5	     20768	67.77
20181103-163549	 65	  2	     25391	67.78
20181103-163554	 66	  0	       314	67.78
20181103-163559	 73	  2	     25115	67.77
20181103-163604	 66	  2	     25921	67.77
20181103-163609	 63	  0	       163	67.77
20181103-163614	 71	  0	       196	67.75
20181103-163619	 67	  1	     24950	67.74
20181103-163624	 67	  2	     25042	67.73
20181103-163629	 69	  0	       173	67.73
20181103-163634	 65	  0	       811	67.71
20181103-163639	 72	  7	     24774	67.73
20181103-163644	 67	  4	     25126	67.73
20181103-163649	 55	  1	       178	67.71
20181103-163654	 17	  4	     20582	67.70
20181103-163659	 13	  0	        85	67.70
20181103-163704	 20	  0	       622	67.72
20181103-163709	 12	  0	      1605	67.71
20181103-163714	 22	 10	     28939	67.71
20181103-163719	 15	  0	        26	67.71
20181103-163724	 16	  0	        45	67.71
20181103-163729	 16	  4	     20504	67.70
20181103-163734	 12	  0	       390	67.71
20181103-163739	 19	  0	        32	67.71
20181103-163744	 11	  0	        11	67.70
20181103-163749	 12	  4	     20511	67.71
20181103-163754	  8	  0	        50	67.70
20181103-163759	  5	  0	        13	67.71
20181103-163804	 12	  0	        33	67.72
20181103-163809	 12	  0	         5	67.72
20181103-163814	 12	  0	     16416	67.72
20181103-163819	 19	  6	      4119	67.71
20181103-163824	 17	  0	        24	67.72
20181103-163829	 15	  0	        35	67.73
20181103-163834	 16	  4	     20535	67.72
20181103-163839	 12	  0	         6	67.72
20181103-163844	 20	  0	        34	67.73
20181103-163849	 12	  0	        15	67.73
20181103-163854	 16	  4	     20510	67.71
20181103-163859	 31	  0	        51	67.72
20181103-163904	 67	  0	       392	67.72
20181103-163909	 84	  1	     20535	67.73
20181103-163914	 89	  0	        97	67.72
20181103-163919	 86	  0	       510	67.69
20181103-163924	 74	  2	     37441	67.80
20181103-163929	 76	  2	     16712	67.81
20181103-163934	 75	  0	       280	67.81
20181103-163939	 72	  0	       753	67.79
20181103-163944	 71	  0	     14903	67.80
20181103-163949	 71	  3	     33890	67.79
20181103-163954	100	  0	     29315	67.78
20181103-163959	 71	  0	       120	67.78
20181103-164004	 69	  1	     31472	67.80
20181103-164009	 75	  2	     21492	67.79
20181103-164014	 70	  0	       195	67.78
20181103-164019	 68	  0	       113	67.78
20181103-164024	 73	  5	     25620	67.76
20181103-164029	 80	  4	     24915	67.73
20181103-164034	 67	  0	       101	67.73
20181103-164039	 69	  1	     14562	67.73
20181103-164044	 68	  3	     31229	67.73
20181103-164049	 59	  1	      4310	67.72
20181103-164054	 23	  0	        57	67.71
20181103-164059	 19	  4	     20556	67.73
20181103-164104	 22	  0	        41	67.74
20181103-164109	 14	  0	       566	67.72
20181103-164114	 13	  0	       462	67.74
20181103-164119	 29	  7	     23928	67.73
20181103-164124	 13	  0	        24	67.73
20181103-164129	 12	  0	        15	67.72
20181103-164134	 17	  4	     20504	67.77
20181103-164139	 21	  0	       360	67.77
20181103-164144	 13	  0	        21	67.77
20181103-164149	 13	  0	        14	67.78
20181103-164154	 25	  4	     20536	67.78
20181103-164159	 14	  0	         6	67.77
20181103-164204	 13	  0	        40	67.77
20181103-164209	 17	  4	     20535	67.79
20181103-164214	 13	  0	         5	67.78
20181103-164219	 13	  0	        14	67.79
20181103-164224	 21	  0	        26	67.78
20181103-164229	 15	  4	     20525	67.78
20181103-164234	  1	  0	         6	67.78
20181103-164239	  2	  0	        44	67.78
20181103-164244	 21	  0	        40	67.79
20181103-164249	 38	  0	         9	67.80
20181103-164254	 69	  1	     20527	67.78
20181103-164259	 85	  1	       107	67.79
20181103-164304	 78	  0	        86	67.79
20181103-164309	 77	  0	      5097	67.78
20181103-164314	 81	  2	     46338	67.76
20181103-164319	 78	  0	       981	67.79
20181103-164324	 68	  1	       142	67.84
20181103-164329	100	  0	     21992	68.01
20181103-164334	 86	  2	     26233	68.14
20181103-164339	 77	  3	     17155	68.15
20181103-164344	 66	  1	      3549	68.05
20181103-164349	 69	  0	       213	68.06
20181103-164354	 76	  3	     20736	68.05
20181103-164359	 61	  0	       340	68.09
20181103-164404	 64	  0	        94	68.12
20181103-164409	 65	  1	     24868	68.14
20181103-164414	 65	  0	     16841	68.17
20181103-164419	100	  0	     21777	68.21
20181103-164424	 61	  0	        69	68.21
20181103-164429	 64	  2	     20668	68.26
20181103-164434	 57	  0	        63	68.28
20181103-164439	 53	  0	      3675	68.31
20181103-164444	 44	  6	     34922	68.33
20181103-164449	 14	  0	         5	68.33
20181103-164454	 13	  0	        10	68.61
20181103-164459	 22	  0	        52	68.36
20181103-164504	 18	  5	     20500	68.38
20181103-164509	 13	  0	       280	68.38
20181103-164514	 13	  0	        71	68.39
20181103-164519	 22	  2	     20550	68.38
20181103-164524	 14	  1	        18	68.39
20181103-164529	 13	  0	        15	68.39
20181103-164534	 21	  0	        39	68.39
20181103-164539	 17	  4	     20556	68.39
20181103-164544	 12	  0	        13	68.41
20181103-164549	 22	  0	        39	68.40
20181103-164554	 13	  1	     16403	68.41
20181103-164559	 18	  4	      4168	68.37
20181103-164604	 14	  0	        26	68.39
20181103-164609	 20	  0	        70	68.40
20181103-164614	 17	  4	     20503	68.40
20181103-164619	 13	  0	        20	68.40
20181103-164624	 21	  0	        43	68.41
20181103-164629	 13	  0	        15	68.39
20181103-164634	 17	  4	     20505	68.40
20181103-164639	 21	  0	        74	68.45
20181103-164644	 13	  0	        75	68.51
20181103-164649	 18	  4	     20506	68.51
20181103-164654	 13	  0	         9	68.51
20181103-164659	100	  0	      2688	68.51
20181103-164704	 13	  0	         9	68.51
20181103-164709	 18	  5	     20536	68.53
20181103-164714	 21	  0	        39	68.53
20181103-164719	 13	  0	        21	68.52
20181103-164724	 17	  4	     20506	68.54
20181103-164729	 21	  0	        47	68.55
20181103-164734	 13	  0	         4	68.55
20181103-164739	 13	  0	        49	68.55
20181103-164744	 17	  4	     20501	68.55
20181103-164749	 21	  0	        37	68.58
20181103-164754	 13	  0	         6	68.59
20181103-164759	 17	  4	     20515	68.58
20181103-164804	 22	  0	        38	68.60
20181103-164809	 13	  0	        39	68.60
20181103-164814	 13	  0	        13	68.61
20181103-164819	 26	  4	     20539	68.62
20181103-164824	 13	  0	         7	68.61
20181103-164829	 13	  0	        12	68.60
20181103-164834	 17	  4	     20491	68.61
20181103-164839	 21	  0	        75	68.61
20181103-164844	 13	  0	         4	68.61
20181103-164849	 13	  0	        13	68.63
20181103-164854	 17	  4	     20498	68.63
20181103-164859	 13	  0	        11	68.62
20181103-164904	 15	  0	         8	68.67
20181103-164909	 27	  1	     19718	68.69
20181103-164914	 18	  3	       844	68.91
20181103-164919	 15	  0	        48	68.79
20181103-164924	 21	  0	        53	68.79
20181103-164929	 18	  6	     20512	68.79
20181103-164934	 13	  0	         7	68.80
20181103-164939	 13	  0	       291	68.81
20181103-164944	 20	  0	        42	68.81
20181103-164949	 17	  4	     20499	68.82
20181103-164954	 13	  0	         6	68.90
20181103-164959	 25	  0	        59	69.02
20181103-165004	 27	  6	     21507	69.01
20181103-165009	 14	  0	       117	69.02
20181103-165014	 20	  0	        17	69.02
20181103-165019	 14	  0	        41	69.03
20181103-165024	 17	  4	     20579	69.02
20181103-165029	 13	  0	        16	69.03
20181103-165034	 21	  0	        38	69.03
20181103-165039	 17	  4	     20531	69.03
20181103-165044	 13	  0	         7	69.05
20181103-165049	 21	  0	        38	69.05
20181103-165054	 13	  0	        10	69.06
20181103-165059	 17	  4	     20521	69.04
20181103-165104	 21	  0	        21	69.08
20181103-165109	 15	  0	        50	69.08
20181103-165114	 17	  4	     20500	69.08
20181103-165119	 13	  0	        19	69.08
20181103-165124	 22	  0	        40	69.09
20181103-165129	 13	  0	        26	69.12
20181103-165134	 18	  4	     20503	69.12
20181103-165139	 21	  0	        52	69.13
20181103-165144	 13	  0	         4	69.14
20181103-165149	 17	  4	     20486	69.16
20181103-165154	 19	  0	        33	69.16
20181103-165159	 14	  0	        40	69.18
20181103-165204	 14	  0	         9	69.19
20181103-165209	 18	  6	     20514	69.21
20181103-165214	 21	  0	        34	69.21
20181103-165219	 12	  0	        17	69.20
20181103-165224	 15	  2	     20492	69.21
20181103-165229	 23	  2	        56	69.20
20181103-165234	 12	  0	        17	69.21
20181103-165239	 13	  0	        24	69.22
20181103-165244	 24	  5	     20512	69.22
20181103-165249	 14	  0	        52	69.22
20181103-165254	 12	  0	         8	69.23
20181103-165259	 14	  1	     16394	69.24
20181103-165304	 26	  3	      4157	69.28
20181103-165309	 13	  0	        21	69.27
20181103-165314	 12	  0	        12	69.28
20181103-165319	 17	  4	     20515	69.27
20181103-165324	 12	  0	         6	69.29
20181103-165329	 12	  0	         7	69.30
20181103-165334	 20	  0	        55	69.38
20181103-165339	 46	  5	     21209	69.40
20181103-165344	 13	  0	         6	69.41
20181103-165349	 21	  0	        18	69.42
20181103-165354	 16	  4	     20519	69.43
20181103-165359	 12	  0	         4	69.43
20181103-165404	 13	  0	        19	69.44
20181103-165409	 20	  0	        60	69.44
20181103-165414	 15	  4	     20499	69.44
20181103-165419	 12	  0	        22	69.44
20181103-165424	 20	  0	        38	69.44
20181103-165429	 16	  4	     20500	69.43
20181103-165434	 12	  0	        55	69.43
20181103-165439	 20	  0	        53	69.45
20181103-165444	 12	  0	         5	69.44
20181103-165449	 16	  4	     20504	69.44
20181103-165454	 12	  0	        12	69.45
20181103-165459	 19	  0	        39	69.44
20181103-165504	 17	  4	     20514	69.45
20181103-165509	 13	  0	       127	69.46
20181103-165514	 20	  0	        35	69.46
20181103-165519	 12	  0	        20	69.47
20181103-165524	 17	  4	     20508	69.47
20181103-165529	 20	  0	        42	69.47
